,0
0,ABNB
1,ANGI
2,CARG
3,DASH
4,TWLO
5,XM
6,BIGC
7,COUP
8,FSLY
9,LYFT
10,UBER
11,U
12,SPOT
13,DOCU
14,PD
15,ASAN
16,BMBL
17,SNOW
18,BILL
19,CTSX
20,WDAY
21,SPLK
22,ZM
23,SE
24,RNG
25,NUAN
26,NOW
27,CDAY
28,DDOG
29,CRM
30,TEAM
31,INTU
32,FTCH
33,AMZN
34,ETSY
35,CHWY
36,EBAY
37,TDOC
38,DOCS
39,CERN
40,ADBE
41,AKAM
42,MQ
43,SQ
44,NTNX
45,S
46,DOCN
47,PLTR
48,SPLK
49,PANW
50,NET
51,DBX
52,PLAN
53,CRWD
54,GDDY
55,VMW
56,ZS
57,BOX
58,HUBS
