Date,%Gap_AA,%Gain_AA,%YesterdaysGain_AA,%2DaysGain_AA,NearSigmaFlag_AA,NearBollingerBandsFlag_AA,%Gap_CENX,%Gain_CENX,%YesterdaysGain_CENX,%2DaysGain_CENX,NearSigmaFlag_CENX,NearBollingerBandsFlag_CENX,%Gap_XLE,%Gain_XLE,%YesterdaysGain_XLE,%2DaysGain_XLE,NearSigmaFlag_XLE,NearBollingerBandsFlag_XLE,%Gap_DBB,%Gain_DBB,%YesterdaysGain_DBB,%2DaysGain_DBB,NearSigmaFlag_DBB,NearBollingerBandsFlag_DBB,%Gap_KWEB,%Gain_KWEB,%YesterdaysGain_KWEB,%2DaysGain_KWEB,NearSigmaFlag_KWEB,NearBollingerBandsFlag_KWEB
2019-02-13,1.4436614539409631,2.2887310819052193,1.5373625875295787,3.86127976481717,Standard_range,BelowSMA20UpperSigma,1.180630751390625,1.0625755578572347,0.23669181319675361,1.3017824004084662,Standard_range,NearSMA20LowerSigma,0.40599958231329103,1.2492120720274877,1.2650208978930917,2.5300357636907305,Standard_range,NearSMA20UpperSigma,0.25157209316163837,0.31446661594,-0.872825991309922,-0.561104121727839,Standard_range,AboveSMA20LowerSigma,0.7863453201907536,-0.08986093538163129,1.3202777426092738,1.2292303932984983,Standard_range,NearSMA20UpperTwoSigma
2019-02-14,-1.1015480317671713,-2.9259844972274833,2.2887310819052193,-0.7042213319620372,Standard_range,BelowSMA20UpperSigma,-1.0514036001872142,-1.0514036001872142,1.0625755578572347,0.0,Standard_range,NearSMA20LowerSigma,-0.3547127398658714,0.35472450636026087,1.2492120720274877,1.6083678397436412,Standard_range,NearSMA20UpperSigma,-0.4388695652745832,-0.6269556676566233,0.31446661594,-0.31446061798814706,Standard_range,NearSMA20LowerSigma,-0.1349255040341259,0.3822760608924144,-0.08986093538163129,0.29207160866672516,Standard_range,NearSMA20UpperSigma
2019-02-15,1.8085046373596019,0.24822586145533945,-2.9259844972274833,-2.6850216859964364,Standard_range,BelowSMA20UpperSigma,1.5348301103008195,1.180630751390625,-1.0514036001872142,0.1168139569783722,Standard_range,NearSMA20LowerSigma,1.0450289048178214,1.6136515393918645,0.35472450636026087,1.9741000632096077,Standard_range,NearSMA20UpperTwoSigma,1.1987415109449806,1.8296466952628445,-0.6269556676566233,1.1912199539521788,Above_upper_sigma,AboveSMA20LowerSigma,-0.24641714125350866,-1.7473091172974988,0.3822760608924144,-1.3717126008703033,Standard_range,NearSMA20UpperSigma
2019-02-19,-0.21224397707619316,-0.21224397707619316,0.24822586145533945,0.035455039938661836,Standard_range,AboveSMA20LowerSigma,-0.4667440289080173,2.100353694113793,1.180630751390625,3.305781867105094,Standard_range,NearSMA20LowerSigma,-0.4990953075417808,0.3024757107296491,1.6136515393918645,1.9210081540839892,Standard_range,NearSMA20UpperTwoSigma,-0.1858660497602933,0.495662495237537,1.8296466952628445,2.3343780629641526,Standard_range,AboveSMA20LowerSigma,-0.25079938171638066,1.3679855580747207,-1.7473091172974988,-0.4032264956023308,Standard_range,BelowSMA20UpperSigma
2019-02-20,0.63807270832157,3.6511900747009975,-0.21224397707619316,3.4311966665996474,Standard_range,AboveSMA20LowerSigma,0.34285409109933035,4.914289202008908,2.100353694113793,7.11786035091653,Standard_range,AboveSMA20LowerSigma,-0.15078177711285165,0.4221935774808618,0.3024757107296491,0.7259463212346511,Standard_range,NearSMA20UpperTwoSigma,0.4932177995851575,0.986435599170315,0.495662495237537,1.4869874857126109,Standard_range,NearSMA20UpperSigma,0.674762130540213,1.0346358388327266,1.3679855580747207,2.4167750657613443,Standard_range,NearSMA20UpperSigma
2019-02-21,-0.13679551467787626,1.1627912286227942,3.6511900747009975,4.85643702125276,Standard_range,NearSMA20UpperSigma,0.0,1.1982533008765688,4.914289202008908,6.171428135463169,Standard_range,NearSMA20UpperSigma,-0.3153139478738217,-1.5465447490920046,0.4221935774808618,-1.130880584214677,Standard_range,NearSMA20UpperTwoSigma,-0.24419420163657043,0.18315438450916102,0.986435599170315,1.1713966837297158,Standard_range,NearSMA20UpperSigma,0.15584041045193125,-1.380229201152086,1.0346358388327266,-0.35987370829251364,Standard_range,NearSMA20UpperSigma
2019-02-22,1.014196206336446,1.9945914608169264,1.1627912286227942,3.180575623992959,Standard_range,NearSMA20UpperTwoSigma,-0.4305700970643358,-0.32292500639803573,1.1982533008765688,0.8714588349300127,Standard_range,AboveSMA20UpperSigma,0.7472897148849755,0.2897703862903142,-1.5465447490920046,-1.2612557914952869,Standard_range,NearSMA20UpperSigma,1.0359541613326382,0.9750143138321947,0.18315438450916102,1.1599544798067314,Above_upper_sigma,NearSMA20UpperTwoSigma,1.4221243317498464,3.9954864294510477,-1.380229201152086,2.5601103578716096,Standard_range,NearSMA20UpperSigma
2019-02-25,0.9943627321906024,2.0218780537255285,1.9945914608169264,4.056797721550195,Standard_range,NearSMA20UpperTwoSigma,-0.32398148924376924,-1.5118827198955613,-0.32292500639803573,-1.8299254789236434,Standard_range,NearSMA20UpperSigma,-0.3193416630942554,0.1672758618889364,0.2897703862903142,0.4575309640904166,Standard_range,NearSMA20UpperSigma,0.7242054402142308,0.12070282517819954,0.9750143138321947,1.0968940088330814,Standard_range,NearSMA20UpperTwoSigma,3.5597990026309567,2.713262444715042,3.9954864294510477,6.817156906940071,Above_upper_sigma,AboveSMA20UpperTwoSigma
2019-02-26,-0.2599087781721986,0.22741940631141525,2.0218780537255285,2.2538956031030675,Standard_range,NearSMA20UpperTwoSigma,-0.1096516338522179,2.5219352938242565,-1.5118827198955613,0.971923870014419,Standard_range,NearSMA20UpperSigma,-0.09109637997000827,-0.31880837363947584,0.1672758618889364,-0.15206580120531898,Standard_range,NearSMA20UpperSigma,-0.18083596365023527,0.5424963939729163,0.12070282517819954,0.663854027625131,Standard_range,NearSMA20UpperSigma,-1.7117527018488385,-0.9721028897702427,2.713262444715042,1.714783852312674,Below_lower_sigma,NearSMA20UpperTwoSigma
2019-02-27,0.7131258043245807,0.4213911155887262,0.22741940631141525,0.6497688470734624,Standard_range,NearSMA20UpperTwoSigma,0.0,-3.850273750416422,2.5219352938242565,-1.4254398692127679,Standard_range,AboveSMA20UpperSigma,0.4873586307898456,0.380749293415389,-0.31880837363947584,0.06072705914593177,Standard_range,NearSMA20UpperSigma,0.23980220291902093,0.5995226597130012,0.5424963939729163,1.145271442495911,Standard_range,NearSMA20UpperTwoSigma,-0.5761853483715655,0.10669918141123934,-0.9721028897702427,-0.8664409341848632,Standard_range,NearSMA20UpperTwoSigma
2019-02-28,0.1291185155532647,-4.77727425469643,0.4213911155887262,-4.376014148384303,Standard_range,NearSMA20UpperTwoSigma,-0.1112372540204428,-4.0044456712201875,-3.850273750416422,-7.700537301107932,Standard_range,BelowSMA20UpperSigma,0.015163869337915368,-1.001370998995712,0.380749293415389,-0.6244344185834657,Standard_range,NearSMA20UpperSigma,-0.29798058619254697,-0.5363536883494763,0.5995226597130012,0.059953409465663375,Standard_range,NearSMA20UpperTwoSigma,0.5755712185928882,-0.149221264233452,0.10669918141123934,-0.042681300689641245,Standard_range,NearSMA20UpperTwoSigma
2019-03-01,0.6101705260195975,0.5423723641088454,-4.77727425469643,-4.260812505902745,Standard_range,BelowSMA20UpperSigma,1.0428754506884634,3.4762478187324843,-4.0044456712201875,-0.6674023077858228,Standard_range,AboveSMA20LowerSigma,0.5363961289212165,1.8390757827466475,-1.001370998995712,0.8192888122129572,Standard_range,BelowSMA20UpperSigma,0.778904473378088,0.0,-0.5363536883494763,-0.5363536883494763,Standard_range,NearSMA20UpperTwoSigma,0.8326203850938506,-0.811274694443483,-0.149221264233452,-0.9592853643214803,Standard_range,NearSMA20UpperTwoSigma
2019-03-04,0.8428860461434323,-1.6857720922868646,0.5423723641088454,-1.152542890128443,Standard_range,NearSMA20UpperSigma,0.11197396266295762,-1.5677529511573525,3.4762478187324843,1.8539958898074096,Standard_range,BelowSMA20UpperSigma,0.36118209809851826,0.18059104904925913,1.8390757827466475,2.0229880380447796,Standard_range,AboveSMA20UpperSigma,-0.47932846702315457,-1.1983268816039374,0.0,-1.1983268816039374,Standard_range,NearSMA20UpperSigma,1.7219097133557923,1.2268611839355907,-0.811274694443483,0.40563327517088865,Standard_range,NearSMA20UpperTwoSigma
2019-03-05,-0.3086425002017891,0.13717735163463574,-1.6857720922868646,-1.5509072381630238,Standard_range,AboveSMA20LowerSigma,-0.34129389193839244,-0.5688303862554591,-1.5677529511573525,-2.127665482245212,Standard_range,AboveSMA20LowerSigma,0.13520199443857592,-0.3304810300610982,0.18059104904925913,-0.1504868001709352,Standard_range,NearSMA20UpperSigma,0.7883630680391404,0.6670746626948164,-1.1983268816039374,-0.5392459539125616,Standard_range,NearSMA20UpperSigma,0.8717836658600585,2.9342996043680927,1.2268611839355907,4.197160571170051,Standard_range,NearSMA20UpperTwoSigma
2019-03-06,-0.47945648403803987,-3.253427185334841,0.13717735163463574,-3.1207127989504087,Standard_range,AboveSMA20LowerSigma,0.22883819550847756,-3.2036583558785297,-0.5688303862554591,-3.7542653599339393,Standard_range,AboveSMA20LowerSigma,-0.8138672614106595,-1.2660080741648456,-0.3304810300610982,-1.5923051877017873,Standard_range,BelowSMA20UpperSigma,0.24095787505740715,0.0,0.6670746626948164,0.6670746626948164,Standard_range,NearSMA20UpperSigma,0.16525889549029654,-1.3013862220635923,2.9342996043680927,1.5947268115391877,Standard_range,NearSMA20UpperTwoSigma
2019-03-07,-0.3185846109305863,-3.1504403173396147,-3.253427185334841,-6.3013702209323785,Standard_range,NearSMA20LowerSigma,-0.7092248149663288,-5.200940643017723,-3.2036583558785297,-8.237978629401933,Standard_range,NearSMA20LowerSigma,0.06106077579445101,-0.5953280063056926,-1.2660080741648456,-1.8537991798429436,Standard_range,BelowSMA20UpperSigma,-0.6024119227211292,-1.0843391628876844,0.0,-1.0843391628876844,Standard_range,BelowSMA20UpperSigma,-1.088322459290216,-3.9765545410706844,-1.3013862220635923,-5.226190430223938,Standard_range,NearSMA20UpperSigma
2019-03-08,-1.5716385072487484,-1.9736875127226157,-3.1504403173396147,-5.061947982923119,Standard_range,NearSMA20LowerTwoSigma,-1.620954910946801,-4.738161715567246,-5.200940643017723,-9.692673380188126,Standard_range,NearSMA20LowerTwoSigma,-1.6124124807610274,-1.8734661689908474,-0.5953280063056926,-2.457640906503875,Standard_range,NearSMA20LowerSigma,-0.24361093387017882,0.0,-1.0843391628876844,-1.0843391628876844,Standard_range,AboveSMA20LowerSigma,-3.7053197980871135,-1.6129068466414411,-3.9765545410706844,-5.5253232672587655,Below_lower_sigma,NearSMA20LowerSigma
2019-03-11,-0.22371165781168179,2.60999541724283,-1.9736875127226157,0.5847947508874599,Standard_range,NearSMA20LowerTwoSigma,0.3926729101128862,3.6649242761983167,-4.738161715567246,-1.2468874783282875,Standard_range,NearSMA20LowerTwoSigma,0.7355261494207929,1.564945189547467,-1.8734661689908474,-0.33783969813280185,Standard_range,NearSMA20LowerSigma,0.12180546693508941,0.5481129851992302,0.0,0.5481129851992302,Standard_range,BelowSMA20UpperSigma,2.0159500658318388,3.766062884195119,-1.6129068466414411,2.092412951445673,Above_upper_sigma,BelowSMA20UpperSigma
2019-03-12,0.7630780558850369,3.3430234774374936,2.60999541724283,6.040271654238794,Standard_range,NearSMA20LowerSigma,0.2525250092658129,3.2828311411266986,3.6649242761983167,7.0680686927627665,Standard_range,NearSMA20LowerTwoSigma,0.16949246188800118,0.6471466241458222,1.564945189547467,2.222219303657178,Standard_range,AboveSMA20LowerSigma,1.514233776706202,1.6353752514875526,0.5481129851992302,2.192451940796921,Above_upper_sigma,NearSMA20UpperSigma,-0.08539905080494266,-0.6191309021832301,3.766062884195119,3.1236151229001843,Standard_range,NearSMA20UpperSigma
2019-03-13,0.632912453571252,1.898730654143443,3.3430234774374936,5.305229143122254,Standard_range,AboveSMA20LowerSigma,0.48899707042453194,1.3447390290150154,3.2828311411266986,4.671715681753104,Standard_range,NearSMA20LowerSigma,0.6276847275335529,1.0104158989481316,0.6471466241458222,1.6641013954738295,Standard_range,BelowSMA20UpperSigma,0.0,0.17877698491841992,1.6353752514875526,1.8170759109726844,Standard_range,NearSMA20UpperSigma,-0.5370569368365613,-1.031148335345576,-0.6191309021832301,-1.6438950795373337,Standard_range,BelowSMA20UpperSigma
2019-03-14,-0.655619840269751,-3.761215216719682,1.898730654143443,-1.9338999088644035,Standard_range,AboveSMA20LowerSigma,-0.6031386123635996,0.6031386123635996,1.3447390290150154,1.9559882816981278,Standard_range,NearSMA20LowerSigma,0.0909329426207813,-0.6729316195603356,1.0104158989481316,0.3306848713147093,Standard_range,BelowSMA20UpperSigma,-0.5353965225890336,-0.594886285822499,0.17877698491841992,-0.41717282066956574,Standard_range,NearSMA20UpperSigma,-0.4992392962011842,-1.0201893288832273,-1.031148335345576,-2.040817998946651,Standard_range,AboveSMA20LowerSigma
2019-03-15,-0.07170509448797338,-0.17927299445946915,-3.761215216719682,-3.9337453680320733,Standard_range,NearSMA20LowerSigma,0.11990681893132675,1.55875434127635,0.6031386123635996,2.1712944029440813,Standard_range,NearSMA20LowerSigma,-0.08544874910970165,-0.03967424669889226,-0.6729316195603356,-0.7123388857083687,Standard_range,AboveSMA20LowerSigma,-0.41890902848261785,-0.3590632509258232,-0.594886285822499,-0.951813518711136,Standard_range,BelowSMA20UpperSigma,1.3157945370521884,2.368425147355251,-1.0201893288832273,1.3240733978561186,Standard_range,BelowSMA20UpperSigma
2019-03-18,0.5747120924395414,2.8735604621977195,-0.17927299445946915,2.689135949850065,Standard_range,NearSMA20LowerSigma,1.8890182097743395,5.430932982819563,1.55875434127635,7.074342227737422,Standard_range,AboveSMA20LowerSigma,0.12210990543673828,1.3890947993292282,-0.03967424669889226,1.3488694397327685,Standard_range,AboveSMA20LowerSigma,0.6606643415723541,0.4204185971650956,-0.3590632509258232,0.0598457775567947,Standard_range,NearSMA20UpperSigma,1.2853437664921659,1.328189648310738,2.368425147355251,3.7280719733011494,Standard_range,NearSMA20UpperSigma
2019-03-19,1.3617364012166415,-0.06982734232274751,2.8735604621977195,2.8017265889741823,Standard_range,BelowSMA20UpperSigma,0.8958557779632679,-0.22396928421245088,5.430932982819563,5.194800076879433,Standard_range,NearSMA20UpperSigma,0.4968410721953015,-0.2710031769617549,1.3890947993292282,1.1143271313302805,Standard_range,NearSMA20UpperTwoSigma,0.17942995142078655,0.6578984142882321,0.4204185971650956,1.0810829387374499,Standard_range,NearSMA20UpperSigma,0.21142133283589037,-0.4439727016065521,1.328189648310738,0.8783201472401222,Standard_range,NearSMA20UpperSigma
2019-03-20,-0.41929013177699376,0.5939904657895839,-0.06982734232274751,0.5237483557109252,Standard_range,AboveSMA20LowerSigma,0.11223601630858034,-0.22446132920152947,-0.22396928421245088,-0.44792788898163394,Standard_range,BelowSMA20UpperSigma,-0.09057602736815021,0.8756066572458692,-0.2710031769617549,0.6022305584252892,Standard_range,NearSMA20UpperSigma,0.6535984007737284,1.069520534710402,0.6578984142882321,1.7344553076369809,Standard_range,NearSMA20UpperTwoSigma,-0.828200017805701,-1.9112370417553557,-0.4439727016065521,-2.346724372633522,Standard_range,BelowSMA20UpperSigma
2019-03-21,-0.8683570408126219,2.153521751193766,0.5939904657895839,2.7603039308641457,Standard_range,AboveSMA20LowerSigma,-0.6749203295786744,0.8998866211084269,-0.22446132920152947,0.6734053944358508,Standard_range,BelowSMA20UpperSigma,-0.2993070175929363,0.7033840509573224,0.8756066572458692,1.5851495857793794,Standard_range,NearSMA20UpperSigma,-0.9406222531404815,-1.1757834229764752,1.069520534710402,-0.11883813341852748,Below_lower_sigma,NearSMA20UpperSigma,-1.0608310853817324,0.5412427093155175,-1.9112370417553557,-1.3803387635860767,Standard_range,NearSMA20LowerSigma
2019-03-22,-1.0540614333585614,-4.386259826153051,2.153521751193766,-2.3271971343793654,Standard_range,BelowSMA20UpperSigma,-1.2263166898209994,-7.469342880141003,0.8998866211084269,-6.63667187629568,Standard_range,BelowSMA20UpperSigma,-0.9065248953069984,-2.704710462270553,0.7033840509573224,-2.0203509133294153,Standard_range,NearSMA20UpperSigma,-0.475906759355568,-0.8923237554776706,-1.1757834229764752,-2.0576153836579585,Standard_range,BelowSMA20UpperSigma,-1.1197253943599335,-3.402235277950057,0.5412427093155175,-2.8794069190302047,Standard_range,NearSMA20LowerSigma
2019-03-25,0.0,-0.35562012263600185,-4.386259826153051,-4.7262815262161535,Standard_range,NearSMA20LowerSigma,0.0,-0.8433812878302773,-7.469342880141003,-8.24972912779629,Standard_range,NearSMA20LowerSigma,-0.42767492603670965,0.045820648751398976,-2.704710462270553,-2.660129129399813,Standard_range,NearSMA20LowerSigma,-0.4201662392877645,0.060025383994162095,-0.8923237554776706,-0.8328339922442051,Standard_range,AboveSMA20LowerSigma,-0.7133296711333035,0.8693700052211862,-3.402235277950057,-2.562443285742422,Standard_range,NearSMA20LowerTwoSigma
2019-03-26,0.42826170565432786,-1.7130604368114195,-0.35562012263600185,-2.062588571821204,Standard_range,AboveSMA20LowerSigma,0.0,-0.4860262949924563,-0.8433812878302773,-1.3253085279968324,Standard_range,NearSMA20LowerSigma,1.1603086049320133,1.4351182311545803,0.045820648751398976,1.4815964603898437,Standard_range,NearSMA20UpperSigma,0.11997875028275558,0.899817743513899,0.060025383994162095,0.9603832465638531,Standard_range,BelowSMA20UpperSigma,0.30939091635013816,-0.17679962664019336,0.8693700052211862,0.6910333356576399,Standard_range,NearSMA20LowerSigma
2019-03-27,1.3071847895254272,1.3434964400315481,-1.7130604368114195,-0.3925789027640218,Standard_range,NearSMA20LowerSigma,0.12210292300610735,4.395612073214711,-0.4860262949924563,3.8882219477205675,Standard_range,NearSMA20LowerSigma,-0.07526046044611516,-0.7074069889109671,1.4351182311545803,0.7175591155772901,Standard_range,NearSMA20UpperSigma,-0.23780623605492257,-0.059454393955269615,0.899817743513899,0.8398283683725213,Standard_range,NearSMA20UpperSigma,0.5091949662546646,0.39849526781589645,-0.17679962664019336,0.22099110303002573,Standard_range,NearSMA20LowerSigma
2019-03-28,0.501610141217606,0.28663534268515056,1.3434964400315481,1.6339827183415458,Standard_range,AboveSMA20LowerSigma,0.11696173869882019,3.6257246669808403,4.395612073214711,8.180709531398884,Standard_range,BelowSMA20UpperSigma,-0.4244334911562863,0.37896012638172183,-0.7074069889109671,-0.3311276529484554,Standard_range,AboveSMA20LowerSigma,-0.23794770642170607,-0.0594897632334655,-0.059454393955269615,-0.11890878791053923,Standard_range,BelowSMA20UpperSigma,0.02205542793167581,0.7056222835527398,0.39849526781589645,1.1069294227772484,Standard_range,NearSMA20LowerSigma
2019-03-29,1.0360875952081459,0.6073600488891824,0.28663534268515056,0.8957363001317991,Standard_range,AboveSMA20LowerSigma,1.6930087812310861,0.2257388096916995,3.6257246669808403,3.8596481443784803,Standard_range,NearSMA20UpperSigma,0.966474445561241,-0.15100947187815827,0.37896012638172183,0.22737838881808572,Standard_range,NearSMA20UpperSigma,1.2500059604647482,1.42858148432148,-0.0594897632334655,1.3682418613453946,Above_upper_sigma,NearSMA20UpperTwoSigma,1.2699843536430822,3.131159103369848,0.7056222835527398,3.8588755432894555,Standard_range,AboveSMA20LowerSigma
2019-04-01,1.8465925446780842,4.616474588440086,0.6073600488891824,5.251873259646574,Standard_range,NearSMA20UpperSigma,2.252250075311293,2.59008490171409,0.2257388096916995,2.8216705382329232,Standard_range,NearSMA20UpperTwoSigma,0.6654488713469746,1.31578203425358,-0.15100947187815827,1.1627856068744276,Standard_range,NearSMA20UpperSigma,0.17604916481864297,-0.5868566672352893,1.42858148432148,0.8333410913985613,Standard_range,NearSMA20UpperTwoSigma,1.613592698199462,2.484080725152121,3.131159103369848,5.6930203482826265,Standard_range,NearSMA20UpperTwoSigma
2019-04-02,-1.120162708626784,-3.122872360950655,4.616474588440086,1.3494356185167249,Standard_range,NearSMA20UpperSigma,-0.5488390663538559,-2.8539987377162084,2.59008490171409,-0.33783482640281676,Standard_range,NearSMA20UpperSigma,0.25377788290957487,-0.6866683074212179,1.31578203425358,0.6200786686084006,Standard_range,NearSMA20UpperTwoSigma,-0.41322132595855243,-0.767420684868747,-0.5868566672352893,-1.3497736926491415,Standard_range,NearSMA20UpperSigma,-0.10358242508055554,-0.9115364046743356,2.484080725152121,1.549901020346526,Standard_range,NearSMA20UpperTwoSigma
2019-04-03,-0.31534740609950557,0.525576782475383,-3.122872360950655,-2.6137086705507695,Standard_range,BelowSMA20UpperSigma,1.6949108707875884,-0.7909677455506515,-2.8539987377162084,-3.622392273793102,Standard_range,NearSMA20UpperSigma,0.28558912504501033,-0.9619711429298803,-0.6866683074212179,-1.6420338993860608,Standard_range,NearSMA20UpperSigma,0.6543760490559645,1.2492623348784637,-0.767420684868747,0.4722545524435849,Standard_range,NearSMA20UpperSigma,1.2544395800786514,1.3171591664228812,-0.9115364046743356,0.39361637643909586,Standard_range,NearSMA20UpperTwoSigma
