Date,%Gap_AMAT,%Gain_AMAT,%YesterdaysGain_AMAT,%2DaysGain_AMAT,NearSigmaFlag_AMAT,NearBollingerBandsFlag_AMAT,%Gap_KLAC,%Gain_KLAC,%YesterdaysGain_KLAC,%2DaysGain_KLAC,NearSigmaFlag_KLAC,NearBollingerBandsFlag_KLAC,%Gap_LRCX,%Gain_LRCX,%YesterdaysGain_LRCX,%2DaysGain_LRCX,NearSigmaFlag_LRCX,NearBollingerBandsFlag_LRCX,%Gap_TER,%Gain_TER,%YesterdaysGain_TER,%2DaysGain_TER,NearSigmaFlag_TER,NearBollingerBandsFlag_TER,%Gap_SOXL,%Gain_SOXL,%YesterdaysGain_SOXL,%2DaysGain_SOXL,NearSigmaFlag_SOXL,NearBollingerBandsFlag_SOXL,%Gap_QQQ,%Gain_QQQ,%YesterdaysGain_QQQ,%2DaysGain_QQQ,NearSigmaFlag_QQQ,NearBollingerBandsFlag_QQQ,%Gap_ASML,%Gain_ASML,%YesterdaysGain_ASML,%2DaysGain_ASML,NearSigmaFlag_ASML,NearBollingerBandsFlag_ASML
2019-01-30,1.0732980084384698,3.664915401100911,-1.291989638612148,2.325575435242638,Standard_range,NearSMA20UpperTwoSigma,2.9606946790883644,4.941088819405012,-0.6786019269623677,4.22895656850124,Above_upper_sigma,NearSMA20UpperTwoSigma,1.4788696899087515,3.600210306595387,-0.6443406486575096,2.9326720394953263,Standard_range,NearSMA20UpperTwoSigma,1.3208572928477156,1.541005423609323,-1.169432417249237,0.35355198938482946,Standard_range,NearSMA20UpperTwoSigma,5.395459083659922,8.675658647753004,-4.3214717763859465,3.979270731488825,Above_upper_sigma,AboveSMA20UpperSigma,1.1326276470319359,2.5437798881292917,-0.9441440012079055,1.57561894170368,Standard_range,NearSMA20UpperSigma,0.3092567918476942,1.4775796472345553,0.26414397357981984,1.7456265584073871,Standard_range,NearSMA20UpperTwoSigma
2019-01-31,-0.8080800685720402,-1.3131228866239,3.664915401100911,2.303667671569751,Standard_range,NearSMA20UpperTwoSigma,-0.5284064637195819,0.5567053398777094,4.941088819405012,5.52530146458845,Standard_range,NearSMA20UpperTwoSigma,-0.7722413397240581,-0.789791670609391,3.600210306595387,2.7819844748600846,Standard_range,NearSMA20UpperTwoSigma,-0.9214095895075775,-2.4661241457507894,1.541005423609323,-0.9631218289804251,Standard_range,NearSMA20UpperTwoSigma,-0.3385072966171868,0.07521786548054155,8.675658647753004,8.757402158484764,Standard_range,NearSMA20UpperTwoSigma,0.6156472220861219,1.496868116828839,2.5437798881292917,4.078725035065842,Standard_range,NearSMA20UpperTwoSigma,-1.3996250879668877,-1.2190324692972743,1.4775796472345553,0.2405350022777638,Standard_range,NearSMA20UpperTwoSigma
2019-02-01,0.0,0.5885351367961308,-1.3131228866239,-0.7323159394048625,Standard_range,NearSMA20UpperTwoSigma,0.3471922188623099,0.36595607653678036,0.5567053398777094,0.924698713434177,Standard_range,NearSMA20UpperTwoSigma,0.36560626871862795,1.881119475741198,-0.789791670609391,1.076470880198192,Standard_range,NearSMA20UpperTwoSigma,0.6946373668817517,2.1394737625897458,-2.4661241457507894,-0.3794124622122721,Standard_range,NearSMA20UpperSigma,0.15973798910644577,3.495250535080933,0.07521786548054155,3.57309745340716,Standard_range,AboveSMA20UpperSigma,-0.49357862332260855,-0.42222091960335134,1.496868116828839,1.0683271068973634,Standard_range,AboveSMA20UpperSigma,1.00553877570164,1.9311003293066915,-1.2190324692972743,0.6885271199804621,Standard_range,NearSMA20UpperTwoSigma
2019-02-04,-0.3815861629066847,-1.042991180587141,0.5885351367961308,-0.46059441336245044,Standard_range,AboveSMA20UpperSigma,0.03739801408912939,0.06544474142051539,0.36595607653678036,0.4316403169652979,Standard_range,NearSMA20UpperTwoSigma,-0.18522157568167538,0.2257332754552709,1.881119475741198,2.1110990638042866,Standard_range,NearSMA20UpperTwoSigma,0.0,0.4624646120916569,2.1394737625897458,2.6118326837183665,Standard_range,AboveSMA20UpperSigma,0.22697277320222584,1.5070436299539904,3.495250535080933,5.054969115574794,Standard_range,NearSMA20UpperTwoSigma,0.01791506709083276,1.242162955486708,-0.42222091960335134,0.8146973640297286,Standard_range,NearSMA20UpperTwoSigma,0.011203975820622807,0.6445792684710371,1.9311003293066915,2.5881270701538157,Standard_range,NearSMA20UpperTwoSigma
2019-02-05,-0.0514150565016462,0.5655460086794656,-1.042991180587141,-0.48334376690036496,Standard_range,NearSMA20UpperSigma,-0.0467115976207523,-0.23357937293404718,0.06544474142051539,-0.16828749693016015,Standard_range,NearSMA20UpperTwoSigma,-0.3349513853016871,0.30607459464546577,0.2257332754552709,0.5324987823085664,Standard_range,AboveSMA20UpperSigma,0.21662067613416747,1.1372817911578574,0.4624646120916569,1.6050059290733818,Standard_range,NearSMA20UpperSigma,0.1699380079708698,1.3952252697338072,1.5070436299539904,2.9232955532388294,Standard_range,NearSMA20UpperTwoSigma,0.13566668388789593,0.884799156963824,1.242162955486708,2.1379527598087953,Standard_range,NearSMA20UpperTwoSigma,0.1392292288923764,1.1416813764930505,0.6445792684710371,1.7936196864289564,Standard_range,NearSMA20UpperTwoSigma
2019-02-06,0.4345654097245334,2.9652348647347693,0.5655460086794656,3.547550640839715,Standard_range,NearSMA20UpperSigma,0.1966651871823751,0.9739660305455868,-0.23357937293404718,0.7381116738648006,Standard_range,AboveSMA20UpperSigma,0.36847220948387005,1.9632699718912887,0.30607459464546577,2.2753536371450167,Standard_range,AboveSMA20UpperSigma,0.5622567811225881,3.078986808194174,1.1372817911578574,4.251285355673776,Standard_range,AboveSMA20UpperSigma,3.642933639952619,8.035627142115832,1.3952252697338072,9.542967512318027,Standard_range,NearSMA20UpperTwoSigma,0.023392706079302168,-0.2981900897362762,0.884799156963824,0.5839706838274116,Standard_range,NearSMA20UpperTwoSigma,1.3435396912096833,2.890809967708769,1.1416813764930505,4.065495183232955,Standard_range,NearSMA20UpperTwoSigma
2019-02-07,-1.3654400539437024,-0.8937453358032442,2.9652348647347693,2.0449878806323465,Standard_range,NearSMA20UpperSigma,-1.1129632272664325,-2.1702804159838576,0.9739660305455868,-1.217452179457537,Standard_range,NearSMA20UpperSigma,-1.1744786896500266,-0.7792235094593288,1.9632699718912887,1.1687482012568273,Standard_range,NearSMA20UpperSigma,-1.2467520577566964,-2.2337678190949677,3.078986808194174,0.7764415726235852,Standard_range,AboveSMA20UpperSigma,-3.6577321205909104,-6.67863665052864,8.035627142115832,0.8203201521740158,Standard_range,NearSMA20UpperTwoSigma,-0.8738009945057801,-1.3429559509410078,-0.2981900897362762,-1.6371414791220544,Standard_range,NearSMA20UpperSigma,-1.7660296697949842,-3.0825187241901917,2.890809967708769,-0.280818515016802,Below_lower_sigma,NearSMA20UpperTwoSigma
2019-02-08,-1.553103608023402,-0.35069988995475243,-0.8937453358032442,-1.2413108618488589,Standard_range,NearSMA20UpperSigma,-1.592719237494566,0.11376101001954725,-2.1702804159838576,-2.05898833888579,Below_lower_sigma,NearSMA20UpperSigma,-1.7300298906233473,-0.23901557365561232,-0.7792235094593288,-1.0163766175737474,Below_lower_sigma,NearSMA20UpperSigma,-1.0626931925287064,-0.26567076445966903,-2.2337678190949677,-2.493504115513393,Standard_range,NearSMA20UpperSigma,-4.549433308440181,-0.4111938338071042,-6.67863665052864,-7.062368342246389,Below_lower_sigma,NearSMA20UpperSigma,-0.8738044689033344,0.1961611124267933,-1.3429559509410078,-1.1494291958469822,Standard_range,NearSMA20UpperSigma,-1.651024512641356,-0.016564758854673626,-3.0825187241901917,-3.098572871251553,Below_lower_sigma,NearSMA20UpperSigma
2019-02-11,0.47763310014259686,0.30166603887498966,-0.35069988995475243,-0.050091793546128215,Standard_range,NearSMA20UpperSigma,0.5492441661320913,0.018943440104172034,0.11376101001954725,0.13272600037251425,Standard_range,NearSMA20UpperSigma,0.18824975773517444,0.3536766151706482,-0.23901557365561232,0.1138156993244,Standard_range,NearSMA20UpperSigma,-0.21311089265742944,0.8790570279952435,-0.26567076445966903,0.6110508660092632,Standard_range,NearSMA20UpperSigma,1.5461600388272696,1.4319503590039528,-0.4111938338071042,1.0148684336174456,Standard_range,NearSMA20UpperSigma,0.36188930896223936,-0.0949238635660015,0.1961611124267933,0.10105104515406227,Standard_range,NearSMA20UpperSigma,-0.9112548122445141,-1.4082967629154894,-0.016564758854673626,-1.424628240807428,Standard_range,NearSMA20UpperSigma
2019-02-12,1.2030063255135548,1.9799425328785603,0.30166603887498966,2.2875813859644856,Standard_range,NearSMA20UpperSigma,1.126675611689688,1.4959232726504414,0.018943440104172034,1.5151500920837724,Standard_range,NearSMA20UpperSigma,1.1823566693407712,1.8929069268501866,0.3536766151706482,2.2532783111680494,Standard_range,NearSMA20UpperSigma,0.9242204876950072,2.746239622023627,0.8790570279952435,3.649437662421859,Standard_range,NearSMA20UpperSigma,3.758890286788081,6.3052219309341435,1.4319503590039528,7.827459938014105,Standard_range,NearSMA20UpperTwoSigma,0.7304103508959827,1.478625643356419,-0.0949238635660015,1.3822982112020659,Standard_range,NearSMA20UpperSigma,1.008292072977217,2.391882652632547,-1.4082967629154894,0.9499010837472961,Standard_range,NearSMA20UpperSigma
