,0
0,COP
1,CNQ
2,PXD
3,OXY
4,HES
5,FANG
6,CLR
7,MRO
8,APA
9,OVV
10,MTDR
11,MGY
12,MUR
13,SM
14,CPG
15,CPE
16,ERF
17,CRK
18,VET
19,BKR
20,CHX
21,FTI
22,HAL
23,LBRT
24,NOV
25,SLB
