Date,%Gap_TWTR,%Gain_TWTR,%YesterdaysGain_TWTR,%2DaysGain_TWTR,NearSigmaFlag_TWTR,NearBollingerBandsFlag_TWTR,%Gap_SNAP,%Gain_SNAP,%YesterdaysGain_SNAP,%2DaysGain_SNAP,NearSigmaFlag_SNAP,NearBollingerBandsFlag_SNAP,%Gap_PINS,%Gain_PINS,%YesterdaysGain_PINS,%2DaysGain_PINS,NearSigmaFlag_PINS,NearBollingerBandsFlag_PINS,%Gap_GOOG,%Gain_GOOG,%YesterdaysGain_GOOG,%2DaysGain_GOOG,NearSigmaFlag_GOOG,NearBollingerBandsFlag_GOOG,%Gap_GOOGL,%Gain_GOOGL,%YesterdaysGain_GOOGL,%2DaysGain_GOOGL,NearSigmaFlag_GOOGL,NearBollingerBandsFlag_GOOGL,%Gap_TTD,%Gain_TTD,%YesterdaysGain_TTD,%2DaysGain_TTD,NearSigmaFlag_TTD,NearBollingerBandsFlag_TTD,%Gap_APPS,%Gain_APPS,%YesterdaysGain_APPS,%2DaysGain_APPS,NearSigmaFlag_APPS,NearBollingerBandsFlag_APPS,%Gap_MTCH,%Gain_MTCH,%YesterdaysGain_MTCH,%2DaysGain_MTCH,NearSigmaFlag_MTCH,NearBollingerBandsFlag_MTCH,%Gap_MGNI,%Gain_MGNI,%YesterdaysGain_MGNI,%2DaysGain_MGNI,NearSigmaFlag_MGNI,NearBollingerBandsFlag_MGNI,%Gap_GLBE,%Gain_GLBE,%YesterdaysGain_GLBE,%2DaysGain_GLBE,NearSigmaFlag_GLBE,NearBollingerBandsFlag_GLBE,%Gap_QQQ,%Gain_QQQ,%YesterdaysGain_QQQ,%2DaysGain_QQQ,NearSigmaFlag_QQQ,NearBollingerBandsFlag_QQQ,%Gap_DIA,%Gain_DIA,%YesterdaysGain_DIA,%2DaysGain_DIA,NearSigmaFlag_DIA,NearBollingerBandsFlag_DIA,%Gap_XLF,%Gain_XLF,%YesterdaysGain_XLF,%2DaysGain_XLF,NearSigmaFlag_XLF,NearBollingerBandsFlag_XLF,%Gap_FB,%Gain_FB,%YesterdaysGain_FB,%2DaysGain_FB,NearSigmaFlag_FB,NearBollingerBandsFlag_FB
2021-06-10,0.1507287790451412,0.9881094651386751,1.5303480533336309,2.5335790324368612,Standard_range,NearSMA20UpperSigma,-0.9227775467056474,1.39226259345684,2.6932649888425657,4.12302490328173,Standard_range,NearSMA20UpperSigma,0.36297316061732554,3.2214113202348216,0.12114147478135096,3.3464552601982787,Standard_range,NearSMA20UpperSigma,0.10476469150615193,1.2121777513152177,0.3443544455450938,1.5607063848348741,Standard_range,NearSMA20UpperTwoSigma,-0.04236067161435526,1.1291785537794985,0.39609080202483504,1.5297419281942912,Standard_range,NearSMA20UpperSigma,-0.051253681740197156,0.8491400278740654,-3.2354071919912615,-2.4137403016491104,Standard_range,NearSMA20UpperSigma,-0.013913112137136802,-1.1545442176957383,-2.2835399104860565,-3.411719650186504,Standard_range,NearSMA20UpperTwoSigma,-0.5431362412750609,0.07759089161072298,-0.7560390513893775,-0.6790347772195529,Standard_range,AboveSMA20LowerSigma,-1.9190957534094912,-3.9267731275461584,2.6052731114214076,-1.4238031805632325,Standard_range,NearSMA20UpperTwoSigma,-0.02483438139602576,8.370598328563698,-3.2676613292982966,4.829414194652036,Standard_range,NearSMA20UpperTwoSigma,0.10390871254033836,1.0420406732530785,0.02375180245460062,1.0660399791498865,Standard_range,NearSMA20UpperSigma,0.5075553109515343,0.05510671327399995,-0.44753358242129676,-0.39267349019536657,Standard_range,NearSMA20UpperSigma,0.8474669590729236,-1.1652506521910213,-0.9443877765968316,-2.098633944061846,Standard_range,NearSMA20UpperSigma,0.1635150779475776,0.6691874201599167,-1.0279287793901348,-0.3656201293101004,Standard_range,NearSMA20UpperSigma
2021-06-11,-0.5804286543108008,0.33167622797668644,0.9881094651386751,1.323063017317614,Standard_range,NearSMA20UpperSigma,0.5109367545374827,2.331143613086525,1.39226259345684,3.7558618470681266,Standard_range,NearSMA20UpperSigma,-0.07326454470009157,-0.10256365542010072,3.2214113202348216,3.1155436676085713,Standard_range,NearSMA20UpperTwoSigma,0.13165546042910115,-0.30417852627600167,1.2121777513152177,0.9043120406194198,Standard_range,NearSMA20UpperTwoSigma,0.1999941449478319,-0.20245045964164674,1.1291785537794985,0.9244420669655504,Standard_range,NearSMA20UpperTwoSigma,0.958879958825285,1.6162070895838285,0.8491400278740654,2.4790709787888887,Standard_range,NearSMA20UpperSigma,1.18210525773311,3.9966282927935395,-1.1545442176957383,2.7959412342405616,Standard_range,AboveSMA20UpperSigma,-0.13391770148526905,-0.2184927741226089,0.07759089161072298,-0.14107141300343265,Standard_range,BelowSMA20UpperSigma,2.1819270574570298,0.9526661028636487,-3.9267731275461584,-3.0115160612050005,Standard_range,AboveSMA20UpperSigma,6.394675756423498,6.623881088466089,8.370598328563698,15.548937896706978,Above_upper_sigma,NearSMA20UpperTwoSigma,0.002932054610817273,0.2614908520344469,1.0420406732530785,1.3062563663225601,Standard_range,NearSMA20UpperTwoSigma,0.3043619222942056,0.0405774614184596,0.05510671327399995,0.09570653559777728,Standard_range,NearSMA20UpperSigma,0.18756617201668083,0.6430913194784454,-1.1652506521910213,-0.5296529585069824,Standard_range,NearSMA20LowerSigma,0.03609310000349732,-0.3609401793584736,0.6691874201599167,0.3058318745268736,Standard_range,NearSMA20UpperSigma
2021-06-14,0.5785098745803084,0.545457571991219,0.33167622797668644,0.8789429530678992,Standard_range,AboveSMA20UpperSigma,0.7333456819457731,-0.8113538348869888,2.331143613086525,1.5008759550980355,Standard_range,AboveSMA20UpperSigma,0.4693453995187596,0.7186826951837573,-0.10256365542010072,0.6153819325206044,Standard_range,NearSMA20UpperTwoSigma,-0.021481866129322194,0.5214985213736314,-0.30417852627600167,0.21573370858076418,Standard_range,NearSMA20UpperTwoSigma,0.08476909863966593,0.769893889944233,-0.20245045964164674,0.5658847765836412,Standard_range,AboveSMA20UpperSigma,1.1053534040645374,0.2917577899647913,1.6162070895838285,1.9126802896344437,Standard_range,NearSMA20UpperSigma,0.6901246626522356,-2.3274711572242675,3.9966282927935395,1.5761367647930378,Standard_range,NearSMA20UpperTwoSigma,0.1977811434703337,1.6175695187246468,-0.2184927741226089,1.3955424720872147,Standard_range,BelowSMA20UpperSigma,1.308981202889648,-3.1050185625384046,0.9526661028636487,-2.181932919007683,Standard_range,NearSMA20UpperSigma,-0.04299324498466126,5.288046131268062,6.623881088466089,12.262201107372578,Standard_range,NearSMA20UpperTwoSigma,0.1289422265848858,0.9582755904441451,0.2614908520344469,1.2222722454848824,Standard_range,NearSMA20UpperTwoSigma,-0.0840312207420497,-0.23760064204344689,0.0405774614184596,-0.19711959293384246,Standard_range,BelowSMA20UpperSigma,-0.18636765778713646,-1.03834715145414,0.6430913194784454,-0.4019333523727479,Standard_range,NearSMA20LowerSigma,0.19319691843038353,1.6633396986087536,-0.3609401793584736,1.2963958579587809,Standard_range,NearSMA20UpperSigma
2021-06-15,0.42741790844475996,-0.986359149691902,0.545457571991219,-0.4462817483697056,Standard_range,AboveSMA20UpperSigma,-0.8022625829503135,-2.0292605344032535,-0.8113538348869888,-2.8241498861245136,Standard_range,NearSMA20UpperSigma,0.17475280294429973,2.7231728505094153,0.7186826951837573,3.4614265177297256,Standard_range,NearSMA20UpperTwoSigma,0.13454089730257382,-0.25247431202126686,0.5214985213736314,0.2677075595483253,Standard_range,NearSMA20UpperTwoSigma,0.00367869353541889,-0.8379246386231917,0.769893889944233,-0.07448187927405585,Standard_range,NearSMA20UpperTwoSigma,-0.17952971850658364,-2.6265012016207963,0.2917577899647913,-2.3424064335152526,Standard_range,NearSMA20UpperSigma,0.09697934958196351,-3.0895031137505935,-2.3274711572242675,-5.34506697710077,Standard_range,NearSMA20UpperSigma,-0.18768543814499963,-1.0565857542138537,1.6175695187246468,0.543892755411443,Standard_range,NearSMA20UpperSigma,0.34558784359167033,-2.576185035468693,-3.1050185625384046,-5.601212574450458,Standard_range,NearSMA20UpperSigma,0.3470844941433337,0.6124933439451327,5.288046131268062,5.932928405791959,Standard_range,NearSMA20UpperTwoSigma,-0.10450084436894848,-0.6531014879743862,0.9582755904441451,0.29891559032967285,Standard_range,NearSMA20UpperTwoSigma,0.0609997037765039,-0.2584908981741039,-0.23760064204344689,-0.49547736418386523,Standard_range,BelowSMA20UpperSigma,0.026909165249368528,0.18833336822698774,-1.03834715145414,-0.8519693373913749,Standard_range,NearSMA20LowerSigma,0.06532684855543752,-0.005935509197366012,1.6633396986087536,1.6573054617305933,Standard_range,NearSMA20UpperSigma
2021-06-16,-0.18263425400563799,-0.49808938957433035,-0.986359149691902,-1.4795355889985213,Standard_range,NearSMA20UpperSigma,0.20873646541952445,-3.3397528213325236,-2.0292605344032535,-5.301241069785857,Standard_range,NearSMA20UpperSigma,0.0,-1.2475152282345132,2.7231728505094153,1.4416856262736488,Standard_range,NearSMA20UpperTwoSigma,0.17019507637228015,-0.2669927996402387,-0.25247431202126686,-0.5187930234274676,Standard_range,NearSMA20UpperSigma,0.12559963445107591,-0.5328609481450353,-0.8379246386231917,-1.3663206135941184,Standard_range,NearSMA20UpperSigma,-0.12974633526679663,0.7579900343509007,-2.6265012016207963,-1.8884197846302877,Standard_range,BelowSMA20UpperSigma,-0.9292264829765787,-1.4438807017865327,-3.0895031137505935,-4.488775076296587,Standard_range,BelowSMA20UpperSigma,0.18266809913903723,0.4777349670264785,-1.0565857542138537,-0.5838984667918752,Standard_range,BelowSMA20UpperSigma,-0.9351851447496997,-0.09674519969067776,-2.576185035468693,-2.6704378998024048,Standard_range,BelowSMA20UpperSigma,0.0,-4.0584416589722485,0.6124933439451327,-3.470806000056217,Standard_range,NearSMA20UpperTwoSigma,0.14023854819576617,-0.36521941340911634,-0.6531014879743862,-1.0159356479601562,Standard_range,NearSMA20UpperTwoSigma,0.0,-0.7716705594551571,-0.2584908981741039,-1.0281667594691801,Standard_range,AboveSMA20LowerSigma,-0.3222415176512201,-0.10741383921707337,0.18833336822698774,0.08071723290857494,Standard_range,BelowSMA20LowerSigma,-0.014844184994432071,-1.6837456355558649,-0.005935509197366012,-1.689581205876172,Standard_range,NearSMA20UpperSigma
2021-06-17,-0.53395577038998,1.3015163946687172,-0.49808938957433035,0.7969442900289716,Standard_range,NearSMA20UpperSigma,-0.9468433348843478,3.471761006811389,-3.3397528213325236,0.016059949303959452,Standard_range,AboveSMA20LowerSigma,-0.9474642943040429,4.995686971851194,-1.2475152282345132,3.6858497878879093,Standard_range,NearSMA20UpperSigma,-0.1380297302423401,0.5366096351608037,-0.2669927996402387,0.26818412643250994,Standard_range,NearSMA20UpperSigma,-0.06210023102620126,0.8039978640916634,-0.5328609481450353,0.2668527253049634,Standard_range,NearSMA20UpperSigma,0.20331909683843555,5.286341761582198,0.7579900343509007,6.084401739667622,Standard_range,NearSMA20UpperSigma,-0.638239666121594,1.5665711682822596,-1.4438807017865327,0.10007104771714763,Standard_range,BelowSMA20UpperSigma,-0.7901026772868632,5.055233891453062,0.4777349670264785,5.557119478443985,Standard_range,AboveSMA20LowerSigma,-0.48418211990538035,2.0981266240630565,-0.09674519969067776,1.9993515875801657,Standard_range,BelowSMA20UpperSigma,-1.649743653628076,8.502539258786857,-4.0584416589722485,4.099027004465534,Below_lower_sigma,NearSMA20UpperSigma,-0.30497889068906486,1.2697535111188114,-0.36521941340911634,0.8998967113846453,Standard_range,NearSMA20UpperSigma,-0.05869591539478925,-0.7638853722685875,-0.7716705594551571,-1.5296612531979636,Standard_range,NearSMA20LowerTwoSigma,0.510748986054513,-2.956995339403985,-0.10741383921707337,-3.0612329564015344,Standard_range,NearSMA20LowerSigma,-0.1782035646427831,1.6400940599211216,-1.6837456355558649,-0.07126658778767632,Standard_range,BelowSMA20UpperSigma
2021-06-18,-0.8400565462430416,0.23060351138143403,1.3015163946687172,1.5351212485574623,Standard_range,NearSMA20UpperSigma,-0.7866458039249309,1.4127423992357133,3.471761006811389,4.933550445790459,Standard_range,BelowSMA20UpperSigma,0.041015558582463904,1.4356071377085906,4.995686971851194,6.503012548305258,Standard_range,NearSMA20UpperTwoSigma,-0.5266166630217481,-0.6358193222924502,0.5366096351608037,-0.10262155487728193,Standard_range,NearSMA20UpperSigma,-0.30925794537134815,-1.3409399644728868,0.8039978640916634,-0.547723229054337,Standard_range,NearSMA20UpperSigma,-0.5310557122605869,-2.0276767523481816,5.286341761582198,3.151475086284741,Standard_range,NearSMA20UpperTwoSigma,-0.6283845088634239,-3.4989960949745256,1.5665711682822596,-1.9872391906954592,Standard_range,BelowSMA20UpperSigma,0.5790316919717138,2.442594455204867,5.055233891453062,7.621307209388199,Standard_range,AboveSMA20UpperTwoSigma,-2.0550099139317197,-6.765726988392911,2.0981266240630565,-4.809553883584747,Standard_range,BelowSMA20UpperSigma,-0.03898724768248317,4.210526080966616,8.502539258786857,13.071066972789119,Standard_range,NearSMA20UpperTwoSigma,-0.4951617169199886,-0.8996905913087885,1.2697535111188114,0.35863906693767406,Standard_range,NearSMA20UpperTwoSigma,-1.1258048367126599,-1.5368608472421972,-0.7638853722685875,-2.289006364306579,Below_lower_sigma,BelowSMA20LowerTwoSigma,-1.329638677354563,-2.7950110097873826,-2.956995339403985,-5.669358003896127,Standard_range,BelowSMA20LowerTwoSigma,-0.5883958660567565,-2.03560247978554,1.6400940599211216,-0.4288942152189882,Standard_range,NearSMA20UpperSigma
2021-06-21,0.0,1.8241588137814697,0.23060351138143403,2.0589688994406576,Standard_range,NearSMA20UpperSigma,-0.1741282235913881,0.6807033681175005,1.4127423992357133,2.1030623524476355,Standard_range,NearSMA20UpperSigma,-1.4152891457135124,-4.1245519440506975,1.4356071377085906,-2.748157168449397,Standard_range,NearSMA20UpperTwoSigma,0.13737436190576183,0.7067911406125899,-0.6358193222924502,0.06647790367987363,Standard_range,NearSMA20UpperSigma,0.32428500126988247,1.4166075426853801,-1.3409399644728868,0.05667172153288784,Standard_range,BelowSMA20UpperSigma,-0.3285163591171482,0.624174189801362,-2.0276767523481816,-1.4161587974875793,Standard_range,NearSMA20UpperSigma,-0.7991725883768314,0.22199426750981055,-3.4989960949745256,-3.2847693982159503,Standard_range,AboveSMA20LowerSigma,0.38981685983198083,1.169440666041392,2.442594455204867,3.6405998141118965,Standard_range,AboveSMA20UpperTwoSigma,0.10173172898729488,2.44150328566514,-6.765726988392911,-4.489409149448518,Standard_range,NearSMA20LowerSigma,1.9640839039324207,3.5540620247237484,4.210526080966616,7.914232814175088,Standard_range,NearSMA20UpperTwoSigma,0.05755955450182076,0.6215006847391333,-0.8996905913087885,-0.28378148975517276,Standard_range,NearSMA20UpperSigma,0.6907791835576095,1.747959957226262,-1.5368608472421972,0.18423539777598313,Standard_range,NearSMA20LowerTwoSigma,0.994554412884694,2.3339326774947424,-2.7950110097873826,-0.5263120075896432,Standard_range,NearSMA20LowerTwoSigma,0.43377803188006553,0.7977931364425295,-2.03560247978554,-1.2540492402119934,Standard_range,BelowSMA20UpperSigma
2021-06-22,-0.06455925777663235,2.937378505030228,1.8241588137814697,4.815119767705329,Standard_range,NearSMA20UpperTwoSigma,0.031447261389191995,-1.0534562657543591,0.6807033681175005,-0.37992380991949337,Standard_range,NearSMA20UpperSigma,0.29523280272946345,2.853938545026247,-4.1245519440506975,-1.3883255767653426,Standard_range,NearSMA20UpperSigma,-0.003957836874181524,0.43058369212894365,0.7067911406125899,1.1404181601304235,Standard_range,NearSMA20UpperSigma,-0.0513083632632119,0.4252481240379682,1.4166075426853801,1.8478797637235984,Standard_range,NearSMA20UpperSigma,-0.6366297752759662,5.288935304015377,0.624174189801362,5.946121662899695,Standard_range,NearSMA20UpperSigma,0.2362611190649688,5.862376180066326,0.22199426750981055,6.097384586635744,Standard_range,AboveSMA20LowerSigma,0.15412631086735024,2.144873048874963,1.169440666041392,3.339396732584861,Standard_range,NearSMA20UpperTwoSigma,-0.8606366415510325,4.336317156541493,2.44150328566514,6.883691768060454,Standard_range,NearSMA20LowerSigma,1.5715298451822772,5.130058022537033,3.5540620247237484,8.866445491286063,Standard_range,NearSMA20UpperTwoSigma,-0.060980213732946195,0.9321704347789098,0.6215006847391333,1.5594645651531296,Standard_range,AboveSMA20UpperSigma,-0.014755237366098248,0.197772427577953,1.747959957226262,1.949189367644712,Standard_range,NearSMA20LowerSigma,0.22278427010478785,0.1670882025785909,2.3339326774947424,2.504920606233554,Standard_range,NearSMA20LowerTwoSigma,0.12037493941991348,2.0283457404840477,0.7977931364425295,2.8423208800274833,Standard_range,BelowSMA20UpperSigma
2021-06-23,0.20382732926207875,4.248979517623196,2.937378505030228,7.311166633687225,Standard_range,NearSMA20UpperTwoSigma,0.42904887407328557,5.43460694797427,-1.0534562657543591,4.323899474807354,Standard_range,NearSMA20UpperSigma,0.46472979889517696,2.2279895733003743,2.853938545026247,5.145513571538206,Standard_range,NearSMA20UpperTwoSigma,-0.3539380182181528,-0.42362410115766364,0.43058369212894365,0.005135534675767246,Standard_range,NearSMA20UpperSigma,-0.19373704947903544,-0.16635541343626062,0.4252481240379682,0.25818528732683427,Standard_range,NearSMA20UpperSigma,0.6945706153100776,1.3798440149588178,5.288935304015377,6.741758376221695,Standard_range,AboveSMA20UpperTwoSigma,0.836934654328524,3.2082512819595954,5.862376180066326,9.258707220976193,Standard_range,NearSMA20UpperSigma,-0.15088032067056556,1.5528739209198328,2.144873048874963,3.7310541440076133,Standard_range,NearSMA20UpperTwoSigma,-0.15863307006033842,3.870562192211603,4.336317156541493,8.374719201148578,Standard_range,BelowSMA20UpperSigma,1.323024824174903,-5.20618995579736,5.130058022537033,-0.3432124987562268,Standard_range,NearSMA20UpperTwoSigma,-0.017262006884783743,0.04890609275088781,0.9321704347789098,0.9815324156672269,Standard_range,NearSMA20UpperTwoSigma,0.04123851106948802,-0.19738206028572258,0.197772427577953,0.0,Standard_range,NearSMA20LowerSigma,0.0833994391960396,0.1946057616031697,0.1670882025785909,0.3620191274509377,Standard_range,BelowSMA20LowerSigma,0.0943890880957321,0.460135552668094,2.0283457404840477,2.4978144330351375,Standard_range,NearSMA20UpperTwoSigma
