Date,%Gap_XOM,%Gain_XOM,%YesterdaysGain_XOM,%2DaysGain_XOM,NearSigmaFlag_XOM,NearBollingerBandsFlag_XOM,%Gap_CVX,%Gain_CVX,%YesterdaysGain_CVX,%2DaysGain_CVX,NearSigmaFlag_CVX,NearBollingerBandsFlag_CVX,%Gap_XOP,%Gain_XOP,%YesterdaysGain_XOP,%2DaysGain_XOP,NearSigmaFlag_XOP,NearBollingerBandsFlag_XOP,%Gap_XLE,%Gain_XLE,%YesterdaysGain_XLE,%2DaysGain_XLE,NearSigmaFlag_XLE,NearBollingerBandsFlag_XLE,%Gap_XLF,%Gain_XLF,%YesterdaysGain_XLF,%2DaysGain_XLF,NearSigmaFlag_XLF,NearBollingerBandsFlag_XLF,%Gap_DIA,%Gain_DIA,%YesterdaysGain_DIA,%2DaysGain_DIA,NearSigmaFlag_DIA,NearBollingerBandsFlag_DIA,%Gap_SPY,%Gain_SPY,%YesterdaysGain_SPY,%2DaysGain_SPY,NearSigmaFlag_SPY,NearBollingerBandsFlag_SPY
2019-01-30,0.3635778199819289,1.0907547979245402,0.3790065701254791,1.4738954003981122,Standard_range,BelowSMA20UpperSigma,0.625947363659808,1.0551732861083878,-0.3031080890084053,0.7488668815167321,Standard_range,BelowSMA20UpperSigma,0.8626417854909754,2.8201738509711283,0.4666646321614702,3.299999237060547,Standard_range,BelowSMA20UpperSigma,0.6240988624950318,1.4082208829915968,0.3049798454784295,1.717495518342969,Standard_range,NearSMA20UpperSigma,0.3097170884334248,0.5807186177829274,-0.3472228098880563,0.23147942039266214,Standard_range,NearSMA20UpperSigma,1.0988551033602336,1.819212014071297,0.24887825179978296,2.072617888928232,Standard_range,AboveSMA20UpperSigma,0.641586279150624,1.5830768961627284,-0.13269869978646026,1.44827747391844,Standard_range,NearSMA20UpperSigma
2019-01-31,0.0,1.3694810502580685,1.0907547979245402,2.475173528444966,Standard_range,NearSMA20UpperSigma,0.6990539780496515,1.4511984414188832,1.0551732861083878,2.521684385809544,Standard_range,NearSMA20UpperSigma,0.3226859703397746,-1.4520776344445379,2.8201738509711283,1.3271451027841856,Standard_range,NearSMA20UpperSigma,0.15780699148480334,0.6469936157846834,1.4082208829915968,2.0643255979853827,Standard_range,NearSMA20UpperSigma,-0.8468026067391968,-0.15396077322358517,0.5807186177829274,0.4258637656851504,Standard_range,NearSMA20UpperSigma,-0.4916443215077816,-0.02398175727485265,1.819212014071297,1.7947939777869146,Standard_range,NearSMA20UpperSigma,-0.026151734117725686,0.8782443461558946,1.5830768961627284,2.4752245256544723,Standard_range,NearSMA20UpperSigma
2019-02-01,2.2379904707528073,3.602619314445584,1.3694810502580685,5.021437553527922,Above_upper_sigma,AboveSMA20UpperTwoSigma,1.7444395755621147,3.244658675266966,1.4511984414188832,4.7429435528106865,Above_upper_sigma,AboveSMA20UpperTwoSigma,0.5893856988577526,0.5239025625921238,-1.4520776344445379,-0.9357825437900961,Standard_range,BelowSMA20UpperSigma,1.081847686755082,1.7403584691065626,0.6469936157846834,2.398612093078133,Standard_range,NearSMA20UpperTwoSigma,0.15419817793062382,0.4240505040025277,-0.15396077322358517,0.26943685934412165,Standard_range,NearSMA20UpperSigma,0.2198956750739269,0.1439311599949715,-0.02398175727485265,0.119914885498686,Standard_range,NearSMA20UpperTwoSigma,0.08150306622924011,0.048162444463366774,0.8782443461558946,0.9268297745647315,Standard_range,NearSMA20UpperTwoSigma
2019-02-04,-0.21074293542368566,-1.448891597274883,3.602619314445584,2.101529668641897,Standard_range,AboveSMA20UpperTwoSigma,-0.734985829513438,1.1573836997541427,3.244658675266966,4.439595525641308,Standard_range,AboveSMA20UpperTwoSigma,-0.9120543312282801,0.5863139848662258,0.5239025625921238,1.1132882614498998,Standard_range,BelowSMA20UpperSigma,-0.6780743497378446,0.2311627789949328,1.7403584691065626,1.9755443091031555,Standard_range,NearSMA20UpperTwoSigma,0.03838859568029819,0.4222672306073159,0.4240505040025277,0.8481083609294714,Standard_range,NearSMA20UpperSigma,-0.019962892291077474,0.7345942303038038,0.1439311599949715,0.8795827002957076,Standard_range,NearSMA20UpperTwoSigma,0.018509884255612945,0.7035451061470882,0.048162444463366774,0.7520463951314779,Standard_range,NearSMA20UpperTwoSigma
2019-02-05,0.4811555891739278,1.0291321120115855,-1.448891597274883,-0.4346704939590911,Standard_range,NearSMA20UpperTwoSigma,-0.10021306107253511,-0.21713254674659674,1.1573836997541427,0.9377380963046398,Standard_range,AboveSMA20UpperTwoSigma,-0.3238292643742666,-1.3601039109727706,0.5863139848662258,-0.7817644055452908,Standard_range,NearSMA20UpperSigma,-0.07688045980004747,0.15374918928886513,0.2311627789949328,0.38526737918244025,Standard_range,NearSMA20UpperTwoSigma,0.1911285831505579,-0.2675829328460165,0.4222672306073159,0.15355438272119276,Standard_range,NearSMA20UpperSigma,0.41217234303441536,0.6499680334667711,0.7345942303038038,1.389336891443241,Standard_range,NearSMA20UpperTwoSigma,0.17650058884025682,0.4191846904899633,0.7035451061470882,1.1256789500127116,Standard_range,NearSMA20UpperTwoSigma
2019-02-06,-0.013221996719329913,-0.43655803366502044,1.0291321120115855,0.5880813194345519,Standard_range,NearSMA20UpperTwoSigma,-0.4017436754664591,-0.5021811907078592,-0.21713254674659674,-0.7182233386457896,Standard_range,NearSMA20UpperTwoSigma,-0.6565950807686403,-1.1818736501093436,-1.3601039109727706,-2.5259028513442208,Standard_range,AboveSMA20LowerSigma,-0.47589432222655575,-0.7368678723312052,0.15374918928886513,-0.5842516114221794,Standard_range,NearSMA20UpperTwoSigma,-0.30663059884311983,-0.11498921605997774,-0.2675829328460165,-0.3822644573892042,Standard_range,NearSMA20UpperSigma,-0.1299424406719659,-0.035443217160213016,0.6499680334667711,0.6142944467249846,Standard_range,NearSMA20UpperTwoSigma,-0.11351063773914702,-0.13182565400755242,0.4191846904899633,0.28680644352267304,Standard_range,NearSMA20UpperTwoSigma
2019-02-07,-0.4119122763604647,-1.8602202914112254,-0.43655803366502044,-2.288657383950223,Standard_range,NearSMA20UpperTwoSigma,-0.7318263267897729,-0.546764730401836,-0.5021811907078592,-1.0462001714761926,Standard_range,AboveSMA20UpperSigma,-0.897011476218753,-4.318940624364536,-1.1818736501093436,-5.449769853270647,Standard_range,NearSMA20LowerTwoSigma,-0.6186228011510403,-2.211574449246476,-0.7368678723312052,-2.9321459399884984,Standard_range,NearSMA20UpperSigma,-0.3069835968746123,-0.9976985196090594,-0.11498921605997774,-1.1115404899626968,Standard_range,NearSMA20UpperSigma,-0.57903700672643,-0.7759882060082506,-0.035443217160213016,-0.8111563879834703,Standard_range,NearSMA20UpperSigma,-0.6599647493651215,-0.9532799292480909,-0.13182565400755242,-1.0838489157543894,Standard_range,NearSMA20UpperSigma
2019-02-08,-0.1353888011537307,0.16247366810448874,-1.8602202914112254,-1.7007689914490163,Standard_range,NearSMA20UpperSigma,-0.41445105239890895,-0.5497771356028649,-0.546764730401836,-1.0935358785314109,Standard_range,NearSMA20UpperSigma,0.0,-1.5277730498783846,-4.318940624364536,-5.780730063343629,Standard_range,BelowSMA20LowerTwoSigma,-0.26885682457068066,-0.4586445004378598,-2.211574449246476,-2.660075685099778,Standard_range,BelowSMA20UpperSigma,-0.5426333092573686,-0.5038727310497884,-0.9976985196090594,-1.4965441198804503,Standard_range,BelowSMA20UpperSigma,-0.5518060434013405,-0.23024477424322315,-0.7759882060082506,-1.0044463079583958,Standard_range,NearSMA20UpperSigma,-0.5145534067755482,0.12215390329902524,-0.9532799292480909,-0.8322904945920084,Standard_range,NearSMA20UpperSigma
2019-02-11,-0.13517991210830646,0.16219939408296033,0.16247366810448874,0.3249365934926589,Standard_range,NearSMA20UpperSigma,-0.5528163937374738,-0.5358095534967731,-0.5497771356028649,-1.082640930684137,Standard_range,NearSMA20UpperSigma,-0.8462615160542671,1.6219995577318767,-1.5277730498783846,0.0694460357413178,Standard_range,BelowSMA20LowerTwoSigma,-0.47664322149068694,0.476649282338102,-0.4586445004378598,0.01581865618042197,Standard_range,AboveSMA20LowerSigma,0.31164753980633614,0.31164753980633614,-0.5038727310497884,-0.193795498213524,Standard_range,BelowSMA20UpperSigma,0.3183144077887579,-0.15120359372036368,-0.23024477424322315,-0.38110022959057777,Standard_range,NearSMA20UpperSigma,0.26990460421983625,0.055456758903912676,0.12215390329902524,0.17767840479858218,Standard_range,NearSMA20UpperSigma
2019-02-12,1.3225416695195387,1.7543901194705551,0.16219939408296033,1.9194351236971479,Standard_range,NearSMA20UpperSigma,1.1799956552570168,1.5134709864458247,-0.5358095534967731,0.9695521108142733,Standard_range,NearSMA20UpperSigma,2.047190002898746,1.21443575702946,1.6219995577318767,2.8561334573692925,Standard_range,NearSMA20LowerSigma,1.3440775408980596,1.2650208978930917,0.476649282338102,1.7476998932624281,Standard_range,NearSMA20UpperSigma,0.7378661516800668,1.475724896180977,0.31164753980633614,1.7919714963205706,Standard_range,BelowSMA20UpperSigma,0.7093324149116079,1.4306193922704207,-0.15120359372036368,1.2772526506164836,Standard_range,NearSMA20UpperSigma,0.6651460878814246,1.285940081707992,0.055456758903912676,1.3421099813026662,Standard_range,NearSMA20UpperSigma
2019-02-13,0.23872719036219284,1.1273189083813957,1.7543901194705551,2.9014865993955175,Standard_range,NearSMA20UpperTwoSigma,0.3706219987214081,-0.28638942249236804,1.5134709864458247,1.222747143135785,Standard_range,NearSMA20UpperSigma,0.6513559600982807,2.1597502883745165,1.21443575702946,3.4004148251685433,Standard_range,NearSMA20LowerSigma,0.40599958231329103,1.2492120720274877,1.2650208978930917,2.5300357636907305,Standard_range,NearSMA20UpperSigma,0.4592454767988513,0.26789745281720806,1.475724896180977,1.7475757784056432,Standard_range,AboveSMA20UpperSigma,0.3928809982304288,0.4989605463213627,1.4306193922704207,1.9367181649272351,Standard_range,NearSMA20UpperTwoSigma,0.3392895494610213,0.32469321818375546,1.285940081707992,1.61480866012696,Standard_range,NearSMA20UpperTwoSigma
