Date,%Gap_AEM,%Gain_AEM,%YesterdaysGain_AEM,%2DaysGain_AEM,NearSigmaFlag_AEM,NearBollingerBandsFlag_AEM,%Gap_AU,%Gain_AU,%YesterdaysGain_AU,%2DaysGain_AU,NearSigmaFlag_AU,NearBollingerBandsFlag_AU,%Gap_EQX,%Gain_EQX,%YesterdaysGain_EQX,%2DaysGain_EQX,NearSigmaFlag_EQX,NearBollingerBandsFlag_EQX,%Gap_HL,%Gain_HL,%YesterdaysGain_HL,%2DaysGain_HL,NearSigmaFlag_HL,NearBollingerBandsFlag_HL,%Gap_KGC,%Gain_KGC,%YesterdaysGain_KGC,%2DaysGain_KGC,NearSigmaFlag_KGC,NearBollingerBandsFlag_KGC,%Gap_PVG,%Gain_PVG,%YesterdaysGain_PVG,%2DaysGain_PVG,NearSigmaFlag_PVG,NearBollingerBandsFlag_PVG,%Gap_SSRM,%Gain_SSRM,%YesterdaysGain_SSRM,%2DaysGain_SSRM,NearSigmaFlag_SSRM,NearBollingerBandsFlag_SSRM,%Gap_WPM,%Gain_WPM,%YesterdaysGain_WPM,%2DaysGain_WPM,NearSigmaFlag_WPM,NearBollingerBandsFlag_WPM,%Gap_GDX,%Gain_GDX,%YesterdaysGain_GDX,%2DaysGain_GDX,NearSigmaFlag_GDX,NearBollingerBandsFlag_GDX,%Gap_GLD,%Gain_GLD,%YesterdaysGain_GLD,%2DaysGain_GLD,NearSigmaFlag_GLD,NearBollingerBandsFlag_GLD
2019-01-31,1.119140939769229,1.6087723274082935,1.1318074604181307,2.7587879930491734,Standard_range,AboveSMA20UpperTwoSigma,1.5184384620784344,3.3261029695197832,1.6164604891880017,4.9963285990397805,Standard_range,NearSMA20UpperTwoSigma,2.0656146506631687,1.944116767750742,-0.8433812878302773,1.0843391628876844,Standard_range,NearSMA20UpperTwoSigma,2.3255884873024546,4.651167733574438,-0.3861000306814344,4.247109542846628,Standard_range,BelowSMA20UpperSigma,0.30030002079181894,0.9009000623754567,2.1472372223182314,3.0674817461689026,Standard_range,NearSMA20UpperTwoSigma,0.26041642413474075,2.34375402602997,1.7218494611866562,4.105959403285364,Standard_range,BelowSMA20UpperSigma,0.7331336164105252,0.5865096898272248,2.4024073260517915,3.00300736763543,Standard_range,AboveSMA20UpperTwoSigma,1.3209322082216242,3.1311123920082666,1.4895787164887937,4.667331492277758,Standard_range,AboveSMA20UpperTwoSigma,1.0820548594048454,2.299369801013148,0.9558534291516491,3.2772018352566588,Standard_range,NearSMA20UpperTwoSigma,0.39297285602332316,0.04811737703025388,0.5726722578225638,0.6210651897222619,Standard_range,AboveSMA20UpperTwoSigma
2019-02-01,-0.390091731298268,-0.7113385962965051,1.6087723274082935,0.8859899126203956,Standard_range,NearSMA20UpperTwoSigma,-0.8397472769728619,0.06998060817726677,3.3261029695197832,3.398411204783722,Standard_range,NearSMA20UpperTwoSigma,-0.4767575711109669,0.11918086767991054,1.944116767750742,2.0656146506631687,Standard_range,AboveSMA20UpperSigma,0.0,-2.222220063700145,4.651167733574438,2.3255884873024546,Standard_range,NearSMA20UpperSigma,-0.2976187730795046,0.2976187730795046,0.9009000623754567,1.2012000831672758,Standard_range,NearSMA20UpperTwoSigma,-0.8905874105892428,-0.8905874105892428,2.34375402602997,1.4322934371497258,Standard_range,BelowSMA20UpperSigma,0.0,0.36443286998340035,0.5865096898272248,0.9530799939059933,Standard_range,NearSMA20UpperTwoSigma,-0.37950628081400123,0.09487883223938441,3.1311123920082666,3.2289619871212913,Standard_range,AboveSMA20UpperTwoSigma,-0.7051557675018567,-0.5288710286863042,2.299369801013148,1.758338071606923,Standard_range,NearSMA20UpperTwoSigma,0.11222395963802605,-0.2004008016032064,0.04811737703025388,-0.15237985218223157,Standard_range,NearSMA20UpperTwoSigma
2019-02-04,-1.2942023743162174,0.6702124161297777,-0.7113385962965051,-0.04589365975982989,Standard_range,NearSMA20UpperTwoSigma,-8.321681945351528,-4.825178495484753,0.06998060817726677,-4.758574576564264,Below_lower_sigma,BelowSMA20UpperSigma,-0.7142793888945529,-0.5952290396567317,0.11918086767991054,-0.4767575711109669,Standard_range,AboveSMA20UpperSigma,-0.7575840359983141,-1.1363715384942585,-2.222220063700145,-3.3333389258678063,Standard_range,BelowSMA20UpperSigma,-1.4836781606593201,-0.8902068963955921,0.2976187730795046,-0.5952375461590091,Standard_range,AboveSMA20UpperSigma,-2.0539133272864585,-1.412068473081716,-0.8905874105892428,-2.290080179620793,Standard_range,BelowSMA20UpperSigma,-1.3798150162768592,0.7262122329054057,0.36443286998340035,1.0932916589713537,Standard_range,NearSMA20UpperTwoSigma,-1.8957327549697958,0.5687153067075135,0.09487883223938441,0.6641337293886687,Standard_range,NearSMA20UpperTwoSigma,-1.6836471683858438,-0.35445248022932124,-0.5288710286863042,-0.8814489124372324,Below_lower_sigma,AboveSMA20UpperSigma,-0.409640270064645,-0.43373567512236444,-0.2004008016032064,-0.6332672669557866,Standard_range,NearSMA20UpperSigma
2019-02-05,0.04591473171058078,0.390262083530483,0.6702124161297777,1.0630900845995286,Standard_range,NearSMA20UpperTwoSigma,-0.7347496716970827,0.29390127011062084,-4.825178495484753,-4.545458486257465,Standard_range,NearSMA20UpperSigma,0.11975179342158912,-1.796413956309155,-0.5952290396567317,-2.3809502184254883,Standard_range,AboveSMA20UpperSigma,1.532574784649112,3.44828184694568,-1.1363715384942585,2.2727250149756664,Standard_range,BelowSMA20UpperSigma,0.0,2.994016335956057,-0.8902068963955921,2.077156499658573,Standard_range,NearSMA20UpperTwoSigma,-0.3906215317934597,1.953126285419207,-1.412068473081716,0.5134783318216146,Standard_range,BelowSMA20UpperSigma,-0.7209764139906429,0.7209832897968742,0.7262122329054057,1.452431391549989,Standard_range,NearSMA20UpperTwoSigma,-0.5183727924708446,1.0367635618379782,0.5687153067075135,1.6113751016160305,Standard_range,NearSMA20UpperTwoSigma,0.0,0.5335742127819001,-0.35445248022932124,0.17723046552150934,Standard_range,NearSMA20UpperTwoSigma,0.2662163871345364,0.2581475453272266,-0.43373567512236444,-0.1767078077936747,Standard_range,AboveSMA20UpperSigma
2019-02-06,-1.143379842748634,-1.7150697641229506,0.390262083530483,-1.3315009475879354,Standard_range,NearSMA20UpperSigma,-2.1245419044506213,-0.9523748307664577,0.29390127011062084,-0.6612726023796732,Standard_range,BelowSMA20UpperSigma,0.0,0.0,-1.796413956309155,-1.796413956309155,Standard_range,BelowSMA20UpperSigma,-1.1111100318500724,-2.9629689152511154,3.44828184694568,0.38314141245931693,Standard_range,BelowSMA20UpperSigma,-1.1627895694091097,-1.7441843541136839,2.994016335956057,1.1976108173510196,Standard_range,NearSMA20UpperTwoSigma,-1.4048548478444889,-1.915710048901691,1.953126285419207,0.0,Standard_range,NearSMA20UpperSigma,-1.0737334956149627,-1.0737334956149627,0.7209832897968742,-0.36049164489842433,Standard_range,NearSMA20UpperTwoSigma,-1.1660447470739235,-1.819035854861804,1.0367635618379782,-0.8011313939438007,Standard_range,NearSMA20UpperTwoSigma,-1.1057054102225112,-1.7249061763338285,0.5335742127819001,-1.2005356181035276,Standard_range,NearSMA20UpperSigma,-0.09655223556977482,-0.675890204490869,0.2581475453272266,-0.4194874531356428,Standard_range,NearSMA20UpperSigma
2019-02-07,-0.06979706751135556,-0.3024687517446104,-1.7150697641229506,-2.012350965760469,Standard_range,NearSMA20UpperSigma,0.07395913364616483,0.5177492045425368,-0.9523748307664577,-0.43955653933447747,Standard_range,NearSMA20UpperSigma,1.3414708891489653,-0.4878044241882981,0.0,-0.4878044241882981,Standard_range,NearSMA20UpperSigma,0.0,-1.908395209933938,-2.9629689152511154,-4.81481896833457,Standard_range,BelowSMA20UpperSigma,0.0,-1.4792955337853222,-1.7441843541136839,-3.19767824664762,Standard_range,AboveSMA20UpperSigma,0.26041642413474075,-1.8229149689431856,-1.915710048901691,-3.703703252601899,Standard_range,NearSMA20UpperSigma,-0.2894353309429497,-0.5788706618858865,-1.0737334956149627,-1.6463886293078926,Standard_range,NearSMA20UpperSigma,0.0,-0.1425120208273417,-1.819035854861804,-1.9589555309328082,Standard_range,NearSMA20UpperSigma,-0.04500553191206503,-0.8550793545470065,-1.7249061763338285,-2.565236214281698,Standard_range,NearSMA20UpperSigma,0.2916401516780959,0.24302933929840229,-0.675890204490869,-0.4345034766908235,Standard_range,NearSMA20UpperSigma
2019-02-08,0.07001772476670579,1.1668611850755863,-0.3024687517446104,0.8608630428698855,Standard_range,NearSMA20UpperSigma,-0.6622527709887644,-0.6622527709887644,0.5177492045425368,-0.14793237490008287,Standard_range,NearSMA20UpperSigma,0.9803912402207475,5.39216350839958,-0.4878044241882981,4.878055872057842,Standard_range,NearSMA20UpperSigma,0.3891046973934726,2.33463746134859,-1.908395209933938,0.3816881419329523,Standard_range,BelowSMA20UpperSigma,0.0,2.1021073052599997,-1.4792955337853222,0.5917153919925914,Standard_range,NearSMA20UpperSigma,0.1326290309340835,2.122013902143149,-1.8229149689431856,0.26041642413474075,Standard_range,NearSMA20UpperSigma,0.07278187080364205,1.9650688665309866,-0.5788706618858865,1.3748229974908988,Standard_range,NearSMA20UpperSigma,0.09514965427265139,1.6175078267532057,-0.1425120208273417,1.4726906628349177,Standard_range,NearSMA20UpperSigma,0.18156607776666192,1.4071695700413807,-0.8550793545470065,0.5400577990174826,Standard_range,NearSMA20UpperSigma,0.250529491951001,0.37982966608790714,0.24302933929840229,0.6237821029142623,Standard_range,NearSMA20UpperSigma
2019-02-11,-1.1995309374158911,-1.8454423649821354,1.1668611850755863,-0.7001149305564665,Standard_range,NearSMA20UpperSigma,-2.8148156625253185,-1.8518518518518516,-0.6622527709887644,-2.5018406826371207,Below_lower_sigma,AboveSMA20LowerSigma,-0.8139609929479115,-2.674424252424717,5.39216350839958,2.573529927375829,Standard_range,NearSMA20UpperTwoSigma,-2.6616033694073624,-1.901147853960921,2.33463746134859,0.3891046973934726,Below_lower_sigma,BelowSMA20UpperSigma,-0.5882347166332286,-2.0588285205272205,2.1021073052599997,0.0,Standard_range,NearSMA20UpperSigma,-0.9090869682878511,-0.5194800369332062,2.122013902143149,1.5915104266073616,Standard_range,NearSMA20UpperSigma,-1.0706678783299468,-1.1420402912076004,1.9650688665309866,0.800586697117626,Standard_range,NearSMA20UpperSigma,-1.029968232287878,-1.310864600396186,1.6175078267532057,0.2854398888474745,Standard_range,NearSMA20UpperSigma,-1.029541363766232,-1.1638327086211804,1.4071695700413807,0.22695976169829465,Standard_range,NearSMA20UpperSigma,-0.8211872237216119,-0.49110427087010416,0.37982966608790714,-0.11313996449438636,Below_lower_sigma,BelowSMA20UpperSigma
2019-02-12,0.37602785024905805,-1.2690973565447432,-1.8454423649821354,-3.0911192612563334,Standard_range,NearSMA20UpperSigma,0.7547198601488931,1.4339590972324587,-1.8518518518518516,-0.4444475527162905,Standard_range,BelowSMA20UpperSigma,0.3584197536603377,-0.11947704920629114,-2.674424252424717,-2.7907059784509536,Standard_range,NearSMA20UpperSigma,0.0,-1.550386164181305,-1.901147853960921,-3.422058884853786,Standard_range,BelowSMA20UpperSigma,0.6006000415836379,-3.303300228710021,-2.0588285205272205,-5.2941194620099195,Standard_range,NearSMA20UpperSigma,1.0443854477762455,-3.2637076368149174,-0.5194800369332062,-3.7662333641110055,Standard_range,NearSMA20UpperSigma,0.8664251426276579,-2.3826708636598437,-1.1420402912076004,-3.4975000935975853,Standard_range,NearSMA20UpperSigma,0.6641337293886687,-0.2371880324549499,-1.310864600396186,-1.5449434188973075,Standard_range,NearSMA20UpperSigma,0.6793461007634826,-0.13587267549441526,-1.1638327086211804,-1.298124053476113,Standard_range,NearSMA20UpperSigma,0.291262633329998,0.21035771799374822,-0.49110427087010416,-0.2817796286135281,Standard_range,NearSMA20UpperSigma
2019-02-13,-0.45227001737725886,-0.9283489769827824,-1.2690973565447432,-2.1856646812011267,Standard_range,BelowSMA20UpperSigma,-0.8928563192385006,-0.07439937142643968,1.4339590972324587,1.358492869251166,Standard_range,BelowSMA20UpperSigma,1.0765568933487488,-3.7081277353257067,-0.11947704920629114,-3.8231744229330302,Standard_range,NearSMA20UpperSigma,1.18110125355608,0.393700417852015,-1.550386164181305,-1.1627896231359918,Standard_range,BelowSMA20UpperSigma,0.0,-0.3105587072796533,-3.303300228710021,-3.603600249501827,Standard_range,AboveSMA20LowerSigma,-0.13494942308494212,0.0,-3.2637076368149174,-3.2637076368149174,Standard_range,BelowSMA20UpperSigma,-0.443790070896372,0.07395913364616483,-2.3826708636598437,-2.3104739327420813,Standard_range,BelowSMA20UpperSigma,0.14264754311646247,-0.7132739942046715,-0.2371880324549499,-0.9487702261067545,Standard_range,NearSMA20UpperSigma,-0.2267539174174239,-0.5895653753497887,-0.13587267549441526,-0.7246369925949275,Standard_range,BelowSMA20UpperSigma,-0.01615071238685724,-0.3956062177901892,0.21035771799374822,-0.18608068800842575,Standard_range,BelowSMA20UpperSigma
