Date,%Gap_BRX,%Gain_BRX,%YesterdaysGain_BRX,%2DaysGain_BRX,NearSigmaFlag_BRX,NearBollingerBandsFlag_BRX,%Gap_KIM,%Gain_KIM,%YesterdaysGain_KIM,%2DaysGain_KIM,NearSigmaFlag_KIM,NearBollingerBandsFlag_KIM,%Gap_MAC,%Gain_MAC,%YesterdaysGain_MAC,%2DaysGain_MAC,NearSigmaFlag_MAC,NearBollingerBandsFlag_MAC,%Gap_O,%Gain_O,%YesterdaysGain_O,%2DaysGain_O,NearSigmaFlag_O,NearBollingerBandsFlag_O,%Gap_RPAI,%Gain_RPAI,%YesterdaysGain_RPAI,%2DaysGain_RPAI,NearSigmaFlag_RPAI,NearBollingerBandsFlag_RPAI,%Gap_SITC,%Gain_SITC,%YesterdaysGain_SITC,%2DaysGain_SITC,NearSigmaFlag_SITC,NearBollingerBandsFlag_SITC,%Gap_SPG,%Gain_SPG,%YesterdaysGain_SPG,%2DaysGain_SPG,NearSigmaFlag_SPG,NearBollingerBandsFlag_SPG,%Gap_IYR,%Gain_IYR,%YesterdaysGain_IYR,%2DaysGain_IYR,NearSigmaFlag_IYR,NearBollingerBandsFlag_IYR,%Gap_TLT,%Gain_TLT,%YesterdaysGain_TLT,%2DaysGain_TLT,NearSigmaFlag_TLT,NearBollingerBandsFlag_TLT,%Gap_SPY,%Gain_SPY,%YesterdaysGain_SPY,%2DaysGain_SPY,NearSigmaFlag_SPY,NearBollingerBandsFlag_SPY,%Gap_VNQ,%Gain_VNQ,%YesterdaysGain_VNQ,%2DaysGain_VNQ,NearSigmaFlag_VNQ,NearBollingerBandsFlag_VNQ
2019-01-30,0.5920685913761188,0.8881085334487304,0.7756513066305287,1.6706484655232514,Standard_range,NearSMA20UpperTwoSigma,0.05800596876218714,0.5800486241145737,1.29259287566082,1.8801391669660674,Standard_range,NearSMA20UpperTwoSigma,0.12948073606699115,0.21579299480322112,-0.344085693359375,-0.1290352113785435,Standard_range,NearSMA20UpperSigma,-0.2549462629983177,0.9957999199302613,1.045616705172045,2.051828875415187,Standard_range,NearSMA20UpperTwoSigma,0.4016079638624071,1.6064241954148266,1.8821566056499817,3.5188162201735684,Standard_range,NearSMA20UpperTwoSigma,0.22709865923209796,0.22709865923209796,0.685976778757079,0.9146332820563776,Standard_range,NearSMA20UpperTwoSigma,0.01674039051771829,1.143974936757342,0.3921551530768557,1.5406162464985995,Standard_range,NearSMA20UpperTwoSigma,0.10973417577281108,0.7924915294834437,0.7988126761021624,1.597634728380156,Standard_range,NearSMA20UpperTwoSigma,-0.148736002453107,-0.07436484910510957,0.5065965969644629,0.4318550180644491,Standard_range,AboveSMA20LowerSigma,0.641586279150624,1.5830768961627284,-0.13269869978646026,1.44827747391844,Standard_range,NearSMA20UpperSigma,0.0366330193191662,0.8059636915723373,0.7876915564903846,1.6000037560096154,Standard_range,NearSMA20UpperTwoSigma
2019-01-31,-0.23474714423808365,0.5281586878158486,0.8881085334487304,1.4209578436412225,Standard_range,AboveSMA20UpperSigma,-1.9607851764473465,-1.9031137301161107,0.5800486241145737,-1.334104091008411,Below_lower_sigma,NearSMA20UpperSigma,0.0,-0.6029258991748389,0.21579299480322112,-0.3884339762258913,Standard_range,NearSMA20UpperSigma,-0.13958139589300944,1.9986973638060859,0.9957999199302613,3.0144003104847763,Standard_range,NearSMA20UpperTwoSigma,-0.23715204644943,-0.07904565619804747,1.6064241954148266,1.5261087306701895,Standard_range,NearSMA20UpperTwoSigma,0.0,-1.2839885138425984,0.22709865923209796,-1.0598057753101309,Standard_range,NearSMA20UpperTwoSigma,-0.13793103448275862,0.4799973060344828,1.143974936757342,1.6294632916699698,Standard_range,NearSMA20UpperTwoSigma,-0.04838625428005628,1.052380265938901,0.7924915294834437,1.853211819887866,Standard_range,NearSMA20UpperTwoSigma,0.5126955635635445,0.6325981258552896,-0.07436484910510957,0.5577628461084461,Standard_range,NearSMA20UpperSigma,-0.026151734117725686,0.8782443461558946,1.5830768961627284,2.4752245256544723,Standard_range,NearSMA20UpperSigma,-0.1211460930569832,1.0417935536747989,0.8059636915723373,1.856153723030896,Standard_range,NearSMA20UpperTwoSigma
2019-02-01,4.84530043414731,2.1599583033303555,0.5281586878158486,2.6995249985784433,Above_upper_sigma,NearSMA20UpperTwoSigma,0.8230416682224845,0.881831960681483,-1.9031137301161107,-1.038064034554909,Standard_range,NearSMA20UpperSigma,0.4549373595468708,-1.191506150083711,-0.6029258991748389,-1.787248150089434,Standard_range,NearSMA20UpperSigma,0.1310181026232943,-1.252002591039588,1.9986973638060859,0.721671029984606,Standard_range,NearSMA20UpperTwoSigma,0.15822392045994263,0.4746793062713667,-0.07904565619804747,0.39525843670084065,Standard_range,NearSMA20UpperTwoSigma,0.1530256941902636,-0.38254964214229153,-1.2839885138425984,-1.661626262520037,Standard_range,NearSMA20UpperSigma,1.3507614648706003,-1.597841248264828,0.4799973060344828,-1.1255135371767242,Standard_range,NearSMA20UpperTwoSigma,-0.04788234987906122,-0.6823075036838724,1.052380265938901,0.3628922927332392,Standard_range,NearSMA20UpperTwoSigma,-0.17666942899290547,-0.6039706880790288,0.6325981258552896,0.02480673052275768,Standard_range,NearSMA20UpperSigma,0.08150306622924011,0.048162444463366774,0.8782443461558946,0.9268297745647315,Standard_range,NearSMA20UpperTwoSigma,0.0959048053566927,-0.6354230732784059,1.0417935536747989,0.39975068378041617,Standard_range,NearSMA20UpperTwoSigma
2019-02-04,-0.22857666015625003,0.11428833007812501,2.1599583033303555,2.2767152136837403,Standard_range,NearSMA20UpperTwoSigma,-0.23309445532858306,0.6410292035530037,0.881831960681483,1.528513964628719,Standard_range,NearSMA20UpperSigma,-0.2630978519599732,-0.28502755179908845,-1.191506150083711,-1.4731375810736802,Standard_range,AboveSMA20LowerSigma,0.11794460989983369,1.4742738802966815,-1.252002591039588,0.2038133420767591,Standard_range,NearSMA20UpperTwoSigma,0.0,0.7086626294453333,0.4746793062713667,1.1867058105699555,Standard_range,NearSMA20UpperTwoSigma,-0.30722668295677114,0.921658074808496,-0.38254964214229153,0.5355826329992491,Standard_range,NearSMA20UpperSigma,-0.11718470286231916,1.4842856445886645,-1.597841248264828,-0.13727213194747465,Standard_range,NearSMA20UpperSigma,0.5182599720975842,0.6749397979447256,-0.6823075036838724,-0.011972870625872451,Standard_range,NearSMA20UpperTwoSigma,-0.4298914079052528,-0.4464293316918917,-0.6039706880790288,-1.0477037174645143,Standard_range,AboveSMA20LowerSigma,0.018509884255612945,0.7035451061470882,0.048162444463366774,0.7520463951314779,Standard_range,NearSMA20UpperTwoSigma,-0.024127224576592984,0.7480728367862758,-0.6354230732784059,0.10789633609800163,Standard_range,NearSMA20UpperTwoSigma
2019-02-05,-0.114157860965175,1.1415459495732743,0.11428833007812501,1.2571389334542409,Standard_range,NearSMA20UpperTwoSigma,0.11581040667940884,0.9264611648587535,0.6410292035530037,1.5734292550380793,Standard_range,AboveSMA20UpperSigma,0.17590552299894258,0.021992384193363888,-0.28502755179908845,-0.2630978519599732,Standard_range,AboveSMA20LowerSigma,-0.0435838711300748,0.7118957587306851,1.4742738802966815,2.196664932253273,Standard_range,NearSMA20UpperTwoSigma,0.07818787264786743,0.6254880683710669,0.7086626294453333,1.3385832980085852,Standard_range,NearSMA20UpperTwoSigma,-0.1522104812869,0.38051168762681636,0.921658074808496,1.305676779129915,Standard_range,NearSMA20UpperSigma,0.25842702662432543,1.1711689338530176,1.4842856445886645,2.6728380708007444,Standard_range,NearSMA20UpperTwoSigma,0.10775047120851146,0.6105616469335734,0.6749397979447256,1.2896223684244403,Standard_range,NearSMA20UpperTwoSigma,0.2574366323717593,0.4567373028740309,-0.4464293316918917,0.008268961893331149,Standard_range,BelowSMA20UpperSigma,0.17650058884025682,0.4191846904899633,0.7035451061470882,1.1256789500127116,Standard_range,NearSMA20UpperTwoSigma,0.0958105761133982,0.5748543196809506,0.7480728367862758,1.3272274854838522,Standard_range,NearSMA20UpperTwoSigma
2019-02-06,-0.39503215314158735,-1.241531161847687,1.1415459495732743,-0.114157860965175,Standard_range,NearSMA20UpperTwoSigma,-0.17212097601971474,-0.28686829336619124,0.9264611648587535,0.6369351481602314,Standard_range,AboveSMA20UpperSigma,-0.17586684568657043,-1.3629428966926518,0.021992384193363888,-1.3412502561374646,Standard_range,NearSMA20LowerSigma,0.01442893288300975,-0.20196103615806935,0.7118957587306851,0.508496970521918,Standard_range,NearSMA20UpperTwoSigma,-0.310800017161678,-0.15539630355237488,0.6254880683710669,0.4691197794812822,Standard_range,NearSMA20UpperTwoSigma,-0.07580951876899703,-0.07580951876899703,0.38051168762681636,0.30441370477856966,Standard_range,NearSMA20UpperSigma,0.0,-0.08151842200239316,1.1711689338530176,1.0886957934167651,Standard_range,NearSMA20UpperTwoSigma,-0.19038988620454966,-0.6901497200573277,0.6105616469335734,-0.08380186262084366,Standard_range,NearSMA20UpperTwoSigma,0.3223934741778708,0.049597055458640314,0.4567373028740309,0.506560886586078,Standard_range,NearSMA20UpperSigma,-0.11351063773914702,-0.13182565400755242,0.4191846904899633,0.28680644352267304,Standard_range,NearSMA20UpperTwoSigma,-0.369141671346083,-0.6549214453114247,0.5748543196809506,-0.08383196984936378,Standard_range,NearSMA20UpperTwoSigma
2019-02-07,-0.28570992606026785,1.1999947684151786,-1.241531161847687,-0.05643470242292487,Standard_range,NearSMA20UpperSigma,-0.46029877772747846,1.3809073075709564,-0.28686829336619124,1.0900776289785672,Standard_range,NearSMA20UpperSigma,-2.6521030867762456,-4.546461219949906,-1.3629428966926518,-5.847438446394365,Below_lower_sigma,BelowSMA20LowerTwoSigma,-0.14454824180394266,1.3298614699145668,-0.20196103615806935,1.125214631752391,Standard_range,NearSMA20UpperTwoSigma,-0.3112837405881392,2.1011633935723846,-0.15539630355237488,1.9425019597748023,Standard_range,AboveSMA20UpperSigma,-0.37936410908296,0.6828539491956566,-0.07580951876899703,0.6065267621338792,Standard_range,NearSMA20UpperSigma,-0.6962190572765884,1.087843314442923,-0.08151842200239316,1.0054380997367374,Standard_range,NearSMA20UpperSigma,-0.2875603479537801,0.7668336887958418,-0.6901497200573277,0.07139166818198449,Standard_range,NearSMA20UpperSigma,0.35528406966268283,0.6609956703516426,0.049597055458640314,0.7109205601994865,Standard_range,NearSMA20UpperTwoSigma,-0.6599647493651215,-0.9532799292480909,-0.13182565400755242,-1.0838489157543894,Standard_range,NearSMA20UpperSigma,-0.2996524021161853,0.8270435561336611,-0.6549214453114247,0.16670562521105067,Standard_range,NearSMA20UpperSigma
2019-02-08,-0.6775772901647148,0.3952659841424039,1.1999947684151786,1.600003923688616,Standard_range,NearSMA20UpperSigma,-0.39728489692794566,1.191822216064053,1.3809073075709564,2.589187483709892,Standard_range,AboveSMA20UpperSigma,-0.9105841411917269,0.957272542339308,-4.546461219949906,-3.6327107025172833,Standard_range,BelowSMA20LowerTwoSigma,-0.4707586850754565,-0.028525882313376133,1.3298614699145668,1.300956232883352,Standard_range,NearSMA20UpperTwoSigma,-0.3048777606854457,0.38109901807160607,2.1011633935723846,2.490269924704975,Standard_range,NearSMA20UpperTwoSigma,-0.527510520601233,0.07535248577681405,0.6828539491956566,0.7587209823974147,Standard_range,NearSMA20UpperSigma,-0.521926924319185,-0.9416195547635748,1.087843314442923,0.13598041430536537,Standard_range,NearSMA20UpperTwoSigma,-0.26159479749672393,0.023786293488570195,0.7668336887958418,0.7908023835961983,Standard_range,NearSMA20UpperSigma,0.3529510783165743,0.4268215014783595,0.6609956703516426,1.0906384434749041,Standard_range,AboveSMA20UpperTwoSigma,-0.5145534067755482,0.12215390329902524,-0.9532799292480909,-0.8322904945920084,Standard_range,NearSMA20UpperSigma,-0.38040856440321624,0.0,0.8270435561336611,0.8270435561336611,Standard_range,NearSMA20UpperSigma
2019-02-11,0.44994331055421344,0.5061875653103287,0.3952659841424039,0.9034543367143629,Standard_range,NearSMA20UpperTwoSigma,-0.16825960052652664,-0.11217306701768442,1.191822216064053,1.0783122455132115,Standard_range,NearSMA20UpperTwoSigma,-0.13876357761774988,1.225714058102848,0.957272542339308,2.1947200245679674,Standard_range,NearSMA20LowerTwoSigma,-0.042806476188734316,0.4708930114617279,-0.028525882313376133,0.44223280276208027,Standard_range,NearSMA20UpperTwoSigma,0.15185652219817702,0.9111608569773975,0.38109901807160607,1.2957323001279974,Standard_range,NearSMA20UpperTwoSigma,0.15060585968247672,0.6024090761646119,0.07535248577681405,0.6782154921548612,Standard_range,NearSMA20UpperSigma,-0.05432161879417061,0.6518179839535055,-0.9416195547635748,-0.2959392164084411,Standard_range,NearSMA20UpperSigma,-0.03567095543470542,0.2853041558885147,0.023786293488570195,0.3091583126609396,Standard_range,NearSMA20UpperSigma,-0.40048865539885836,-0.3923136359013317,0.4268215014783595,0.03283338662576944,Standard_range,NearSMA20UpperTwoSigma,0.26990460421983625,0.055456758903912676,0.12215390329902524,0.17767840479858218,Standard_range,NearSMA20UpperSigma,0.1545378615946976,0.2734138374102796,0.0,0.2734138374102796,Standard_range,NearSMA20UpperSigma
2019-02-12,0.16787228812554386,-1.1191983970160402,0.5061875653103287,-0.6186760748225593,Standard_range,AboveSMA20UpperSigma,0.2245980725818465,-0.4491854357381455,-0.11217306701768442,-0.5608546376759658,Standard_range,NearSMA20UpperTwoSigma,0.47977857499749654,0.1370833279951975,1.225714058102848,1.3644776357205979,Standard_range,NearSMA20LowerSigma,-0.028411122596919636,-1.5054752632525643,0.4708930114617279,-1.0416714295947778,Standard_range,NearSMA20UpperTwoSigma,0.0,-1.2791578388405214,0.9111608569773975,-0.3796521673895968,Standard_range,NearSMA20UpperTwoSigma,0.2245560435363758,-0.7484987302782681,0.6024090761646119,-0.15059867839982927,Standard_range,NearSMA20UpperSigma,0.33998360153694623,-1.484078199110499,0.6518179839535055,-0.8419337037547292,Standard_range,NearSMA20UpperTwoSigma,-0.09483384361767147,-0.5808414654153109,0.2853041558885147,-0.29719447436674984,Standard_range,NearSMA20UpperSigma,-0.17231400651507744,-0.2543736612798063,-0.3923136359013317,-0.6456893546217958,Standard_range,NearSMA20UpperSigma,0.6651460878814246,1.285940081707992,0.055456758903912676,1.3421099813026662,Standard_range,NearSMA20UpperSigma,0.23711272229374245,-0.6283328854587718,0.2734138374102796,-0.35663699710233576,Standard_range,NearSMA20UpperSigma
