Date,%Gap_DAL,%Gain_DAL,%YesterdaysGain_DAL,%2DaysGain_DAL,%Gap_AAL,%Gain_AAL,%YesterdaysGain_AAL,%2DaysGain_AAL,%Gap_ALK,%Gain_ALK,%YesterdaysGain_ALK,%2DaysGain_ALK,%Gap_JBLU,%Gain_JBLU,%YesterdaysGain_JBLU,%2DaysGain_JBLU,%Gap_LUV,%Gain_LUV,%YesterdaysGain_LUV,%2DaysGain_LUV,%Gap_SAVE,%Gain_SAVE,%YesterdaysGain_SAVE,%2DaysGain_SAVE,%Gap_UAL,%Gain_UAL,%YesterdaysGain_UAL,%2DaysGain_UAL,%Gap_JETS,%Gain_JETS,%YesterdaysGain_JETS,%2DaysGain_JETS,%Gap_SPY,%Gain_SPY,%YesterdaysGain_SPY,%2DaysGain_SPY
2019-01-03,-3.1543258659244726,-8.94390003711124,0.3807587593167671,-8.597195960610309,-2.43226299049485,-7.450739256159861,1.1522856582116852,-6.384307397827654,-1.9830968979603834,-5.526660436573248,1.1010714879927739,-4.48644143088576,-1.1728427475897354,-1.666669413876513,0.871739113652923,-0.8094593093996415,-1.4000845480643769,-3.2456487040872775,1.419965262289575,-1.8717705259316935,-1.313966665851053,-6.708162271575711,-0.13811812653045633,-6.837015210052044,-1.092893995735406,-4.96555035640547,0.5374381108333297,-4.4547990056000835,-1.461675075093767,-4.349373784447716,0.6097563895668027,-3.7661379794377265,-0.779437607054893,-2.38627633571435,0.10403109344622428,-2.2847277116328177
2019-01-04,1.6662975473863848,4.7796541898774105,-8.94390003711124,-4.591733340096063,1.2641419656236887,6.5868312866348475,-7.450739256159861,-1.3546755939353359,1.4280830115420848,3.2346887520052263,-5.526660436573248,-2.4707419480713795,1.3182616475181592,3.892020841225753,-1.666669413876513,2.160484306406831,0.8331529555581502,4.933128633831555,-3.2456487040872775,1.5273679041693653,1.4825782999146713,3.9658996033308482,-6.708162271575711,-3.008301649164073,1.099996566772461,3.350000381469727,-4.96555035640547,-1.7818959308173974,1.8039480197377662,4.323517893070053,-4.349373784447716,-0.21390184518475713,1.3840504201712294,3.349573093196577,-2.38627633571435,0.8833666874118219
2019-01-07,0.439420549172716,0.1255441670733453,4.7796541898774105,4.9111989339924245,-0.156058498690454,2.84019919291295,6.5868312866348475,9.614109608589338,0.4999987284342448,0.1999982198079427,3.2346887520052263,3.4411562917335075,0.5438075935759112,0.8459293259879087,3.892020841225753,4.770873912883151,-0.04178950586838481,0.020890767667563724,4.933128633831555,4.955049969940754,-0.40998136986121264,2.798573507178376,3.9658996033308482,6.875461726129334,-0.1330437952897255,0.6652189764486276,3.350000381469727,4.037504196166992,0.14291145357071136,1.1075365076003312,4.323517893070053,5.478938939748768,0.11886487280926587,0.7884644787735123,3.349573093196577,4.1644477660004995
2019-01-08,1.3166166942637785,-0.7941426656961694,0.1255441670733453,-0.6695954984178466,1.2443090680388,-1.6085055590962583,2.84019919291295,1.1860088719092796,1.513639160977257,0.8815745233040126,0.1999982198079427,1.0833358764648438,1.0185744209357162,0.9586569340463091,0.8459293259879087,1.8126958201749321,1.3160666015716362,-0.6893629072918573,0.020890767667563724,-0.6686161528276423,1.5606061287575133,-1.0577368042691802,2.798573507178376,1.7112351609292433,0.08410391926097084,-1.0212736624199763,0.6652189764486276,-0.36284839217523834,0.9187287487320849,0.07067299753662211,1.1075365076003312,1.178992234385687,0.9591958465958469,0.9395330155608693,0.7884644787735123,1.735405378428429
2019-01-09,-0.7794454119808802,2.106593583915623,-0.7941426656961694,1.2957215597767615,0.0,3.084515905241126,-1.6085055590962583,1.426395736337856,-0.09893053879877231,2.5226689873108015,0.8815745233040126,3.4264827177142374,-0.05934853801447615,2.2551878466690956,0.9586569340463091,3.2354642953832684,0.1893145789959274,3.2393792298484247,-0.6893629072918573,2.5276852437194757,0.0,4.1885722610009655,-1.0577368042691802,3.0865313863537684,-1.3959625331702248,1.6751698577596679,-1.0212736624199763,0.6367881267815938,0.0,1.8714713713163318,0.07067299753662211,1.9434669937691031,0.30767168233190745,0.46734908999328373,0.9395330155608693,1.4112730045525632
2019-01-10,-3.6930077789285796,0.5364108004646579,2.106593583915623,2.6543043798863,-8.378209105689722,-4.129255921684329,3.084515905241126,-1.1721075721156675,-1.2544206746038709,1.9620476273969618,2.5226689873108015,4.534212581720374,-6.210097058919252,-0.4643060117903595,2.2551878466690956,1.7804108621294863,-3.2396089919903797,-0.18337438718460738,3.2393792298484247,3.0500646508524976,-2.573595583446871,2.186710210895327,4.1885722610009655,6.46687440921833,-3.6174769603859,-2.853389838459234,1.6751698577596679,-1.2260191071978126,-2.738304696989741,-0.4506102821362084,1.8714713713163318,1.4124280467537367,-0.6628644598156832,0.3527556141424492,0.46734908999328373,0.8217533042883277
2019-01-11,-1.0465797790356355,-0.3488573169346492,0.5364108004646579,0.1856821752037601,-0.7490688876681223,-0.7490688876681223,-4.129255921684329,-4.847393837950921,-0.630917218062892,1.167189031482082,1.9620476273969618,3.152137463578476,-0.4081614949342932,0.5830926162918273,-0.4643060117903595,0.11607927042971912,-0.6940194752786368,-0.9593819240665808,-0.18337438718460738,-1.1409970505271712,-1.0041162310313787,-1.0534969376929013,2.186710210895327,1.1101763480944256,-0.8479813421601902,-1.5976441045559868,-2.853389838459234,-4.405446928481077,-0.4874630675333592,-0.034819739278971314,-0.4506102821362084,-0.4852731200897757,-0.46353993525860016,0.038630292656590015,0.3527556141424492,0.391522177325145
2019-01-14,-2.038718390587439,-1.6680423195715408,-0.3488573169346492,-2.0110805488247987,-1.2578604658081134,-0.283019354550808,-0.7490688876681223,-1.029968232287911,-1.1693171299297558,0.34300159463149454,1.167189031482082,1.5141941031039239,-0.6376846976902174,-0.5797123563462409,0.5830926162918273,0.0,-0.700742269950839,0.49463697754588387,-0.9593819240665808,-0.4694904042730214,-1.2809856096242824,-2.1294273270668476,-1.0534969376929013,-3.1604908130787033,-0.9866378400628494,-0.19982019898169925,-1.5976441045559868,-1.794271887908943,-1.6718897859384754,-0.31347352180144067,-0.034819739278971314,-0.34818411041741215,-0.8186058942122539,-0.6100922939288782,0.038630292656590015,-0.5716976817109082
2019-01-15,0.4607355407395288,0.16754310168520942,-1.6680423195715408,-1.5032939077259637,0.5361087392058259,1.2298940425999803,-0.283019354550808,0.943393849868147,0.6991872964180965,-0.1243036517961439,0.34300159463149454,0.21827157932750468,0.4081614949342932,0.05831037378584467,-0.5797123563462409,-0.5217400150022645,0.5127153580922006,1.7432369115627813,0.49463697754588387,2.2464965834794834,0.33995740611488795,-0.4589502793813382,-2.1294273270668476,-2.57860459378139,0.8509481224109611,1.6143076298524608,-0.19982019898169925,1.4112617181526135,-0.3494073324157356,0.2795245330544775,-0.31347352180144067,-0.03482522414502812,0.1631753837194289,1.1460809156886083,-0.6100922939288782,0.5289964704109245
2019-01-16,2.2161771231744405,-0.6899473519158983,0.16754310168520942,-0.5235602094240838,2.242994563640205,2.3053012886071746,1.2298940425999803,3.5635480944197147,1.804610585156056,0.9645344716181294,-0.1243036517961439,0.8390318682509317,1.3403236846241244,1.1072292292955415,0.05831037378584467,1.1661852325836546,1.5117919588243383,0.34266915310186064,1.7432369115627813,2.091879599826053,1.4002726700724044,3.7568253016564945,-0.4589502793813382,3.280633062057335,6.958130219487916,6.354684551772115,1.6143076298524608,8.071576339196888,1.77699758876581,1.3937268567839072,0.2795245330544775,1.6771471983268647,0.18435969176016032,0.24198381718570383,1.1460809156886083,1.3908380632221324
