Date,%Gap_MARA,%Gain_MARA,%YesterdaysGain_MARA,%2DaysGain_MARA,NearSigmaFlag_MARA,NearBollingerBandsFlag_MARA,%Gap_RIOT,%Gain_RIOT,%YesterdaysGain_RIOT,%2DaysGain_RIOT,NearSigmaFlag_RIOT,NearBollingerBandsFlag_RIOT,%Gap_COIN,%Gain_COIN,%YesterdaysGain_COIN,%2DaysGain_COIN,NearSigmaFlag_COIN,NearBollingerBandsFlag_COIN,%Gap_MSTR,%Gain_MSTR,%YesterdaysGain_MSTR,%2DaysGain_MSTR,NearSigmaFlag_MSTR,NearBollingerBandsFlag_MSTR,%Gap_QQQ,%Gain_QQQ,%YesterdaysGain_QQQ,%2DaysGain_QQQ,NearSigmaFlag_QQQ,NearBollingerBandsFlag_QQQ
2021-05-26,4.641906269248979,11.671084401860313,-2.289411611361962,9.114473629030307,Standard_range,NearSMA20LowerSigma,6.1256998922658905,9.944312095048783,-3.121392483532475,6.512518601242443,Standard_range,AboveSMA20LowerSigma,2.0997468177862655,-0.3671463125296322,7.594318854234913,7.199290280070214,Standard_range,NearSMA20LowerSigma,1.633057825893411,2.7934496012286303,-0.5884217816632662,2.188590553651949,Standard_range,NearSMA20LowerSigma,0.20722660866643489,0.34838083246438994,0.13833913012193447,0.48720190959946724,Standard_range,NearSMA20UpperSigma
2021-05-27,4.948535188731993,2.2961200255370127,11.671084401860313,14.235186533545766,Standard_range,AboveSMA20LowerSigma,4.37771714377985,3.11143498314852,9.944312095048783,13.365157883556119,Standard_range,AboveSMA20LowerSigma,1.5278247665330253,2.306223901497694,-0.3671463125296322,1.9306103729550355,Standard_range,NearSMA20LowerSigma,1.9076599126059106,2.2908505484459827,2.7934496012286303,5.1482939051849215,Standard_range,NearSMA20LowerSigma,-0.13766840701404687,-0.3741058814632362,0.34838083246438994,-0.027028362182986137,Standard_range,NearSMA20UpperSigma
2021-05-28,-3.869969017395108,-4.140865667591948,2.2961200255370127,-1.9398248878791002,Standard_range,AboveSMA20LowerSigma,-3.856143616793448,-4.807020488538241,3.11143498314852,-1.845152822517216,Standard_range,AboveSMA20LowerSigma,-1.4245777108913744,-4.269700598210751,2.306223901497694,-2.061945552431384,Standard_range,NearSMA20LowerSigma,-2.3995152287254915,-4.829402816392077,2.2908505484459827,-2.649186668852077,Standard_range,NearSMA20LowerSigma,0.37250366984689504,0.3154253116940409,-0.3741058814632362,-0.05986059441186646,Standard_range,NearSMA20UpperSigma
2021-06-01,-0.9285407266282035,1.7359721325358557,-4.140865667591948,-2.476777809091233,Standard_range,AboveSMA20LowerSigma,-0.11057419913324959,7.740510307521836,-4.807020488538241,2.5614019025836074,Standard_range,AboveSMA20LowerSigma,0.8328406513143642,1.0103997030038605,-4.269700598210751,-3.3024419373703666,Standard_range,NearSMA20LowerSigma,0.26382770944148937,1.651065907579787,-4.829402816392077,-3.258073532253437,Standard_range,NearSMA20LowerSigma,0.41026417130420906,-0.33240061567042445,0.3154253116940409,-0.018023779654434822,Standard_range,NearSMA20UpperSigma
2021-06-02,2.6984062588886606,0.15872621812589682,1.7359721325358557,1.8974537935754463,Standard_range,BelowSMA20UpperSigma,3.592203766175106,2.7369180873684447,7.740510307521836,10.689279821551466,Standard_range,BelowSMA20UpperSigma,1.6197256496081749,0.6487268653044652,1.0103997030038605,1.6656813026286683,Standard_range,AboveSMA20LowerSigma,1.096782930188231,4.341089628776052,1.651065907579787,6.0638297872340425,Standard_range,NearSMA20LowerSigma,0.12919676291046103,0.19529892499857415,-0.33240061567042445,-0.13775086550094323,Standard_range,NearSMA20UpperSigma
2021-06-03,1.584784556884156,-5.744844963311121,0.15872621812589682,-5.595237320332684,Standard_range,BelowSMA20UpperSigma,1.488506779789039,-5.827505694258055,2.7369180873684447,-3.250081664278185,Standard_range,NearSMA20UpperSigma,0.3784113765289761,-2.8359914282253706,0.6487268653044652,-2.205662401213535,Standard_range,AboveSMA20LowerSigma,0.5416273233763905,-1.9779308629012036,4.341089628776052,2.2772950143210835,Standard_range,AboveSMA20LowerSigma,-0.8756450106592343,-1.040573727172102,0.19529892499857415,-0.8473070314765127,Standard_range,BelowSMA20UpperSigma
2021-06-04,-2.3539359047502684,2.353927887312019,-5.744844963311121,-3.5261465836733223,Standard_range,AboveSMA20LowerSigma,-1.1315473635188558,3.076375214854952,-5.827505694258055,-2.9304064202255184,Standard_range,BelowSMA20UpperSigma,-1.5706574130899633,-2.0842293501881883,-2.8359914282253706,-4.861112212697664,Standard_range,NearSMA20LowerSigma,-1.4202689573835507,-0.8124592955326073,-1.9779308629012036,-2.774320275278962,Standard_range,AboveSMA20LowerSigma,0.56060791015625,1.6969715465198865,-1.040573727172102,0.6387395792771122,Standard_range,NearSMA20UpperSigma
2021-06-07,-0.8624270576237674,0.16426697146647112,2.353927887312019,2.5220615848294825,Standard_range,BelowSMA20UpperSigma,0.2641497952462851,-1.1320752247841714,3.076375214854952,1.9094731084420071,Standard_range,NearSMA20UpperSigma,0.4939048542211705,1.1626398619552738,-2.0842293501881883,-0.9458215694727736,Standard_range,NearSMA20LowerSigma,-0.44773007770531903,-3.0660068618741345,-0.8124592955326073,-3.8535560996557776,Standard_range,AboveSMA20LowerSigma,-0.16389103115129927,0.29797377288829685,1.6969715465198865,2.0000018495501894,Standard_range,NearSMA20UpperSigma
2021-06-08,-5.00204733040004,-3.0750308272591167,0.16426697146647112,-2.9158151158042447,Standard_range,AboveSMA20LowerSigma,-4.996532093358164,-2.63705842099063,-1.1320752247841714,-3.7392801607276818,Below_lower_sigma,BelowSMA20UpperSigma,-1.8535292040173341,-4.66191118099077,1.1626398619552738,-3.5534725567546444,Standard_range,NearSMA20LowerSigma,-2.5137816606639647,-2.220044854298879,-3.0660068618741345,-5.2179849886035266,Below_lower_sigma,NearSMA20LowerSigma,0.5347557220231286,0.04753525228997429,0.29797377288829685,0.34565066776297154,Standard_range,NearSMA20UpperTwoSigma
2021-06-09,1.3536366458805313,10.575296381330315,-3.0750308272591167,7.175071930271272,Standard_range,BelowSMA20UpperSigma,2.0313603195753855,11.938704366462176,-2.63705842099063,8.98681533661858,Standard_range,NearSMA20UpperSigma,0.9698175265715332,1.6586620145778324,-4.66191118099077,-3.080574516325388,Standard_range,NearSMA20LowerSigma,2.311810484632794,11.670073747602133,-2.220044854298879,9.190948021576729,Standard_range,AboveSMA20LowerSigma,0.4186968824150753,0.02375180245460062,0.04753525228997429,0.0712983452237951,Standard_range,NearSMA20UpperTwoSigma
2021-06-10,1.5684768821167898,1.4154584845932339,10.575296381330315,12.14044379582397,Standard_range,NearSMA20UpperTwoSigma,1.1461337539013812,0.7322494216926317,11.938704366462176,12.75837488183582,Standard_range,NearSMA20UpperTwoSigma,0.8470015310485601,-1.1011060717081562,1.6586620145778324,0.5392923147180426,Standard_range,NearSMA20LowerSigma,-0.11695658733289961,-0.84601969249103,11.670073747602133,10.725322933078163,Standard_range,NearSMA20UpperSigma,0.10390871254033836,1.0420406732530785,0.02375180245460062,1.0660399791498865,Standard_range,NearSMA20UpperSigma
2021-06-11,0.3394951030209145,0.15088271532766598,1.4154584845932339,1.5684768821167898,Standard_range,NearSMA20UpperTwoSigma,-1.396964108568879,-1.927935255278496,0.7322494216926317,-1.2098031283432493,Standard_range,NearSMA20UpperTwoSigma,0.7437430025196905,0.933059278106963,-1.1011060717081562,-0.1783207659650653,Standard_range,NearSMA20LowerSigma,0.8552061644968576,1.5315066624196645,-0.84601969249103,0.6725301219727519,Standard_range,NearSMA20UpperTwoSigma,0.002932054610817273,0.2614908520344469,1.0420406732530785,1.3062563663225601,Standard_range,NearSMA20UpperTwoSigma
2021-06-14,9.227875078503024,12.76836683394342,0.15088271532766598,12.938514807853139,Above_upper_sigma,AboveSMA20UpperTwoSigma,9.603601575717038,14.083147736165314,-1.927935255278496,11.883698510628331,Above_upper_sigma,NearSMA20UpperTwoSigma,3.2824250462748275,6.779210458512565,0.933059278106963,7.775523788785077,Above_upper_sigma,AboveSMA20LowerSigma,5.336534239855021,15.887612773039962,1.5315066624196645,17.66243928357817,Above_upper_sigma,AboveSMA20UpperTwoSigma,0.1289422265848858,0.9582755904441451,0.2614908520344469,1.2222722454848824,Standard_range,NearSMA20UpperTwoSigma
2021-06-15,3.0060106963141093,2.4382081804104594,12.76836683394342,15.517894379003906,Standard_range,AboveSMA20UpperTwoSigma,1.8644062682585518,-0.9604523670411033,14.083147736165314,12.987433443338317,Standard_range,NearSMA20UpperTwoSigma,-1.2003388969944335,-2.8816391525583915,6.779210458512565,3.702218923147342,Standard_range,BelowSMA20UpperSigma,0.5948299247577419,5.355141826251368,15.887612773039962,22.093558796093248,Standard_range,AboveSMA20UpperTwoSigma,-0.10450084436894848,-0.6531014879743862,0.9582755904441451,0.29891559032967285,Standard_range,NearSMA20UpperTwoSigma
2021-06-16,-3.2279092554791804,-2.2823630948749654,2.4382081804104594,0.10019632184958369,Standard_range,NearSMA20UpperTwoSigma,-3.245865498305963,-2.452939465674744,-0.9604523670411033,-3.3898325175556887,Standard_range,NearSMA20UpperTwoSigma,-0.3488276964656801,-1.791483373597847,-2.8816391525583915,-4.621498439851069,Standard_range,AboveSMA20LowerSigma,-2.2028664473799475,-1.7001254601909037,5.355141826251368,3.5639722364430337,Standard_range,NearSMA20UpperTwoSigma,0.14023854819576617,-0.36521941340911634,-0.6531014879743862,-1.0159356479601562,Standard_range,NearSMA20UpperTwoSigma
2021-06-17,-0.4337643101268641,0.30030081631597016,-2.2823630948749654,-1.9889162335641992,Standard_range,NearSMA20UpperTwoSigma,-0.5847975394087778,0.29239319266172725,-2.452939465674744,-2.1677185010307625,Standard_range,AboveSMA20UpperSigma,-0.5130445750004098,1.1444861106882407,-1.791483373597847,-0.6675005412957228,Standard_range,NearSMA20LowerSigma,-0.3904331711722872,1.7730938182875238,-1.7001254601909037,0.042823538658843044,Standard_range,NearSMA20UpperTwoSigma,-0.30497889068906486,1.2697535111188114,-0.36521941340911634,0.8998967113846453,Standard_range,NearSMA20UpperSigma
2021-06-18,-1.131071718657581,-3.7924132065938427,0.30030081631597016,-3.503501038095348,Standard_range,AboveSMA20UpperSigma,-1.8688013253348301,-6.180755040933482,0.29239319266172725,-5.90643395526654,Standard_range,NearSMA20UpperSigma,-1.6214365012508458,-0.5939522909153279,1.1444861106882407,0.5437361182992724,Standard_range,NearSMA20LowerSigma,-2.3477747048893436,2.4809410875909306,1.7730938182875238,4.298024318937885,Standard_range,NearSMA20UpperTwoSigma,-0.4951617169199886,-0.8996905913087885,1.2697535111188114,0.35863906693767406,Standard_range,NearSMA20UpperTwoSigma
2021-06-21,-5.9474388271678995,-3.7690184983138355,-3.7924132065938427,-7.418494949618659,Below_lower_sigma,BelowSMA20UpperSigma,-5.593539861215198,-1.8955892000207686,-6.180755040933482,-7.9591825159185765,Below_lower_sigma,BelowSMA20UpperSigma,-2.682190272826145,-2.917696968253092,-0.5939522909153279,-3.4943195311835136,Below_lower_sigma,NearSMA20LowerSigma,-7.315230247060855,-9.712903648844023,2.4809410875909306,-7.472933978675382,Below_lower_sigma,NearSMA20UpperSigma,0.05755955450182076,0.6215006847391333,-0.8996905913087885,-0.28378148975517276,Standard_range,NearSMA20UpperSigma
2021-06-22,-8.264460091145622,-1.7606890853807393,-3.7690184983138355,-5.463346886368782,Below_lower_sigma,AboveSMA20LowerSigma,-6.936967232269753,2.0905918713718386,-1.8955892000207686,0.1553736376208333,Below_lower_sigma,AboveSMA20LowerSigma,-2.8526531578631924,-0.05840291071331573,-2.917696968253092,-2.974395859011154,Below_lower_sigma,NearSMA20LowerTwoSigma,-8.336898344834264,-5.131326448843854,-9.712903648844023,-14.345829303804022,Below_lower_sigma,BelowSMA20UpperSigma,-0.060980213732946195,0.9321704347789098,0.6215006847391333,1.5594645651531296,Standard_range,AboveSMA20UpperSigma
2021-06-23,3.730799020010683,0.987565677603375,-1.7606890853807393,-0.7905113688738934,Standard_range,NearSMA20UpperSigma,5.336646742576342,0.7756748481252177,2.0905918713718386,2.882482914820238,Standard_range,NearSMA20UpperSigma,1.379957768950645,1.5912227566452841,-0.05840291071331573,1.5318905255261548,Standard_range,NearSMA20LowerSigma,4.652172782013697,-0.13002433381818726,-5.131326448843854,-5.254678809630896,Above_upper_sigma,NearSMA20UpperSigma,-0.017262006884783743,0.04890609275088781,0.9321704347789098,0.9815324156672269,Standard_range,NearSMA20UpperTwoSigma
2021-06-24,1.847157615384586,6.772904348229779,0.987565677603375,7.827356904553177,Standard_range,NearSMA20UpperSigma,1.9396584882829013,4.741382195910311,0.7756748481252177,5.5538347531826915,Standard_range,NearSMA20UpperSigma,1.084028258297705,1.7344357613471337,1.5912227566452841,3.3532572545263672,Standard_range,AboveSMA20LowerSigma,3.074141048824593,5.222424029441681,-0.13002433381818726,5.085609273570052,Above_upper_sigma,BelowSMA20UpperSigma,0.5722726197271304,0.6182850619548802,0.04890609275088781,0.6674935337716326,Standard_range,NearSMA20UpperTwoSigma
2021-06-25,-3.1546822239374848,-4.3758447361253,6.772904348229779,2.100687833699664,Standard_range,NearSMA20UpperSigma,-2.99823763679844,-3.0864174689360637,4.741382195910311,1.5086258786106468,Standard_range,NearSMA20UpperSigma,-1.2873446480955346,-2.344191519741727,1.7344357613471337,-0.6504142544274606,Standard_range,AboveSMA20LowerSigma,-2.4781712361916197,-5.470202932347563,5.222424029441681,-0.5334560953040235,Below_lower_sigma,BelowSMA20UpperSigma,0.16576253907914004,-0.12290239085315244,0.6182850619548802,0.49462278397829734,Standard_range,NearSMA20UpperTwoSigma
2021-06-28,3.724722302832152,6.810926001843464,-4.3758447361253,2.1370457187851075,Standard_range,NearSMA20UpperSigma,3.457686828754462,9.736120611536329,-3.0864174689360637,6.349205815249123,Standard_range,NearSMA20UpperSigma,1.3806030979814212,9.864616468144066,-2.344191519741727,7.289179445701061,Standard_range,AboveSMA20LowerSigma,3.6869429591748526,13.47513803510623,-5.470202932347563,7.267817706824403,Above_upper_sigma,BelowSMA20UpperSigma,0.37772773893873124,1.2161621083729475,-0.12290239085315244,1.0917650252119544,Standard_range,NearSMA20UpperTwoSigma
2021-06-29,5.944865399847702,5.911653082746647,6.810926001843464,13.125217401541683,Standard_range,NearSMA20UpperTwoSigma,5.03040265194209,4.50525443440102,9.736120611536329,14.680012051527221,Standard_range,NearSMA20UpperTwoSigma,1.4228361393241424,3.328060064788474,9.864616468144066,13.520976894153392,Standard_range,AboveSMA20UpperTwoSigma,4.138298507950157,7.180737387473853,13.47513803510623,21.623489697480665,Above_upper_sigma,NearSMA20UpperTwoSigma,-0.05088707702058493,0.36187803856805595,1.2161621083729475,1.5824411705245913,Standard_range,NearSMA20UpperTwoSigma
2021-06-30,-2.4145455163131353,-1.630600691023642,5.911653082746647,4.184656935704818,Standard_range,NearSMA20UpperSigma,-3.1208681891488466,-0.3702808761191989,4.50525443440102,4.118291462690721,Standard_range,NearSMA20UpperTwoSigma,-2.5892471568307944,-0.6276935594499667,3.328060064788474,2.679476486657204,Below_lower_sigma,NearSMA20UpperTwoSigma,-3.584505122468098,-0.6711595539422002,7.180737387473853,6.461383628512123,Below_lower_sigma,NearSMA20UpperSigma,-0.04507272500943922,-0.15775023916139802,0.36187803856805595,0.20355693593534424,Standard_range,NearSMA20UpperTwoSigma
2021-07-01,0.0,-2.167677038520598,-1.630600691023642,-3.762931572774962,Standard_range,NearSMA20UpperSigma,-1.1680346378984268,-3.875760964799466,-0.3702808761191989,-4.23169063926192,Standard_range,NearSMA20UpperTwoSigma,-0.872485861524281,-4.682195210210148,-0.6276935594499667,-5.28049893188475,Standard_range,NearSMA20UpperTwoSigma,-2.093299194060384,-2.0526733857693755,-0.6711595539422002,-2.7100562261717553,Standard_range,NearSMA20UpperSigma,-0.10156740654050703,0.0395041760942562,-0.15775023916139802,-0.11830838099940924,Standard_range,NearSMA20UpperTwoSigma
2021-07-02,0.6842589795318545,-1.3033548764079745,-2.167677038520598,-3.442779390542239,Standard_range,NearSMA20UpperSigma,0.8008862824072815,0.05523462653786242,-3.875760964799466,-3.8226671003560115,Standard_range,NearSMA20UpperSigma,0.23194066970308813,-0.29821123816375794,-4.682195210210148,-4.966443616064294,Standard_range,NearSMA20UpperSigma,1.2460414734486842,-2.343053858467379,-2.0526733857693755,-4.347632001269751,Standard_range,NearSMA20UpperSigma,0.5499567501968834,1.1478712920286955,0.0395041760942562,1.18782892521949,Standard_range,NearSMA20UpperTwoSigma
2021-07-06,1.7827632613305455,-1.881814410512808,-1.3033548764079745,-3.160642567036416,Standard_range,NearSMA20UpperSigma,2.0701076717532456,-2.2081127440477086,0.05523462653786242,-2.154097760337556,Standard_range,NearSMA20UpperSigma,0.9471580125186473,-2.2058813275451032,-0.29821123816375794,-2.497514379689566,Standard_range,NearSMA20UpperSigma,2.5912166450895993,-0.20767567449221871,-2.343053858467379,-2.5458635800553093,Standard_range,NearSMA20UpperSigma,0.17287393817314556,0.43218484543286384,1.1478712920286955,1.5850170632307818,Standard_range,NearSMA20UpperTwoSigma
2021-07-07,1.11036316059999,-3.8021506960763634,-1.881814410512808,-5.612415686880993,Standard_range,BelowSMA20UpperSigma,0.9314084490967791,0.02821993070020528,-2.2081127440477086,-2.180515941233656,Standard_range,NearSMA20UpperSigma,1.5080085793012086,7.0345343447523465,-2.2058813275451032,4.673479537616604,Standard_range,NearSMA20UpperSigma,1.6885056273417187,0.8781484048576014,-0.20767567449221871,0.668649029742552,Standard_range,NearSMA20UpperSigma,0.6274493323819289,0.21100245994437095,0.43218484543286384,0.6440992260326049,Standard_range,NearSMA20UpperTwoSigma
2021-07-08,-5.456451408242388,-2.7981784987438454,-3.8021506960763634,-6.493938231552759,Below_lower_sigma,NearSMA20LowerSigma,-5.361167564351222,-4.853266006363785,0.02821993070020528,-4.826415663967272,Below_lower_sigma,AboveSMA20LowerSigma,-5.14743864661197,-3.047985036854968,7.0345343447523465,3.7721377536569034,Below_lower_sigma,BelowSMA20UpperSigma,-5.7606329814967685,-3.347604694859505,0.8781484048576014,-2.4988532272307507,Below_lower_sigma,BelowSMA20UpperSigma,-1.4434192537630328,-0.6039681727754116,0.21100245994437095,-0.39424010053287784,Below_lower_sigma,NearSMA20UpperSigma
2021-07-09,1.691253320873009,-0.3598430304975359,-2.7981784987438454,-3.147952478932771,Standard_range,AboveSMA20LowerSigma,0.7710507476896873,-2.639381249790712,-4.853266006363785,-7.364551063180065,Standard_range,AboveSMA20LowerSigma,0.29064093224464105,3.9256669778721007,-3.047985036854968,0.758028198934834,Standard_range,NearSMA20UpperSigma,0.5594757711333636,1.6525403697658263,-3.347604694859505,-1.7503848440964087,Standard_range,BelowSMA20UpperSigma,-0.16723126356999618,0.6243612399441145,-0.6039681727754116,0.016622123996294577,Standard_range,NearSMA20UpperSigma
2021-07-12,0.4333655816913822,-1.1556507354726542,-0.3598430304975359,-1.5113352373416984,Standard_range,NearSMA20LowerSigma,0.548268292535557,-4.355778656008887,-2.639381249790712,-6.8801943006705155,Standard_range,NearSMA20LowerSigma,0.04726450089792936,-2.44604009549064,3.9256669778721007,1.3836034940872737,Standard_range,NearSMA20UpperTwoSigma,0.5710601929229856,-6.3579633523026535,1.6525403697658263,-4.810490893628545,Standard_range,BelowSMA20UpperSigma,0.3988815829071292,0.39057190215439674,0.6243612399441145,1.0173717216696756,Standard_range,NearSMA20UpperTwoSigma
2021-07-13,-1.9729663827897495,-5.151632121032243,-1.1556507354726542,-6.247747982009343,Standard_range,NearSMA20LowerTwoSigma,0.0,-4.267516461360448,-4.355778656008887,-8.43741154620373,Standard_range,NearSMA20LowerTwoSigma,-0.8721297202238828,-1.7604072526287557,-2.44604009549064,-4.163387080876171,Standard_range,NearSMA20UpperSigma,-0.5299894858496498,-1.4965427512030207,-6.3579633523026535,-7.759356463832644,Standard_range,NearSMA20LowerSigma,-0.10761399315362807,0.0,0.39057190215439674,0.39057190215439674,Standard_range,AboveSMA20UpperSigma
2021-07-14,1.0400634333040717,-5.084744766473205,-5.151632121032243,-9.974429542843307,Standard_range,NearSMA20LowerTwoSigma,1.9095187041044108,-4.8902173635098825,-4.267516461360448,-8.94904299388624,Standard_range,NearSMA20LowerTwoSigma,0.6534858221384054,-5.495045518615688,-1.7604072526287557,-7.158717591399482,Standard_range,NearSMA20UpperSigma,0.8829404487264906,-3.35414431317767,-1.4965427512030207,-4.800490860796942,Standard_range,NearSMA20LowerSigma,0.6649669044868551,0.1793482347558157,0.0,0.1793482347558157,Standard_range,NearSMA20UpperTwoSigma
