,XOP,XLE,XLF,DIA,SPY
CVX,0.8483540261160715,0.9552065271931386,0.8641944864560909,0.8577969994678234,0.8276335815811341
XOM,0.9057314163351532,0.9662813871105349,0.8447290787086724,0.841101876782669,0.8123719016614337
