,XOP,XLE,XLF,DIA,SPY
CVX,0.5715022236357342,0.8942142598940582,0.9540196661222866,1.287813389423362,1.2937970829040695
XOM,0.5942685410716116,0.8769836535646677,0.9008087643503098,1.2206665912285122,1.2236286437512702
