Date,%Gap_CCJ,%Gain_CCJ,%YesterdaysGain_CCJ,%2DaysGain_CCJ,NearSigmaFlag_CCJ,NearBollingerBandsFlag_CCJ,%Gap_NXE,%Gain_NXE,%YesterdaysGain_NXE,%2DaysGain_NXE,NearSigmaFlag_NXE,NearBollingerBandsFlag_NXE,%Gap_URNM,%Gain_URNM,%YesterdaysGain_URNM,%2DaysGain_URNM,NearSigmaFlag_URNM,NearBollingerBandsFlag_URNM,%Gap_XLE,%Gain_XLE,%YesterdaysGain_XLE,%2DaysGain_XLE,NearSigmaFlag_XLE,NearBollingerBandsFlag_XLE
2020-01-22,0.34285409109933035,-1.2571389334542409,-1.463965233846202,-2.7027000903735274,Standard_range,NearSMA20LowerSigma,-2.3999977111816406,-1.5999984741210938,-1.57480167140813,-3.14960334281626,Below_lower_sigma,NearSMA20LowerSigma,0.0,-0.25446988865257775,-1.4884491104381445,-1.73913134429674,Standard_range,NearSMA20LowerTwoSigma,-0.1894602269199487,-0.9645218051073446,-1.7929593669563975,-2.740187688012733,Standard_range,NearSMA20LowerTwoSigma
2020-01-23,-1.0416683913380327,-1.1574117765748677,-1.2571389334542409,-2.4000004359654015,Standard_range,NearSMA20LowerTwoSigma,0.8130073421291051,-2.439022026387315,-1.5999984741210938,-3.9999961853027344,Standard_range,AboveSMA20LowerSigma,-0.4225500215209687,-1.2835864540385327,-0.25446988865257775,-1.5347900016707592,Standard_range,NearSMA20LowerTwoSigma,-1.0434756071671194,-0.3826108186141181,-0.9645218051073446,-1.34344225894723,Standard_range,NearSMA20LowerTwoSigma
2020-01-24,-0.3512849309741917,-1.4051508910433788,-1.1574117765748677,-2.546299285726664,Standard_range,NearSMA20LowerTwoSigma,0.0,-3.3333399560713786,-2.439022026387315,-5.691061086715743,Standard_range,NearSMA20LowerSigma,0.3472800949638417,-1.025681274063279,-1.2835864540385327,-2.2961022222063256,Standard_range,NearSMA20LowerTwoSigma,-0.45390769391423813,-1.1522343950374958,-0.3826108186141181,-1.5304366402004075,Standard_range,NearSMA20LowerTwoSigma
2020-01-27,-1.9002357002653754,-2.256538388788777,-1.4051508910433788,-3.6299815105553543,Below_lower_sigma,BelowSMA20LowerTwoSigma,0.862068168189925,-0.862068168189925,-3.3333399560713786,-4.166672461562456,Standard_range,NearSMA20LowerTwoSigma,-1.5503919402965007,-2.366380735576673,-1.025681274063279,-3.3677904855621015,Below_lower_sigma,BelowSMA20LowerTwoSigma,-2.013421778795659,-2.772871290077145,-1.1522343950374958,-3.893155708380252,Below_lower_sigma,BelowSMA20LowerTwoSigma
2020-01-28,0.2430189413866866,1.458090472758286,-2.256538388788777,-0.8313502872915537,Standard_range,NearSMA20LowerTwoSigma,0.8695644061371431,-4.347822030685715,-0.862068168189925,-5.1724090091395505,Standard_range,NearSMA20LowerTwoSigma,0.501458129354103,-0.5014660998873605,-2.366380735576673,-2.855980238280851,Standard_range,NearSMA20LowerTwoSigma,0.563126934763548,0.4541326130149989,-2.772871290077145,-2.331331189907316,Standard_range,NearSMA20LowerTwoSigma
2020-01-29,0.0,0.35927822276232035,1.458090472758286,1.8226072970573988,Standard_range,NearSMA20LowerTwoSigma,1.8181800448205245,-0.9090900224102623,-4.347822030685715,-5.217386436822859,Standard_range,NearSMA20LowerTwoSigma,-0.25199272275585527,-0.8819785349976051,-0.5014660998873605,-1.3790218115236694,Standard_range,NearSMA20LowerTwoSigma,0.560581152925697,-1.0488210205412138,0.4541326130149989,-0.5994514458326493,Standard_range,NearSMA20LowerTwoSigma
2020-01-30,-0.9546530144813964,-0.4773265072406982,0.35927822276232035,-0.11976321467036563,Standard_range,NearSMA20LowerTwoSigma,0.0,-0.9174302896359119,-0.9090900224102623,-1.8181800448205245,Standard_range,NearSMA20LowerTwoSigma,-1.4830524398827563,-0.16949540203716146,-0.8819785349976051,-1.049979023970991,Below_lower_sigma,NearSMA20LowerTwoSigma,-1.0416660857247229,0.8040910396444078,-1.0488210205412138,-0.25316345674488494,Standard_range,NearSMA20LowerTwoSigma
2020-01-31,-0.5995226597130012,-3.237415501484027,-0.4773265072406982,-3.699288966386623,Standard_range,NearSMA20LowerTwoSigma,1.851850012202395,0.4629625030506193,-0.9174302896359119,-0.45871514481793557,Standard_range,NearSMA20LowerTwoSigma,-0.2122208751864392,-0.33530801130970334,-0.16949540203716146,-0.5042350816850325,Standard_range,NearSMA20LowerTwoSigma,-1.6860049088985145,-3.118203817007131,0.8040910396444078,-2.3391859748531276,Below_lower_sigma,NearSMA20LowerTwoSigma
2020-02-03,0.0,2.8500682107603774,-3.237415501484027,-0.47961584078167446,Standard_range,NearSMA20LowerTwoSigma,-1.3824871122127642,-2.304156174052169,0.4629625030506193,-1.8518610500991368,Standard_range,NearSMA20LowerTwoSigma,0.719725360002831,2.2102937687188176,-0.33530801130970334,1.867574465329121,Standard_range,NearSMA20LowerTwoSigma,-0.1309874562557085,-1.3098745625572048,-3.118203817007131,-4.387233820956672,Standard_range,NearSMA20LowerTwoSigma
2020-02-04,1.6867395955570728,4.819272401665551,2.8500682107603774,7.806693163135748,Above_upper_sigma,NearSMA20LowerSigma,1.8868020014566025,0.9434066238083006,-2.304156174052169,-1.3824871122127642,Standard_range,NearSMA20LowerTwoSigma,1.5625,2.054166793823213,2.2102937687188176,4.309863683184996,Standard_range,NearSMA20LowerSigma,1.4410282467690982,0.36025525343613873,-1.3098745625572048,-0.9543382010461019,Standard_range,NearSMA20LowerTwoSigma
2020-02-05,0.8046051727953761,0.8046051727953761,4.819272401665551,5.662653689495829,Standard_range,BelowSMA20UpperSigma,0.93457850215429,6.54204951508003,0.9434066238083006,7.547174267346414,Standard_range,NearSMA20LowerSigma,0.1102373217346144,0.3756136603946314,2.054166793823213,2.4374961853027344,Standard_range,AboveSMA20LowerSigma,1.662575218291059,3.7596785420289116,0.36025525343613873,4.133478234925021,Standard_range,NearSMA20LowerSigma
2020-02-06,0.3420721939031833,-1.368310524170695,0.8046051727953761,-0.5747148486326996,Standard_range,BelowSMA20UpperSigma,0.8771921569070334,-2.6315764707211,6.54204951508003,3.73831400861716,Standard_range,AboveSMA20LowerSigma,-0.142362614258605,-0.5491085074656972,0.3756136603946314,-0.17555737363549606,Standard_range,AboveSMA20LowerSigma,0.4734197831373705,-1.0196605558344727,3.7596785420289116,2.701682027075197,Standard_range,NearSMA20LowerSigma
2020-02-07,2.080928475305126,-0.9248546501051468,-1.368310524170695,-2.2805102907651706,Above_upper_sigma,NearSMA20UpperSigma,1.8018000602490185,-3.603600120498037,-2.6315764707211,-6.140345098349234,Standard_range,AboveSMA20LowerSigma,0.0,-0.3680987721043903,-0.5491085074656972,-0.9151860178965856,Standard_range,AboveSMA20LowerSigma,-0.754230763076987,-0.6990453713182487,-1.0196605558344727,-1.7115780372340028,Standard_range,NearSMA20LowerSigma
2020-02-10,-0.7001104793343108,2.683786512262672,-0.9248546501051468,1.7341107377999692,Standard_range,AboveSMA20LowerSigma,0.0,-3.738325149671712,-3.603600120498037,-7.207210980571571,Standard_range,NearSMA20LowerSigma,-0.04105184167188764,-0.5747179535684331,-0.3680987721043903,-0.9407011959426747,Standard_range,AboveSMA20LowerSigma,-0.518708376567865,-0.5001861060639907,-0.6990453713182487,-1.1957349495598222,Standard_range,NearSMA20LowerSigma
2020-02-11,0.6818120982037437,4.886356161153183,2.683786512262672,7.701282041010001,Standard_range,NearSMA20UpperSigma,0.0,2.9126186624346984,-3.738325149671712,-0.934589643208842,Standard_range,NearSMA20LowerTwoSigma,-0.24772695145906382,2.0644096373871847,-0.5747179535684331,1.4778271509974903,Standard_range,AboveSMA20LowerSigma,1.3591501669702335,1.1171146882253766,-0.5001861060639907,0.6113409297020825,Standard_range,NearSMA20LowerSigma
2020-02-12,0.7584035966438928,2.925248874912227,4.886356161153183,7.954543114693748,Standard_range,NearSMA20UpperTwoSigma,0.0,7.547174267346414,2.9126186624346984,10.679613335978313,Standard_range,NearSMA20LowerSigma,-0.1213542885523674,2.350328874905795,2.0644096373871847,4.4632589280968284,Standard_range,BelowSMA20UpperSigma,1.4914335078475929,1.344134641460961,1.1171146882253766,2.4762648551956237,Standard_range,AboveSMA20LowerSigma
2020-02-13,-0.6315833643863076,-1.9999955829821134,2.925248874912227,0.8667484436406349,Standard_range,NearSMA20UpperTwoSigma,2.6315764707211,2.6315764707211,7.547174267346414,10.37736040029132,Standard_range,BelowSMA20UpperSigma,-0.4782431013438285,-0.5019596289818099,2.350328874905795,1.8365715438236556,Standard_range,NearSMA20UpperSigma,-0.2725318375432463,-0.308869877933848,1.344134641460961,1.031113136500766,Standard_range,AboveSMA20LowerSigma
2020-02-14,0.0,-0.751886630972001,-1.9999955829821134,-2.7368445145456417,Standard_range,NearSMA20UpperTwoSigma,1.7094103307181667,-1.7094001418896263,2.6315764707211,0.8771921569070334,Standard_range,NearSMA20UpperSigma,-0.9970582855865061,-1.0328125490115398,-0.5019596289818099,-1.5295878759542538,Standard_range,NearSMA20UpperSigma,0.3462774651082419,-0.5285166875801811,-0.308869877933848,-0.8357541366662401,Standard_range,AboveSMA20LowerSigma
2020-02-18,-0.32467244279553736,0.3246827639464035,-0.751886630972001,-0.4296451133207809,Standard_range,NearSMA20UpperSigma,0.0,-4.347822030685715,-1.7094001418896263,-5.982900496613692,Standard_range,BelowSMA20UpperSigma,-0.05619306098377312,-0.6984016595786229,-1.0328125490115398,-1.7240010286075298,Standard_range,NearSMA20UpperSigma,-0.8794491404001579,-0.8244792008845512,-0.5285166875801811,-1.3486383783024298,Standard_range,NearSMA20LowerSigma
2020-02-19,0.4314990278077837,-0.6472536855858358,0.3246827639464035,-0.32467244279553736,Standard_range,AboveSMA20UpperSigma,1.8181800448205245,0.0,-4.347822030685715,-4.347822030685715,Standard_range,AboveSMA20LowerSigma,0.2829413721577209,0.20210648695135297,-0.6984016595786229,-0.4977066876862542,Standard_range,NearSMA20UpperSigma,0.6650666972988801,1.330126347309385,-0.8244792008845512,0.4946805313457825,Standard_range,AboveSMA20LowerSigma
2020-02-20,-0.21716023540534007,-1.5200905835275091,-0.6472536855858358,-2.15750542678722,Standard_range,NearSMA20UpperSigma,0.0,0.0,0.0,0.0,Standard_range,AboveSMA20LowerSigma,-0.36305021889498423,-0.36305021889498423,0.20210648695135297,-0.16167747998690915,Standard_range,BelowSMA20UpperSigma,0.25524741702912807,-0.1093847953743344,1.330126347309385,1.219286595951826,Standard_range,BelowSMA20UpperSigma
2020-02-21,-0.441013927220472,-0.3307578167650047,-1.5200905835275091,-1.8458205818655877,Standard_range,NearSMA20UpperSigma,0.0,0.9090900224102623,0.0,0.9090900224102623,Standard_range,AboveSMA20LowerSigma,-0.08097351071211747,-1.0121457177244575,-0.36305021889498423,-1.3715213393757069,Standard_range,BelowSMA20UpperSigma,-0.9490791185884159,-1.1863506388347176,-0.1093847953743344,-1.2944377469903405,Standard_range,AboveSMA20LowerSigma
2020-02-24,-3.318586194699153,-1.659287822602229,-0.3307578167650047,-1.9845574151913472,Below_lower_sigma,AboveSMA20LowerSigma,-1.8018000602490185,-3.603600120498037,0.9090900224102623,-2.7272700672307866,Below_lower_sigma,AboveSMA20LowerSigma,-1.2678992377002394,-3.1492860275522547,-1.0121457177244575,-4.129556381609947,Below_lower_sigma,AboveSMA20LowerSigma,-3.768010599419029,-4.6176579759585294,-1.1863506388347176,-5.74922699989626,Below_lower_sigma,NearSMA20LowerTwoSigma
2020-02-25,-0.22497701902446093,-3.262091683391725,-1.659287822602229,-4.867252015929315,Standard_range,BelowSMA20UpperSigma,0.0,-4.672903651826002,-3.603600120498037,-8.10811101069608,Standard_range,NearSMA20LowerSigma,-1.0135125338900728,-2.7998314960604853,-3.1492860275522547,-5.8609428215123005,Standard_range,NearSMA20LowerTwoSigma,0.27110648974273294,-4.415179717747857,-4.6176579759585294,-8.828959795316898,Standard_range,NearSMA20LowerTwoSigma
2020-02-26,1.0465022665288939,-0.9302316297384027,-3.262091683391725,-4.161978304500152,Standard_range,AboveSMA20LowerSigma,-1.960782480441495,-4.901956201103727,-4.672903651826002,-9.345796162597441,Below_lower_sigma,NearSMA20LowerTwoSigma,-0.008692743183587608,-1.2338723303686117,-2.7998314960604853,-3.999157480302261,Standard_range,NearSMA20LowerTwoSigma,0.3646683609198181,-3.0186419368769624,-4.415179717747857,-7.300543188076397,Standard_range,BelowSMA20LowerTwoSigma
2020-02-27,-1.8779435738249097,-2.4647890477002794,-0.9302316297384027,-3.372092430110646,Below_lower_sigma,NearSMA20LowerSigma,-1.0309329662834352,-5.154640252182966,-4.901956201103727,-9.80391824580022,Standard_range,NearSMA20LowerTwoSigma,-2.696515936089698,-2.0146931205819567,-1.2338723303686117,-3.2237067099938677,Below_lower_sigma,BelowSMA20LowerTwoSigma,-2.5903444567315543,-5.347812023635982,-3.0186419368769624,-8.20502266406212,Below_lower_sigma,BelowSMA20LowerTwoSigma
2020-02-28,-2.4067479282832362,4.45246530536455,-2.4647890477002794,1.87793238046499,Below_lower_sigma,NearSMA20LowerTwoSigma,2.2826051816260398,0.43478348192059557,-5.154640252182966,-4.742268294631292,Standard_range,NearSMA20LowerTwoSigma,-2.4017950912423682,-1.1178476030557283,-2.0146931205819567,-3.1100195248803306,Below_lower_sigma,BelowSMA20LowerTwoSigma,-3.156036772973321,-0.08828275063995733,-5.347812023635982,-5.43137357872242,Below_lower_sigma,BelowSMA20LowerTwoSigma
2020-03-02,0.34561903129545885,-0.8064590557306156,4.45246530536455,3.610098939975558,Standard_range,AboveSMA20LowerSigma,-1.0822564718128096,0.649348722512519,0.43478348192059557,1.0869554654186613,Standard_range,NearSMA20LowerTwoSigma,0.47216969012814114,2.1837869817258904,-1.1178476030557283,1.0415279682390963,Standard_range,NearSMA20LowerTwoSigma,2.2310543656290123,4.042407770825581,-0.08828275063995733,3.950556271413456,Above_upper_sigma,NearSMA20LowerTwoSigma
2020-03-03,0.11614668153999912,0.6968690128828002,-0.8064590557306156,-0.11521000610878918,Standard_range,NearSMA20LowerSigma,0.0,2.6881694586956275,0.649348722512519,3.3549737752471582,Standard_range,NearSMA20LowerTwoSigma,2.4125795011080204,0.4798498324173687,2.1837869817258904,2.674115712315423,Above_upper_sigma,NearSMA20LowerSigma,0.5732493981120397,-3.057322024118916,4.042407770825581,0.8614963236245202,Standard_range,BelowSMA20LowerSigma
2020-03-04,1.4994246055011278,0.346017678283747,0.6968690128828002,1.0452979811456031,Above_upper_sigma,AboveSMA20LowerSigma,-2.094238877070953,3.664924276198305,2.6881694586956275,6.451613109971017,Below_lower_sigma,NearSMA20LowerTwoSigma,0.8622582215245244,1.4238359796548352,0.4798498324173687,1.910518086634476,Standard_range,NearSMA20LowerSigma,2.1462977343655685,2.365312822303698,-3.057322024118916,-0.7643244316708177,Above_upper_sigma,BelowSMA20LowerSigma
2020-03-05,-1.839078746205445,1.1494296972653992,0.346017678283747,1.4994246055011278,Below_lower_sigma,NearSMA20LowerSigma,0.0,-5.555556224519015,3.664924276198305,-2.094238877070953,Standard_range,NearSMA20LowerSigma,-1.6436360648796227,-1.8311028960399272,1.4238359796548352,-0.43333881824341014,Below_lower_sigma,NearSMA20LowerSigma,-2.866923629583931,-3.658542656744739,2.365312822303698,-1.3797658130104749,Below_lower_sigma,NearSMA20LowerTwoSigma
2020-03-06,-2.159096931130302,-3.6363709268489552,1.1494296972653992,-2.528738756919483,Below_lower_sigma,NearSMA20LowerSigma,1.6042765408167188,-2.673794234694543,-5.555556224519015,-8.080806317177155,Standard_range,NearSMA20LowerSigma,-1.0081239989214787,-1.32788463713149,-1.8311028960399272,-3.1346725991248334,Standard_range,NearSMA20LowerSigma,-3.397732224679337,-5.618474012617742,-3.658542656744739,-9.071462400952743,Below_lower_sigma,NearSMA20LowerTwoSigma
2020-03-09,-6.83961648795019,-15.566034977356983,-3.6363709268489552,-18.636367133826187,Below_lower_sigma,BelowSMA20LowerTwoSigma,-4.395606626909703,-11.428574609980938,-2.673794234694543,-13.796792275646046,Below_lower_sigma,NearSMA20LowerTwoSigma,-4.401839151742381,-8.452607005921983,-1.32788463713149,-9.668250773184734,Below_lower_sigma,NearSMA20LowerTwoSigma,-17.48235365923713,-20.141179701861216,-5.618474012617742,-24.628026767095243,Below_lower_sigma,BelowSMA20LowerTwoSigma
2020-03-10,4.329608231648029,3.770949534644218,-15.566034977356983,-12.382072766253962,Above_upper_sigma,NearSMA20LowerTwoSigma,5.459060778694017,0.7444146897792676,-11.428574609980938,-10.769235908430751,Above_upper_sigma,NearSMA20LowerTwoSigma,2.5565410711047014,3.2841654993455567,-8.452607005921983,-5.446039109660182,Above_upper_sigma,NearSMA20LowerTwoSigma,8.043605340891096,4.743667281956155,-20.141179701861216,-16.35294297162224,Above_upper_sigma,NearSMA20LowerTwoSigma
2020-03-11,-1.7496586891958001,-5.51816765659047,3.770949534644218,-1.9553054395133385,Below_lower_sigma,NearSMA20LowerTwoSigma,-0.3694533820828873,-10.098517231651917,0.7444146897792676,-9.429277387594958,Standard_range,NearSMA20LowerTwoSigma,-2.3229197252066918,-5.574064924304352,3.2841654993455567,-2.472960942113921,Below_lower_sigma,NearSMA20LowerTwoSigma,-3.094229248180561,-5.288329419021057,4.743667281956155,-0.7955228894770662,Below_lower_sigma,NearSMA20LowerTwoSigma
2020-03-12,-7.407407155831402,-8.262107197748241,-5.51816765659047,-13.324357927199735,Below_lower_sigma,BelowSMA20LowerTwoSigma,-4.109593179530491,-9.45205533139855,-10.098517231651917,-18.59605512666391,Below_lower_sigma,NearSMA20LowerTwoSigma,-5.227608316336246,-8.59001100064317,-5.574064924304352,-13.685263134766787,Below_lower_sigma,NearSMA20LowerTwoSigma,-7.365600741775684,-12.474009753480143,-5.288329419021057,-17.102672444976356,Below_lower_sigma,NearSMA20LowerTwoSigma
2020-03-13,4.192546250427321,4.503104957706988,-8.262107197748241,-4.131053598874121,Above_upper_sigma,NearSMA20LowerTwoSigma,1.3615738511452928,13.767013473715345,-9.45205533139855,3.013692411300126,Standard_range,NearSMA20LowerTwoSigma,3.402639384347013,2.9724892851665836,-8.59001100064317,-5.872858872065336,Above_upper_sigma,NearSMA20LowerTwoSigma,8.449269864725823,9.229723029283932,-12.474009753480143,-4.395603275088292,Above_upper_sigma,NearSMA20LowerTwoSigma
2020-03-16,-10.698362379659729,-7.132243948188986,4.503104957706988,-2.950311421308653,Below_lower_sigma,NearSMA20LowerTwoSigma,-33.51063602121228,-17.42021101630203,13.767013473715345,-6.051440340350631,Below_lower_sigma,BelowSMA20LowerTwoSigma,-9.329479955372639,-10.175671785685628,2.9724892851665836,-7.505653254042269,Below_lower_sigma,NearSMA20LowerTwoSigma,-13.171786407755484,-13.606708131799634,9.229723029283932,-5.632846576483861,Below_lower_sigma,NearSMA20LowerTwoSigma
2020-03-17,0.8000030517578125,4.8000030517578125,-7.132243948188986,-2.6745888236030564,Standard_range,NearSMA20LowerTwoSigma,-0.1610285247101568,4.025770706783441,-17.42021101630203,-14.095738061672739,Standard_range,NearSMA20LowerTwoSigma,5.3541661786089,7.274035698307745,-10.175671785685628,-3.641818085611284,Above_upper_sigma,NearSMA20LowerTwoSigma,0.9708754510920627,0.683209412823981,-13.606708131799634,-13.016461029707592,Standard_range,NearSMA20LowerTwoSigma
2020-03-18,-7.022901141249645,-16.030536796321236,4.8000030517578125,-12.0,Below_lower_sigma,NearSMA20LowerTwoSigma,-3.095981373826107,-11.300311254334485,4.025770706783441,-7.729465167803394,Below_lower_sigma,NearSMA20LowerTwoSigma,-0.9004037956151761,-7.8534907807598655,7.274035698307745,-1.1507208054079,Standard_range,NearSMA20LowerTwoSigma,-6.999996730259486,-14.357144492013113,0.683209412823981,-13.772024441771306,Below_lower_sigma,NearSMA20LowerTwoSigma
2020-03-19,1.2727303938432173,9.818181124600498,-16.030536796321236,-7.786262809629285,Standard_range,NearSMA20LowerTwoSigma,-5.759160833195938,4.013961841585837,-11.300311254334485,-7.739939594478064,Below_lower_sigma,NearSMA20LowerTwoSigma,-5.965379650262288,1.779359840021555,-7.8534907807598655,-6.213872801730947,Below_lower_sigma,NearSMA20LowerTwoSigma,1.45955124333202,6.79733569320669,-14.357144492013113,-8.53571210588729,Standard_range,NearSMA20LowerTwoSigma
2020-03-20,1.6556275705983468,4.304639578210689,9.818181124600498,14.54545801336115,Above_upper_sigma,NearSMA20LowerSigma,2.516776056854829,-0.8389253522849429,4.013961841585837,3.141362345780787,Standard_range,BelowSMA20LowerSigma,-0.8356094766535742,-0.8356094766535742,1.779359840021555,0.9288818639209929,Standard_range,NearSMA20LowerTwoSigma,2.5380695159669413,-1.2338929811359387,6.79733569320669,5.479570864048027,Above_upper_sigma,NearSMA20LowerSigma
2020-03-23,-1.4285738073508307,-1.4285738073508307,4.304639578210689,2.8145708173446833,Below_lower_sigma,NearSMA20LowerSigma,-0.16921263880645485,-7.783418311131192,-0.8389253522849429,-8.557046593929666,Standard_range,BelowSMA20LowerSigma,0.04183332077573795,-2.6474564714038475,-0.8356094766535742,-3.4609435508920927,Standard_range,BelowSMA20LowerSigma,-0.6483808240197515,-6.815849110171186,-1.2338929811359387,-7.965641807531906,Standard_range,NearSMA20LowerSigma
2020-03-24,7.246373695666096,7.89049546067921,-1.4285738073508307,6.34920010190691,Above_upper_sigma,NearSMA20LowerSigma,10.091744122626764,19.266047018985883,-7.783418311131192,9.983071676347798,Above_upper_sigma,NearSMA20LowerSigma,7.427863821169625,8.06629283103913,-2.6474564714038475,5.205284768077552,Above_upper_sigma,NearSMA20LowerSigma,7.764106692406597,16.037338716960463,-6.815849110171186,8.128408798554188,Above_upper_sigma,NearSMA20LowerSigma
