Date,%Gap_VALE,%Gain_VALE,%YesterdaysGain_VALE,%2DaysGain_VALE,NearSigmaFlag_VALE,NearBollingerBandsFlag_VALE,%Gap_EWZ,%Gain_EWZ,%YesterdaysGain_EWZ,%2DaysGain_EWZ,NearSigmaFlag_EWZ,NearBollingerBandsFlag_EWZ,%Gap_XLE,%Gain_XLE,%YesterdaysGain_XLE,%2DaysGain_XLE,NearSigmaFlag_XLE,NearBollingerBandsFlag_XLE,%Gap_BBL,%Gain_BBL,%YesterdaysGain_BBL,%2DaysGain_BBL,NearSigmaFlag_BBL,NearBollingerBandsFlag_BBL
2019-02-13,2.5316390498152463,1.2658195249076232,5.6149741483718465,6.951869112368077,Standard_range,AboveSMA20LowerSigma,-0.2745970933404029,-1.4416500162844796,2.847726610201249,1.3650223427770654,Standard_range,AboveSMA20LowerSigma,0.40599958231329103,1.2492120720274877,1.2650208978930917,2.5300357636907305,Standard_range,NearSMA20UpperSigma,1.5131293412448994,1.201604210122104,0.7623322067716525,1.9730966327854416,Standard_range,NearSMA20UpperSigma
2019-02-14,-0.24999777475992838,1.1666695276896157,1.2658195249076232,2.447256983269882,Standard_range,AboveSMA20LowerSigma,-1.2537750623486288,2.739726755367457,-1.4416500162844796,1.2585794678680722,Standard_range,NearSMA20LowerSigma,-0.3547127398658714,0.35472450636026087,1.2492120720274877,1.6083678397436412,Standard_range,NearSMA20UpperSigma,-0.4837318006100999,0.35180265836089303,1.201604210122104,1.5576341440371833,Standard_range,NearSMA20UpperSigma
2019-02-15,1.235581666295226,1.5650706343497442,1.1666695276896157,2.749999364217137,Standard_range,AboveSMA20LowerSigma,0.5649717514124294,0.4519791252868997,2.739726755367457,3.2040888736785176,Standard_range,NearSMA20UpperSigma,1.0450289048178214,1.6136515393918645,0.35472450636026087,1.9741000632096077,Standard_range,NearSMA20UpperTwoSigma,1.2269968904031778,1.796668943449202,0.35180265836089303,2.1547923309150936,Standard_range,AboveSMA20UpperSigma
2019-02-19,-1.3787516410855725,-1.1354448028307487,1.5650706343497442,0.4118553183406413,Standard_range,AboveSMA20LowerSigma,-0.7199093123323883,-0.6749139075621201,0.4519791252868997,-0.2259852522510593,Standard_range,BelowSMA20UpperSigma,-0.4990953075417808,0.3024757107296491,1.6136515393918645,1.9210081540839892,Standard_range,NearSMA20UpperTwoSigma,-0.043048769173056896,0.9255280104374587,1.796668943449202,2.7388256282131134,Standard_range,AboveSMA20UpperSigma
2019-02-20,-0.9023762138126792,0.3281375162423885,-1.1354448028307487,-0.8110331069626722,Standard_range,AboveSMA20LowerSigma,-0.045301148521927986,-0.8833594357116826,-0.6749139075621201,-1.5523114275884222,Standard_range,BelowSMA20UpperSigma,-0.15078177711285165,0.4221935774808618,0.3024757107296491,0.7259463212346511,Standard_range,NearSMA20UpperTwoSigma,0.34122382063291595,1.5355112605569246,0.9255280104374587,2.4752508578142587,Standard_range,NearSMA20UpperTwoSigma
2019-02-21,-1.5535534545781204,-1.6353214779316794,0.3281375162423885,-1.312550064969554,Standard_range,AboveSMA20LowerSigma,-0.7769656435763277,-0.479888237037068,-0.8833594357116826,-1.3590085347260132,Standard_range,AboveSMA20LowerSigma,-0.3153139478738217,-1.5465447490920046,0.4221935774808618,-1.130880584214677,Standard_range,NearSMA20UpperTwoSigma,-1.9743802338911771,-1.72232657910517,1.5355112605569246,-0.21326183711397037,Standard_range,NearSMA20UpperSigma
2019-02-22,1.1637601532030508,3.9069017245333475,-1.6353214779316794,2.2076898435786916,Standard_range,BelowSMA20UpperSigma,0.964413297360431,1.3777320306076248,-0.479888237037068,0.8912322196177788,Standard_range,BelowSMA20UpperSigma,0.7472897148849755,0.2897703862903142,-1.5465447490920046,-1.2612557914952869,Standard_range,NearSMA20UpperSigma,2.1158321102768043,1.859369341444178,-1.72232657910517,0.10501834996758189,Standard_range,NearSMA20UpperTwoSigma
2019-02-25,0.5599975585937642,0.40000152587890625,3.9069017245333475,4.322530916924976,Standard_range,NearSMA20UpperSigma,0.8833507954010738,-0.5209588878468674,1.3777320306076248,0.8495957252965938,Standard_range,NearSMA20UpperSigma,-0.3193416630942554,0.1672758618889364,0.2897703862903142,0.4575309640904166,Standard_range,NearSMA20UpperSigma,-0.734365243897705,-0.3986542746900599,1.859369341444178,1.4533026113921745,Standard_range,NearSMA20UpperTwoSigma
2019-02-26,-0.7968157764933951,-0.2390416933486499,0.40000152587890625,0.160003662109375,Standard_range,NearSMA20UpperSigma,0.40983677750480346,0.40983677750480346,-0.5209588878468674,-0.11325719146014046,Standard_range,BelowSMA20UpperSigma,-0.09109637997000827,-0.31880837363947584,0.1672758618889364,-0.15206580120531898,Standard_range,NearSMA20UpperSigma,0.6109060319627746,1.0322263559492562,-0.3986542746900599,0.6294570667667271,Standard_range,NearSMA20UpperTwoSigma
2019-02-27,-0.15974805936424355,-0.23962208904636534,-0.2390416933486499,-0.47809098569572134,Standard_range,NearSMA20UpperSigma,-0.31745894442736844,0.13605754051495703,0.40983677750480346,0.5464519318593593,Standard_range,AboveSMA20LowerSigma,0.4873586307898456,0.380749293415389,-0.31880837363947584,0.06072705914593177,Standard_range,NearSMA20UpperSigma,0.45871815033948105,-0.3336110309975179,1.0322263559492562,0.6951717039634278,Standard_range,NearSMA20UpperTwoSigma
2019-02-28,-0.6405118108252192,-0.08006588522892079,-0.23962208904636534,-0.3194961187284871,Standard_range,NearSMA20UpperSigma,-0.8378599029964637,-2.6268112577452563,0.13605754051495703,-2.4943276920215576,Standard_range,AboveSMA20LowerSigma,0.015163869337915368,-1.001370998995712,0.380749293415389,-0.6244344185834657,Standard_range,NearSMA20UpperSigma,-2.217568149607641,-2.9916324853559115,-0.3336110309975179,-3.315263100375377,Below_lower_sigma,NearSMA20UpperSigma
2019-03-01,-3.525637792647354,-0.7211474536436321,-0.08006588522892079,-0.8006359457799872,Below_lower_sigma,AboveSMA20LowerSigma,-0.9302361066951474,-1.5116314555323567,-2.6268112577452563,-4.09873500802807,Standard_range,NearSMA20LowerTwoSigma,0.5363961289212165,1.8390757827466475,-1.001370998995712,0.8192888122129572,Standard_range,BelowSMA20UpperSigma,0.30191803509439297,-0.8626217821769147,-2.9916324853559115,-3.8284477940714656,Standard_range,BelowSMA20UpperSigma
2019-03-04,-2.9055738529141752,0.24212858869981513,-0.7211474536436321,-0.48076496909576893,Below_lower_sigma,AboveSMA20LowerSigma,0.023617795964238075,0.047226584378511155,-1.5116314555323567,-1.4651187630586846,Standard_range,NearSMA20LowerTwoSigma,0.36118209809851826,0.18059104904925913,1.8390757827466475,2.0229880380447796,Standard_range,AboveSMA20UpperSigma,0.23928781255290124,0.2610374781341592,-0.8626217821769147,-0.6038360701887859,Standard_range,BelowSMA20UpperSigma
2019-03-05,-0.5636046247521659,1.932365295039357,0.24212858869981513,2.179172692556576,Standard_range,NearSMA20UpperSigma,-0.04720429140400096,0.7552506558677342,0.047226584378511155,0.802833919334508,Standard_range,NearSMA20LowerTwoSigma,0.13520199443857592,-0.3304810300610982,0.18059104904925913,-0.1504868001709352,Standard_range,NearSMA20UpperSigma,0.08678870773468148,0.08678870773468148,0.2610374781341592,0.34805273692281646,Standard_range,BelowSMA20UpperSigma
2019-03-06,1.026857156459539,-1.342812625141507,1.932365295039357,0.5636046247522088,Standard_range,AboveSMA20UpperSigma,0.0,-2.7875349379010173,0.7552506558677342,-2.053337157934323,Standard_range,NearSMA20LowerSigma,-0.8138672614106595,-1.2660080741648456,-0.3304810300610982,-1.5923051877017873,Standard_range,BelowSMA20UpperSigma,1.7775843829125713,-1.6908742404407051,0.08678870773468148,-1.6055530206087207,Standard_range,NearSMA20UpperSigma
2019-03-07,0.8807094665119957,0.8807094665119957,-1.342812625141507,-0.4739294365366506,Standard_range,NearSMA20UpperSigma,0.38554180099303464,-0.7710836019860693,-2.7875349379010173,-3.537124315081299,Standard_range,NearSMA20LowerTwoSigma,0.06106077579445101,-0.5953280063056926,-1.2660080741648456,-1.8537991798429436,Standard_range,BelowSMA20UpperSigma,-0.04409907728404619,-0.3307607441598553,-1.6908742404407051,-2.0160422363800716,Standard_range,NearSMA20LowerSigma
2019-03-08,-1.5873075943203072,-0.07936689348473841,0.8807094665119957,0.8006435812830608,Standard_range,BelowSMA20UpperSigma,-0.048568376919506925,1.1898928123804433,-0.7710836019860693,0.4096341420368976,Standard_range,NearSMA20LowerTwoSigma,-1.6124124807610274,-1.8734661689908474,-0.5953280063056926,-2.457640906503875,Standard_range,NearSMA20LowerSigma,-1.6371718273809006,-0.28761297770115374,-0.3307607441598553,-0.6174224110356644,Standard_range,NearSMA20LowerTwoSigma
2019-03-11,1.350278588034819,3.17712163369635,-0.07936689348473841,3.0952331574687157,Standard_range,NearSMA20UpperSigma,1.4398903652112776,3.359735030951505,1.1898928123804433,4.589605088980267,Standard_range,NearSMA20LowerSigma,0.7355261494207929,1.564945189547467,-1.8734661689908474,-0.33783969813280185,Standard_range,NearSMA20LowerSigma,0.6656295520121746,1.331259104024349,-0.28761297770115374,1.0398172523731932,Standard_range,NearSMA20LowerSigma
2019-03-12,-0.076984057413691,0.4618970028783492,3.17712163369635,3.653693666178543,Standard_range,NearSMA20UpperTwoSigma,0.23217663067016622,0.4875762385898025,3.359735030951505,3.863692539231805,Standard_range,AboveSMA20LowerSigma,0.16949246188800118,0.6471466241458222,1.564945189547467,2.222219303657178,Standard_range,AboveSMA20LowerSigma,-0.17516535923975343,0.26276056797311353,1.331259104024349,1.5975176959803907,Standard_range,NearSMA20LowerSigma
2019-03-13,-0.1532602105084385,1.762448573752676,0.4618970028783492,2.232486273770461,Standard_range,NearSMA20UpperTwoSigma,-0.36968542496506,1.0859547919579526,0.4875762385898025,1.5788258880751693,Standard_range,AboveSMA20LowerSigma,0.6276847275335529,1.0104158989481316,0.6471466241458222,1.6641013954738295,Standard_range,BelowSMA20UpperSigma,1.5287196963171137,1.4631975443313798,0.26276056797311353,1.7298028184825474,Standard_range,BelowSMA20UpperSigma
2019-03-14,-1.2801210821704623,-0.9789165440881696,1.762448573752676,0.7662791289949957,Standard_range,NearSMA20UpperTwoSigma,-0.4571446010044643,-1.2342878069196428,1.0859547919579526,-0.1617368225474868,Standard_range,BelowSMA20UpperSigma,0.0909329426207813,-0.6729316195603356,1.0104158989481316,0.3306848713147093,Standard_range,BelowSMA20UpperSigma,-0.9900970588404338,-1.2053326939924673,1.4631975443313798,0.2402284519593914,Standard_range,AboveSMA20LowerSigma
2019-03-15,0.30418222823872426,0.38022959836749715,-0.9789165440881696,-0.6024090761646119,Standard_range,NearSMA20UpperTwoSigma,0.5785697877735816,1.1108529331323382,-1.2342878069196428,-0.13714599609376624,Standard_range,BelowSMA20UpperSigma,-0.08544874910970165,-0.03967424669889226,-0.6729316195603356,-0.7123388857083687,Standard_range,AboveSMA20LowerSigma,-0.6100274176162548,-0.5010966215413205,-1.2053326939924673,-1.7003894341258585,Standard_range,NearSMA20LowerSigma
2019-03-18,-0.6060600368335035,0.6060600368335035,0.38022959836749715,0.9885940548449187,Standard_range,AboveSMA20UpperSigma,0.13733434464871355,1.6250925188536935,1.1108529331323382,2.753997839897832,Standard_range,BelowSMA20UpperSigma,0.12210990543673828,1.3890947993292282,-0.03967424669889226,1.3488694397327685,Standard_range,AboveSMA20LowerSigma,1.7298028184825474,2.4085884232996073,-0.5010966215413205,1.8954224465422969,Standard_range,BelowSMA20UpperSigma
2019-03-19,1.0542194739293813,3.1626512405055367,0.6060600368335035,3.7878788426121632,Standard_range,NearSMA20UpperTwoSigma,0.29278659673515073,-0.11261948207068173,1.6250925188536935,1.5106428660051094,Standard_range,NearSMA20UpperSigma,0.4968410721953015,-0.2710031769617549,1.3890947993292282,1.1143271313302805,Standard_range,NearSMA20UpperTwoSigma,1.9670689757125899,-0.40624037812564356,2.4085884232996073,1.992563386455661,Standard_range,NearSMA20UpperSigma
2019-03-20,-1.0218933693251417,-1.5328470151142066,3.1626512405055367,1.5813256202527683,Standard_range,NearSMA20UpperTwoSigma,-0.4509514207962864,-0.7666294572395056,-0.11261948207068173,-0.878385565186043,Standard_range,NearSMA20UpperSigma,-0.09057602736815021,0.8756066572458692,-0.2710031769617549,0.6022305584252892,Standard_range,NearSMA20UpperSigma,-0.47230831269837165,1.0519490006607337,-0.40624037812564356,0.641435180937117,Standard_range,AboveSMA20LowerSigma
2019-03-21,0.4447770247198891,-0.22238497761445683,-1.5328470151142066,-1.7518231712372379,Standard_range,NearSMA20UpperTwoSigma,-0.5907710326041781,-2.294929243473821,-0.7666294572395056,-3.043965097110052,Standard_range,BelowSMA20UpperSigma,-0.2993070175929363,0.7033840509573224,0.8756066572458692,1.5851495857793794,Standard_range,NearSMA20UpperSigma,0.21244630288809943,0.5523733544002092,1.0519490006607337,1.610133041042472,Standard_range,NearSMA20UpperSigma
2019-03-22,-1.9316510263370694,-4.754831660541811,-0.22238497761445683,-4.966642606832368,Standard_range,NearSMA20UpperSigma,-3.767439376476199,-5.976743476335392,-2.294929243473821,-8.134510685963377,Below_lower_sigma,NearSMA20LowerTwoSigma,-0.9065248953069984,-2.704710462270553,0.7033840509573224,-2.0203509133294153,Standard_range,NearSMA20UpperSigma,-1.2888243962655461,-2.4931338675789916,0.5523733544002092,-1.9545319203528162,Standard_range,BelowSMA20UpperSigma
2019-03-25,0.0,0.3120121903682621,-4.754831660541811,-4.457655124585929,Standard_range,AboveSMA20LowerSigma,0.37101539635581776,1.2614353640455127,-5.976743476335392,-4.790700868118657,Standard_range,NearSMA20LowerTwoSigma,-0.42767492603670965,0.045820648751398976,-2.704710462270553,-2.660129129399813,Standard_range,NearSMA20LowerSigma,0.19501657554100504,0.8884070072721436,-2.4931338675789916,-1.6268760362870949,Standard_range,AboveSMA20LowerSigma
2019-03-26,1.1664119456387827,1.2441742251785304,0.3120121903682621,1.5600683907987694,Standard_range,BelowSMA20UpperSigma,1.172446405318604,1.6609680703119536,1.2614353640455127,2.9433554729818856,Standard_range,NearSMA20LowerSigma,1.1603086049320133,1.4351182311545803,0.045820648751398976,1.4815964603898437,Standard_range,NearSMA20UpperSigma,1.3316127869369563,1.5249120780308756,0.8884070072721436,2.426866511058985,Standard_range,NearSMA20UpperSigma
2019-03-27,-1.5361041160347522,-2.6881748783735815,1.2441742251785304,-1.4774462321594997,Standard_range,AboveSMA20LowerSigma,-3.0273867224151414,-5.62229748351874,1.6609680703119536,-4.054713979225985,Below_lower_sigma,NearSMA20LowerTwoSigma,-0.07526046044611516,-0.7074069889109671,1.4351182311545803,0.7175591155772901,Standard_range,NearSMA20UpperSigma,0.5288766608398451,0.6346503790043325,1.5249120780308756,2.169240317317914,Standard_range,NearSMA20UpperTwoSigma
2019-03-28,0.2367776857975229,-0.3157060900723042,-2.6881748783735815,-2.9953942366430666,Standard_range,AboveSMA20LowerSigma,-0.10182561627564589,3.56415878153436,-5.62229748351874,-2.2585263114671985,Standard_range,NearSMA20LowerTwoSigma,-0.4244334911562863,0.37896012638172183,-0.7074069889109671,-0.3311276529484554,Standard_range,AboveSMA20LowerSigma,0.5255413109182778,0.37839038539108066,0.6346503790043325,1.0154422204104137,Standard_range,NearSMA20UpperTwoSigma
2019-03-29,2.0585924507202207,3.4045946261245597,-0.3157060900723042,3.078140023475306,Standard_range,AboveSMA20LowerSigma,1.0078658906989841,0.7620486011932839,3.56415878153436,4.353368004866634,Standard_range,NearSMA20LowerSigma,0.966474445561241,-0.15100947187815827,0.37896012638172183,0.22737838881808572,Standard_range,NearSMA20UpperSigma,1.4240844087450917,1.1099450875327372,0.37839038539108066,1.4925353984181626,Standard_range,NearSMA20UpperTwoSigma
2019-04-01,4.058190780569259,3.981619352081298,3.4045946261245597,7.521771976699554,Above_upper_sigma,NearSMA20UpperTwoSigma,2.073672698988012,1.9760856926709143,0.7620486011932839,2.7531930272435776,Standard_range,AboveSMA20LowerSigma,0.6654488713469746,1.31578203425358,-0.15100947187815827,1.1627856068744276,Standard_range,NearSMA20UpperSigma,3.4797024599266995,3.0447416277348256,1.1099450875327372,4.18848167539267,Above_upper_sigma,AboveSMA20UpperTwoSigma
2019-04-02,1.1782021230559976,-0.8100122039413706,3.981619352081298,3.139355545473578,Standard_range,NearSMA20UpperTwoSigma,0.6220146913302973,-0.07176741589573428,1.9760856926709143,1.9029000911376648,Standard_range,AboveSMA20LowerSigma,0.25377788290957487,-0.6866683074212179,1.31578203425358,0.6200786686084006,Standard_range,NearSMA20UpperTwoSigma,-0.02009712870995603,0.20100195803233498,3.0447416277348256,3.2518635760559333,Standard_range,NearSMA20UpperTwoSigma
2019-04-03,1.7074947117804404,-0.9651084770883467,-0.8100122039413706,-1.7673031845840288,Standard_range,NearSMA20UpperTwoSigma,1.0533842994660612,-1.412497357246806,-0.07176741589573428,-1.4832510602896487,Standard_range,AboveSMA20LowerSigma,0.28558912504501033,-0.9619711429298803,-0.6866683074212179,-1.6420338993860608,Standard_range,NearSMA20UpperSigma,1.444335491959765,0.6820464653863467,0.20100195803233498,0.8844193501687985,Standard_range,NearSMA20UpperTwoSigma
2019-04-04,0.0,0.9745135903592821,-0.9651084770883467,0.0,Standard_range,NearSMA20UpperSigma,-0.2671214413219343,2.234089757473056,-1.412497357246806,0.7900359414434217,Standard_range,NearSMA20LowerSigma,0.06070862937908608,0.8347291802285554,-0.9619711429298803,-0.13527181653673875,Standard_range,BelowSMA20UpperSigma,-0.4184082291663913,-0.4781786617579374,0.6820464653863467,0.20060640296765755,Standard_range,NearSMA20UpperTwoSigma
2019-04-05,-0.07424074746541763,-0.5939118197486194,0.9745135903592821,0.3748140192124624,Standard_range,NearSMA20UpperSigma,-0.26127505852976435,0.45131222872383664,2.234089757473056,2.695484706473035,Standard_range,AboveSMA20LowerSigma,0.27092158121836973,1.760984536352387,0.8347291802285554,2.6104131683651883,Standard_range,NearSMA20UpperSigma,0.7207219316374185,0.520517152276221,-0.4781786617579374,0.039849488565308684,Standard_range,NearSMA20UpperTwoSigma
2019-04-08,1.3442819035566913,3.211346829545797,-0.5939118197486194,2.598362441403383,Standard_range,NearSMA20UpperSigma,0.26011021038113596,0.8512664993094937,0.45131222872383664,1.3064205978437435,Standard_range,BelowSMA20UpperSigma,0.14790485611352486,0.4437258527577649,1.760984536352387,2.212524332761014,Standard_range,NearSMA20UpperTwoSigma,1.0356511994529811,1.334399513760945,0.520517152276221,1.8618624443861822,Standard_range,NearSMA20UpperTwoSigma
2019-04-09,-0.5788706618858865,-1.8089725435640092,3.211346829545797,1.3442819035566913,Standard_range,NearSMA20UpperTwoSigma,-0.8909755088394539,-1.3364587911640702,0.8512664993094937,-0.4965691178208328,Standard_range,AboveSMA20LowerSigma,-0.2945141611710912,-1.2222084910853714,0.4437258527577649,-0.783905893377153,Standard_range,NearSMA20UpperTwoSigma,-0.47170140217862094,-0.9630535931216091,1.334399513760945,0.3584949381754639,Standard_range,NearSMA20UpperTwoSigma
2019-04-10,0.22108096772434327,-0.07368662809428925,-1.8089725435640092,-1.8813262007877944,Standard_range,NearSMA20UpperSigma,0.5228075010289167,0.4039880264925637,-1.3364587911640702,-0.9378698981668167,Standard_range,BelowSMA20UpperSigma,0.2236158643177959,0.372689316004554,-1.2222084910853714,-0.8540742155463932,Standard_range,NearSMA20UpperSigma,0.6747373619888086,0.7541200093630038,-0.9630535931216091,-0.21619616360522473,Standard_range,NearSMA20UpperTwoSigma
2019-04-11,-1.1061988758318189,-1.1799468741531964,-0.07368662809428925,-1.2527640391826182,Standard_range,BelowSMA20UpperSigma,-0.686392699473003,-1.8461509569156807,0.4039880264925637,-1.449621159240034,Standard_range,AboveSMA20LowerSigma,-0.08912102533258064,0.07425430120844258,0.372689316004554,0.44722035506027424,Standard_range,NearSMA20UpperSigma,-1.359067599936314,-1.3196808698080866,0.7541200093630038,-0.5755128379440414,Standard_range,NearSMA20UpperSigma
2019-04-12,0.5970143730110863,-1.1940287460221328,-1.1799468741531964,-2.3598867153101506,Standard_range,BelowSMA20UpperSigma,-1.205690825372786,-2.773092577833804,-1.8461509569156807,-4.568048059587648,Standard_range,NearSMA20LowerSigma,1.4395981897341499,0.26714204884692305,0.07425430120844258,0.3415947145169709,Standard_range,NearSMA20UpperTwoSigma,1.377250423994872,0.7385284587846075,-1.3196808698080866,-0.5908986298121481,Standard_range,NearSMA20UpperSigma
2019-04-15,0.4531753825825933,0.3021145207289472,-1.1940287460221328,-0.8955215595165964,Standard_range,BelowSMA20UpperSigma,1.3888923053808993,0.7440457324682398,-2.773092577833804,-2.04967992234833,Standard_range,NearSMA20LowerSigma,-0.11840468405994022,-0.5920572986070144,0.26714204884692305,-0.3264968837579378,Standard_range,NearSMA20UpperSigma,-0.9708770885977211,-1.4464028622548903,0.7385284587846075,-0.7185565002367104,Standard_range,NearSMA20UpperSigma
2019-04-16,-1.3554168307290397,2.1837346964173934,0.3021145207289472,2.492446596758414,Standard_range,AboveSMA20LowerSigma,-0.46774650838270826,0.4185179421783162,0.7440457324682398,1.1656776395349475,Standard_range,NearSMA20LowerSigma,0.35735236849746377,0.6551441155741881,-0.5920572986070144,0.05920798841452232,Standard_range,NearSMA20UpperSigma,0.0,-0.9248148042766493,-1.4464028622548903,-2.3578411187319253,Standard_range,BelowSMA20UpperSigma
2019-04-17,0.8106161593615558,-2.2107534547327394,2.1837346964173934,-0.0752957485585909,Standard_range,NearSMA20UpperSigma,0.6374070009746696,-1.8141742139189405,0.4185179421783162,-1.4032489163282476,Standard_range,AboveSMA20LowerSigma,0.6065143067515516,-0.13313068035804432,0.6551441155741881,0.5211412373977541,Standard_range,NearSMA20UpperTwoSigma,-1.1363587103598283,-0.710224193974898,-0.9248148042766493,-1.628470739762113,Standard_range,AboveSMA20LowerSigma
2019-04-18,0.5275033339073106,0.37678398896585097,-2.2107534547327394,-1.8422992308198307,Standard_range,BelowSMA20UpperSigma,0.3495615288773363,1.0237199880710937,-1.8141742139189405,-0.8090262898941667,Standard_range,NearSMA20LowerSigma,0.2814320930227827,-0.4740033842370227,-0.13313068035804432,-0.6065030206647121,Standard_range,NearSMA20UpperSigma,-0.40874874656049653,-0.42918267558327133,-0.710224193974898,-1.1363587103598283,Standard_range,AboveSMA20LowerSigma
