Date,%Gap_FCX,%Gain_FCX,%YesterdaysGain_FCX,%2DaysGain_FCX,NearSigmaFlag_FCX,NearBollingerBandsFlag_FCX,%Gap_XLE,%Gain_XLE,%YesterdaysGain_XLE,%2DaysGain_XLE,NearSigmaFlag_XLE,NearBollingerBandsFlag_XLE,%Gap_CPER,%Gain_CPER,%YesterdaysGain_CPER,%2DaysGain_CPER,NearSigmaFlag_CPER,NearBollingerBandsFlag_CPER
2019-02-20,4.201682080394234,1.9862507704435415,6.596094765718016,8.71336051926482,Above_upper_sigma,AboveSMA20UpperTwoSigma,-0.15078177711285165,0.4221935774808618,0.3024757107296491,0.7259463212346511,Standard_range,NearSMA20UpperTwoSigma,0.6121347498873384,1.4468571998698716,2.1603135728835965,3.6384274252225004,Standard_range,NearSMA20UpperTwoSigma
2019-02-21,-1.1985078390597974,-2.4719094702357314,1.9862507704435415,-0.534757020689414,Standard_range,NearSMA20UpperTwoSigma,-0.3153139478738217,-1.5465447490920046,0.4221935774808618,-1.130880584214677,Standard_range,NearSMA20UpperTwoSigma,-0.3839807821280487,-0.3291248900109544,1.4468571998698716,1.1129703426912296,Standard_range,NearSMA20UpperTwoSigma
2019-02-22,2.9185802412165875,1.5360967913474934,-2.4719094702357314,-0.9737836009455438,Above_upper_sigma,NearSMA20UpperTwoSigma,0.7472897148849755,0.2897703862903142,-1.5465447490920046,-1.2612557914952869,Standard_range,NearSMA20UpperSigma,0.9356085612555456,1.485968390918921,-0.3291248900109544,1.1519528090757574,Standard_range,NearSMA20UpperTwoSigma
2019-02-25,0.22692687114395832,0.30257156615033354,1.5360967913474934,1.843316149616992,Standard_range,NearSMA20UpperTwoSigma,-0.3193416630942554,0.1672758618889364,0.2897703862903142,0.4575309640904166,Standard_range,NearSMA20UpperSigma,0.16268318019549638,-0.10846234915629303,1.485968390918921,1.3758943255381173,Standard_range,NearSMA20UpperTwoSigma
2019-02-26,-0.6033176645940567,-0.6033176645940567,0.30257156615033354,-0.302571566150347,Standard_range,NearSMA20UpperSigma,-0.09109637997000827,-0.31880837363947584,0.1672758618889364,-0.15206580120531898,Standard_range,NearSMA20UpperSigma,0.10858011770267004,0.05429005885133502,-0.10846234915629303,-0.05423117457814652,Standard_range,NearSMA20UpperTwoSigma
2019-02-27,0.5311054112550488,-0.1517485379405942,-0.6033176645940567,-0.7541506767994921,Standard_range,NearSMA20UpperSigma,0.4873586307898456,0.380749293415389,-0.31880837363947584,0.06072705914593177,Standard_range,NearSMA20UpperSigma,0.9224095142646493,0.6511065105683465,0.05429005885133502,0.7057500555274538,Standard_range,NearSMA20UpperTwoSigma
2019-02-28,-0.7598740802043008,-1.9756856527089268,-0.1517485379405942,-2.1244361165572334,Standard_range,NearSMA20UpperSigma,0.015163869337915368,-1.001370998995712,0.380749293415389,-0.6244344185834657,Standard_range,NearSMA20UpperSigma,-0.1617184934268959,-0.7547137218676347,0.6511065105683465,-0.10852120147852115,Standard_range,NearSMA20UpperTwoSigma
2019-03-01,0.6201544656725428,-0.2325560764210904,-1.9756856527089268,-2.203647152093663,Standard_range,NearSMA20UpperSigma,0.5363961289212165,1.8390757827466475,-1.001370998995712,0.8192888122129572,Standard_range,BelowSMA20UpperSigma,0.8690920626737567,-0.8147725137073007,-0.7547137218676347,-1.5633370356119807,Standard_range,NearSMA20UpperTwoSigma
2019-03-04,0.0,-0.6993018911280352,-0.2325560764210904,-0.9302316985087797,Standard_range,NearSMA20UpperSigma,0.36118209809851826,0.18059104904925913,1.8390757827466475,2.0229880380447796,Standard_range,AboveSMA20UpperSigma,0.10953153073915958,-0.21906306147839702,-0.8147725137073007,-1.032050709573086,Standard_range,NearSMA20UpperSigma
2019-03-05,0.7042265607854337,0.4694868612704569,-0.6993018911280352,-0.23309816035704026,Standard_range,BelowSMA20UpperSigma,0.13520199443857592,-0.3304810300610982,0.18059104904925913,-0.1504868001709352,Standard_range,NearSMA20UpperSigma,0.8232795363991315,0.8232795363991315,-0.21906306147839702,0.6024129735637735,Standard_range,NearSMA20UpperSigma
2019-03-06,0.31152617895386386,-2.3364500558389674,0.4694868612704569,-1.8779325206008206,Standard_range,BelowSMA20UpperSigma,-0.8138672614106595,-1.2660080741648456,-0.3304810300610982,-1.5923051877017873,Standard_range,BelowSMA20UpperSigma,-0.27218912425083097,-0.43549221584789644,0.8232795363991315,0.3842020022555484,Standard_range,NearSMA20UpperSigma
2019-03-07,-0.31897896311569507,-1.8341271366506546,-2.3364500558389674,-4.1277237279811905,Standard_range,AboveSMA20LowerSigma,0.06106077579445101,-0.5953280063056926,-1.2660080741648456,-1.8537991798429436,Standard_range,BelowSMA20UpperSigma,-0.4920729802232255,-0.27337967143966124,-0.43549221584789644,-0.7076813400987273,Standard_range,BelowSMA20UpperSigma
2019-03-08,-1.7871670148623668,-1.7871670148623668,-1.8341271366506546,-3.5885152363161614,Standard_range,NearSMA20LowerSigma,-1.6124124807610274,-1.8734661689908474,-0.5953280063056926,-2.457640906503875,Standard_range,NearSMA20LowerSigma,-1.0416696076853602,-0.5482477123057151,-0.27337967143966124,-0.8201285859507995,Standard_range,BelowSMA20UpperSigma
2019-03-11,0.3308516240544899,2.2332464903365734,-1.7871670148623668,0.4061676308383401,Standard_range,NearSMA20LowerSigma,0.7355261494207929,1.564945189547467,-1.8734661689908474,-0.33783969813280185,Standard_range,NearSMA20LowerSigma,-0.05512805522775322,0.2756402761386486,-0.5482477123057151,-0.27411862767518985,Standard_range,BelowSMA20UpperSigma
2019-03-12,1.456313189123267,2.346278073692007,2.2332464903365734,4.631922736762844,Standard_range,AboveSMA20LowerSigma,0.16949246188800118,0.6471466241458222,1.564945189547467,2.222219303657178,Standard_range,AboveSMA20LowerSigma,1.5942770734708784,0.8246267956365653,0.2756402761386486,1.10254007535182,Above_upper_sigma,NearSMA20UpperSigma
2019-03-13,1.185775310102494,0.07905319512570531,2.346278073692007,2.4271860766014997,Standard_range,BelowSMA20UpperSigma,0.6276847275335529,1.0104158989481316,0.6471466241458222,1.6641013954738295,Standard_range,BelowSMA20UpperSigma,-0.05452687458363186,0.0,0.8246267956365653,0.8246267956365653,Standard_range,BelowSMA20UpperSigma
2019-03-14,-1.2638218747278713,-2.6856252502829996,0.07905319512570531,-2.608695127726746,Standard_range,NearSMA20LowerSigma,0.0909329426207813,-0.6729316195603356,1.0104158989481316,0.3306848713147093,Standard_range,BelowSMA20UpperSigma,-0.8724091934619335,-1.3631406647765127,0.0,-1.3631406647765127,Standard_range,BelowSMA20UpperSigma
2019-03-15,0.0,0.2435120729598026,-2.6856252502829996,-2.448652999042093,Standard_range,NearSMA20LowerSigma,-0.08544874910970165,-0.03967424669889226,-0.6729316195603356,-0.7123388857083687,Standard_range,AboveSMA20LowerSigma,0.44223285257745115,0.663344007034732,-1.3631406647765127,-0.7088389696490291,Standard_range,AboveSMA20LowerSigma
2019-03-18,1.4574845825230818,2.1862307348141314,0.2435120729598026,2.4350665435559646,Standard_range,AboveSMA20LowerSigma,0.12210990543673828,1.3890947993292282,-0.03967424669889226,1.3488694397327685,Standard_range,AboveSMA20LowerSigma,0.32949684957523,0.10983228319174333,0.663344007034732,0.7739048560948171,Standard_range,BelowSMA20UpperSigma
2019-03-19,1.4263098796201534,0.47543914548965427,2.1862307348141314,2.672064077027818,Standard_range,BelowSMA20UpperSigma,0.4968410721953015,-0.2710031769617549,1.3890947993292282,1.1143271313302805,Standard_range,NearSMA20UpperTwoSigma,0.2742794605854713,0.21942356846837702,0.10983228319174333,0.32949684957523,Standard_range,BelowSMA20UpperSigma
2019-03-20,-0.39432326128929346,1.1040961063013182,0.47543914548965427,1.584784556884156,Standard_range,AboveSMA20LowerSigma,-0.09057602736815021,0.8756066572458692,-0.2710031769617549,0.6022305584252892,Standard_range,NearSMA20UpperSigma,0.05473578889586962,0.43787587138269307,0.21942356846837702,0.65826024271352,Standard_range,AboveSMA20LowerSigma
2019-03-21,-0.8580316637734219,0.7800341953993638,1.1040961063013182,1.8927426288799052,Standard_range,AboveSMA20LowerSigma,-0.2993070175929363,0.7033840509573224,0.8756066572458692,1.5851495857793794,Standard_range,NearSMA20UpperSigma,-0.38146971863230117,-0.7629498315348647,0.43787587138269307,-0.32841473337521776,Standard_range,AboveSMA20LowerSigma
2019-03-22,-1.4705923601829916,-5.727552374213533,0.7800341953993638,-4.992195045892443,Standard_range,BelowSMA20UpperSigma,-0.9065248953069984,-2.704710462270553,0.7033840509573224,-2.0203509133294153,Standard_range,NearSMA20UpperSigma,-0.9335429845807456,-2.0318448681321306,-0.7629498315348647,-2.7792927426685314,Standard_range,NearSMA20LowerTwoSigma
2019-03-25,0.24630322019322998,1.6420345176851137,-5.727552374213533,-4.179566243531499,Standard_range,NearSMA20LowerSigma,-0.42767492603670965,0.045820648751398976,-2.704710462270553,-2.660129129399813,Standard_range,NearSMA20LowerSigma,-0.3363198734820595,0.11211018829935708,-2.0318448681321306,-1.922012584940387,Standard_range,BelowSMA20LowerTwoSigma
2019-03-26,0.8885271054960219,2.5848117275132187,1.6420345176851137,4.269289745981272,Standard_range,AboveSMA20LowerSigma,1.1603086049320133,1.4351182311545803,0.045820648751398976,1.4815964603898437,Standard_range,NearSMA20UpperSigma,0.27995092582229575,0.11197396266295762,0.11211018829935708,0.2242096851827024,Standard_range,NearSMA20LowerTwoSigma
2019-03-27,0.31496033428162606,0.07874196088208117,2.5848117275132187,2.6655890198346537,Standard_range,BelowSMA20UpperSigma,-0.07526046044611516,-0.7074069889109671,1.4351182311545803,0.7175591155772901,Standard_range,NearSMA20UpperSigma,0.22371877743213897,0.11185938871606949,0.11197396266295762,0.22395860476918306,Standard_range,NearSMA20LowerTwoSigma
2019-03-28,-0.3933925301714865,0.1573525100655409,0.07874196088208117,0.23621837339954485,Standard_range,BelowSMA20UpperSigma,-0.4244334911562863,0.37896012638172183,-0.7074069889109671,-0.3311276529484554,Standard_range,AboveSMA20LowerSigma,0.33519255430749123,0.5586613608986063,0.11185938871606949,0.6711456647979699,Standard_range,NearSMA20LowerSigma
2019-03-29,2.5137522388498015,1.256879865200041,0.1573525100655409,1.4162101072819824,Above_upper_sigma,NearSMA20UpperTwoSigma,0.966474445561241,-0.15100947187815827,0.37896012638172183,0.22737838881808572,Standard_range,NearSMA20UpperSigma,2.222220102946003,1.7777760823567708,0.5586613608986063,2.3463691913108016,Above_upper_sigma,NearSMA20UpperSigma
2019-04-01,2.094643110147161,1.6291701516963737,1.256879865200041,2.9065267285029357,Standard_range,NearSMA20UpperTwoSigma,0.6654488713469746,1.31578203425358,-0.15100947187815827,1.1627856068744276,Standard_range,NearSMA20UpperSigma,0.4366808135300539,-0.10917280620546309,1.7777760823567708,1.6666624281141493,Standard_range,NearSMA20UpperSigma
2019-04-02,0.3816735542333913,0.15266796570207342,1.6291701516963737,1.7843253383268678,Standard_range,NearSMA20UpperTwoSigma,0.25377788290957487,-0.6866683074212179,1.31578203425358,0.6200786686084006,Standard_range,NearSMA20UpperTwoSigma,-0.1639277625548884,-0.601085833818856,-0.10917280620546309,-0.7096024177518356,Standard_range,BelowSMA20UpperSigma
2019-04-03,1.6006100608134701,0.30487776068545924,0.15266796570207342,0.4580111770626492,Standard_range,NearSMA20UpperTwoSigma,0.28558912504501033,-0.9619711429298803,-0.6866683074212179,-1.6420338993860608,Standard_range,NearSMA20UpperSigma,0.4398016567194087,1.2094519345537218,-0.601085833818856,0.6010962564894152,Standard_range,NearSMA20UpperSigma
2019-04-04,-0.6838917449196416,3.039518061113422,0.30487776068545924,3.3536626363992337,Standard_range,NearSMA20UpperSigma,0.06070862937908608,0.8347291802285554,-0.9619711429298803,-0.13527181653673875,Standard_range,BelowSMA20UpperSigma,-0.9777311606066301,-0.8690920626737567,1.2094519345537218,0.3298486211149045,Standard_range,BelowSMA20UpperSigma
2019-04-05,0.07374096532516153,-1.6961687964102894,3.039518061113422,1.2917939077892717,Standard_range,NearSMA20UpperTwoSigma,0.27092158121836973,1.760984536352387,0.8347291802285554,2.6104131683651883,Standard_range,NearSMA20UpperSigma,-0.3287641969445634,-0.821915717974101,-0.8690920626737567,-1.6838645763810767,Standard_range,BelowSMA20UpperSigma
2019-04-08,0.9002242028949498,3.0757678151442773,-1.6961687964102894,1.3274288048034801,Standard_range,NearSMA20UpperTwoSigma,0.14790485611352486,0.4437258527577649,1.760984536352387,2.212524332761014,Standard_range,NearSMA20UpperTwoSigma,1.1602159118606838,1.3812154405032113,-0.821915717974101,0.547947295724529,Standard_range,NearSMA20UpperSigma
2019-04-09,-0.21833867154970135,-2.6200848811800905,3.0757678151442773,0.3750952064593881,Standard_range,NearSMA20UpperTwoSigma,-0.2945141611710912,-1.2222084910853714,0.4437258527577649,-0.783905893377153,Standard_range,NearSMA20UpperTwoSigma,0.8174365962506827,0.21797824167407892,1.3812154405032113,1.60220443130823,Standard_range,NearSMA20UpperTwoSigma
2019-04-10,0.22421324898803965,0.8221199980299285,-2.6200848811800905,-1.8195051249237026,Standard_range,NearSMA20UpperSigma,0.2236158643177959,0.372689316004554,-1.2222084910853714,-0.8540742155463932,Standard_range,NearSMA20UpperSigma,-0.2718827554105006,-0.2718827554105006,0.21797824167407892,-0.05449715898608051,Standard_range,NearSMA20UpperSigma
2019-04-11,-1.1119319575632596,-0.9636762484190903,0.8221199980299285,-0.14947882554367986,Standard_range,NearSMA20UpperSigma,-0.08912102533258064,0.07425430120844258,0.372689316004554,0.44722035506027424,Standard_range,NearSMA20UpperSigma,-0.7088389696490291,-1.1450435663799958,-0.2718827554105006,-1.413813145791572,Standard_range,BelowSMA20UpperSigma
2019-04-12,2.020960105632857,2.5449099231755423,-0.9636762484190903,1.5567089822831486,Standard_range,NearSMA20UpperTwoSigma,1.4395981897341499,0.26714204884692305,0.07425430120844258,0.3415947145169709,Standard_range,NearSMA20UpperTwoSigma,1.599563866251616,1.544405403235928,-1.1450435663799958,0.38167772214735424,Above_upper_sigma,NearSMA20UpperSigma
2019-04-15,-0.5109466846625709,-0.07299437241650843,2.5449099231755423,2.4700579097320463,Standard_range,NearSMA20UpperSigma,-0.11840468405994022,-0.5920572986070144,0.26714204884692305,-0.3264968837579378,Standard_range,NearSMA20UpperSigma,-0.2172678354711317,-0.05431954896639808,1.544405403235928,1.4892469402202795,Standard_range,NearSMA20UpperSigma
2019-04-16,-0.14608842003191125,3.433164948392564,-0.07299437241650843,3.3576645587679534,Standard_range,NearSMA20UpperSigma,0.35735236849746377,0.6551441155741881,-0.5920572986070144,0.05920798841452232,Standard_range,NearSMA20UpperSigma,0.0,-0.10869814227352978,-0.05431954896639808,-0.16295864689931,Standard_range,NearSMA20UpperSigma
2019-04-17,1.4830511328384823,0.28248560935074984,3.433164948392564,3.725348754667797,Standard_range,NearSMA20UpperTwoSigma,0.6065143067515516,-0.13313068035804432,0.6551441155741881,0.5211412373977541,Standard_range,NearSMA20UpperTwoSigma,1.8498376937559458,1.033735270582529,-0.10869814227352978,0.9239134772738498,Above_upper_sigma,NearSMA20UpperTwoSigma
2019-04-18,-1.05633535595122,-1.4084493799404276,0.28248560935074984,-1.1299424374029994,Standard_range,NearSMA20UpperTwoSigma,0.2814320930227827,-0.4740033842370227,-0.13313068035804432,-0.6065030206647121,Standard_range,NearSMA20UpperSigma,-0.8616039312951853,-1.453960485734018,1.033735270582529,-0.4352553175128547,Standard_range,NearSMA20UpperSigma
2019-04-22,-0.8571420397077287,-2.5000027247837737,-1.4084493799404276,-3.873240831848491,Standard_range,NearSMA20UpperSigma,0.9227490618536193,2.1134069316095605,-0.4740033842370227,1.6293859269940085,Standard_range,NearSMA20UpperSigma,-0.874316142527916,-0.601085833818856,-1.453960485734018,-2.0463067690438033,Standard_range,AboveSMA20LowerSigma
2019-04-23,0.0,-1.3919383567261718,-2.5000027247837737,-3.857142584664481,Standard_range,BelowSMA20UpperSigma,0.07288012142980256,-0.16032737118933377,2.1134069316095605,1.9496911906442438,Standard_range,NearSMA20UpperTwoSigma,-0.5497546923239129,-0.1649295534067563,-0.601085833818856,-0.7650240190443036,Standard_range,NearSMA20LowerSigma
2019-04-24,-0.5200571666109411,0.8915296078676989,-1.3919383567261718,-0.5128182914319541,Standard_range,AboveSMA20LowerSigma,0.08758767677919707,-1.7518203623973538,-0.16032737118933377,-1.9093390860516966,Standard_range,NearSMA20UpperTwoSigma,0.1652020203611569,0.6057302383030478,-0.1649295534067563,0.4398016567194087,Standard_range,AboveSMA20LowerSigma
2019-04-25,-4.050075064983999,-10.088364456965353,0.8915296078676989,-9.2867756051811,Below_lower_sigma,NearSMA20LowerSigma,-0.014862014527364131,-0.3120456230970443,-1.7518203623973538,-2.058399506729015,Standard_range,BelowSMA20UpperSigma,-1.0399591094530143,-1.915710852218381,0.6057302383030478,-1.3215846538256728,Standard_range,NearSMA20LowerSigma
2019-04-26,0.4095019703411194,2.3751020552579676,-10.088364456965353,-7.952871353266684,Standard_range,NearSMA20LowerTwoSigma,-0.7303590557699787,-1.296758331608598,-0.3120456230970443,-1.6047574770897115,Standard_range,NearSMA20LowerSigma,0.502232992213824,1.060270832861,-1.915710852218381,-0.8757517427654056,Standard_range,NearSMA20LowerTwoSigma
2019-04-29,-0.40000152587890625,-0.5599975585937642,2.3751020552579676,1.801803983140648,Standard_range,NearSMA20LowerTwoSigma,0.03019728586195566,-0.09060337887005697,-1.296758331608598,-1.3861868036144387,Standard_range,NearSMA20LowerSigma,-0.38652508263419844,0.16564758854693246,1.060270832861,1.227674734474633,Standard_range,NearSMA20LowerTwoSigma
2019-04-30,-0.48270650155747474,-0.9654053307554064,-0.5599975585937642,-1.5199966430664062,Standard_range,NearSMA20LowerTwoSigma,0.9673508981605041,-0.0755789736850481,-0.09060337887005697,-0.16611387545123107,Standard_range,AboveSMA20LowerSigma,0.7717822585868347,0.22051222091091496,0.16564758854693246,0.3865250826342376,Standard_range,BelowSMA20UpperSigma
2019-05-01,-0.9748240060347206,-4.87408904156974,-0.9654053307554064,-5.792439656892067,Standard_range,NearSMA20LowerTwoSigma,0.03024753120827404,-1.9966717329261863,-0.0755789736850481,-2.0707416426076293,Standard_range,NearSMA20LowerSigma,-1.8701878266255794,-3.850389170456534,0.22051222091091496,-3.638367528219106,Below_lower_sigma,NearSMA20LowerTwoSigma
2019-05-02,-1.366352236472138,-1.7079402955901726,-4.87408904156974,-6.498782806375998,Standard_range,NearSMA20LowerTwoSigma,-0.6328193491522469,-1.7440979350942136,-1.9966717329261863,-3.7059457575558246,Standard_range,BelowSMA20LowerTwoSigma,-0.62928321443684,-0.40045593053409906,-3.850389170456534,-4.235425989208897,Standard_range,BelowSMA20LowerTwoSigma
2019-05-03,1.2163282959555273,3.822759093255426,-1.7079402955901726,2.049528354708207,Standard_range,NearSMA20LowerTwoSigma,0.9425106664412763,0.9267988595697039,-1.7440979350942136,-0.8334633552967416,Standard_range,NearSMA20LowerTwoSigma,1.0913299007630928,1.3210772214367146,-0.40045593053409906,0.915330958822437,Standard_range,NearSMA20LowerTwoSigma
2019-05-06,-4.100416560159732,-1.9246823925302798,3.822759093255426,1.8245007295484093,Below_lower_sigma,NearSMA20LowerTwoSigma,-0.762648526796571,0.0933814141536965,0.9267988595697039,1.021045731604827,Standard_range,NearSMA20LowerTwoSigma,-0.45351432241545603,0.8503488155840337,1.3210772214367146,2.1826598015261856,Standard_range,NearSMA20LowerTwoSigma
2019-05-07,-1.194542151305294,-2.3890843026106183,-1.9246823925302798,-4.267784410225847,Standard_range,NearSMA20LowerTwoSigma,-1.1817732084980377,-0.8707783857144892,0.0933814141536965,-0.7782101167315175,Standard_range,NearSMA20LowerTwoSigma,-1.5739217101507823,-2.0236120956989345,0.8503488155840337,-1.1904710416026918,Below_lower_sigma,NearSMA20LowerTwoSigma
2019-05-08,-0.7867063130657649,-0.6118854667114716,-2.3890843026106183,-2.9863513096869303,Standard_range,NearSMA20LowerTwoSigma,-0.04705690870098039,0.0,-0.8707783857144892,-0.8707783857144892,Standard_range,NearSMA20LowerTwoSigma,-0.6884729611723792,-0.5163519851526646,-2.0236120956989345,-2.5295151196236683,Standard_range,NearSMA20LowerTwoSigma
2019-05-09,-1.2313134980816216,-0.7915580782212572,-0.6118854667114716,-1.3986001160915125,Standard_range,NearSMA20LowerTwoSigma,-0.470587038526348,0.0,0.0,0.0,Standard_range,NearSMA20LowerTwoSigma,-1.038064034554909,-0.1730143389937075,-0.5163519851526646,-0.6884729611723792,Standard_range,NearSMA20LowerTwoSigma
2019-05-10,-1.0638287978706684,0.7978737120429369,-0.7915580782212572,0.0,Standard_range,BelowSMA20LowerSigma,0.0,0.4705930223651961,0.0,0.4705930223651961,Standard_range,NearSMA20LowerSigma,-0.519931573452483,0.28885699567788836,-0.1730143389937075,0.11534289266247168,Standard_range,NearSMA20LowerTwoSigma
2019-05-13,-3.7818848681073445,-5.804748056773231,0.7978737120429369,-5.05318890352561,Below_lower_sigma,NearSMA20LowerTwoSigma,-0.9055453605302672,-1.717411766443578,0.4705930223651961,-1.2549007640165442,Standard_range,BelowSMA20LowerSigma,-1.843316149616992,-2.131341164888965,0.28885699567788836,-1.848640697267621,Below_lower_sigma,NearSMA20LowerTwoSigma
2019-05-14,1.027074288379553,1.4005566572922825,-5.804748056773231,-4.48549018482913,Standard_range,BelowSMA20LowerSigma,0.5401114352139276,1.223193722686965,-1.717411766443578,-0.5152253166764381,Standard_range,NearSMA20LowerSigma,0.0588594998031468,0.1177189996062936,-2.131341164888965,-2.016131158780176,Standard_range,NearSMA20LowerTwoSigma
2019-05-15,-1.2891288588794676,-0.09207436025441974,1.4005566572922825,1.3071927434556603,Standard_range,BelowSMA20LowerSigma,-0.5649726984540538,0.5178936358015438,1.223193722686965,1.7474222009318283,Standard_range,NearSMA20LowerSigma,0.3527305416522438,0.881831960681483,0.1177189996062936,1.0005890440500993,Standard_range,NearSMA20LowerTwoSigma
2019-05-16,1.1981489050324832,-1.751156934354704,-0.09207436025441974,-1.8416189280647655,Standard_range,NearSMA20LowerSigma,0.249798634022786,0.5464456790708744,0.5178936358015438,1.0671693222674388,Standard_range,NearSMA20LowerSigma,0.6410292035530037,0.05827639260348867,0.881831960681483,0.9406222531404815,Standard_range,NearSMA20LowerSigma
