,CTXS,FLT,GSKY,ETSY,SABR,TTWO,CDNS,TWTR,PANW,GOOG,CERN,SQ,BSY,DNB,FIS,RIOT,INTU,CRWD,ZI,CHWY,AFRM,UBER,FSLY,ORCL,PROSY,FISV,SNAP,XM,SE,FTNT,MSFT,PAYO,SWCH,WDAY,CDAY,PINS,LYFT,EA,NET,SPOT,ADSK,AMZN,APPS,DDOG,SNPS,LAZR,SPLK,ATVI,CRM,OKTA,ZNGA,RNG,ADBE,NCR,FEYE,MDB,COUP,PLAN,GDDY,NOW,CTSH,NLOK,ACN,ALIT,FIVN,XRX,NTNX,TEAM,AKAM,DBX,AI,BILL,ASAN,BOX,PLTR,GOOGL,IBM,RXT,VMW,DXC,PD,BMBL,SNOW,FOUR,ZM,NFLX,DT,DOCU,ZS,U,SFIX,TME,BIGC,MTTR,SMAR,VEEV,TWLO,EBAY,ROKU,MCFE,FTCH,ETWO,ZEN,TTD
SE,-0.11736306574081448,0.16748864466088628,0.3352272184824538,0.5628436055042738,0.5340811603655925,0.3358204361388841,0.5514267862434757,0.4439801740584311,0.37096000756569303,0.624383053094649,-0.0982010303393204,0.695872825477602,0.20384483542463908,0.28319544221539333,0.38321344202805435,0.3538404818113214,0.4973358416883501,0.5787732601022919,0.36472764343267505,0.3909118584097013,0.3395511430575843,0.2863097363013321,0.2616054195847772,0.4009010220230436,0.4546228026037274,0.26080301454225985,0.3494891238210411,0.34424122852489575,1,0.5961928927688528,0.5308927895627161,0.20425099589305448,0.12010692779927097,0.4550296729360867,0.5578228266545647,0.4354747042351321,0.32414121971522136,0.3712453904981073,0.6118638267821448,0.4428811314977268,0.5442607672814643,0.5122383150504425,0.6780954073670653,0.38130293344239313,0.5048674357698346,0.3708804930398731,0.34129343554556657,0.41499818483445416,0.3571386763499027,0.4929938541473893,0.20930027511167654,0.40351381029905187,0.5620779741233579,0.3586850819505214,0.3402821409365346,0.33866400563677096,0.5223147279309927,0.28951119844542766,0.38598447943740716,0.49024653783129696,0.3721992253695778,0.10655861283536477,0.4682668907838736,0.334734081657894,0.20902860425242126,0.43525837943865525,0.548506750582181,0.22033925192543624,0.31422544277156705,0.588263866166529,0.4937263023771219,0.35919425875229977,0.41834119770599915,0.2928784047962534,0.5187176402086396,0.6173995592779354,0.2646710442122669,0.19255671790368772,0.3758958783396626,0.26750978903600325,0.5107380049449831,0.5572931929231106,0.4266064617003019,0.5462301680627237,0.2850257590322197,0.44239908265316596,0.6458230620269467,0.553961803634154,0.47332725566882333,0.549476652644316,0.3595705983095337,0.26859982098628055,0.5393467150274704,0.4679892133685741,0.48396589258987804,0.28741628500350347,0.6721872670881887,0.35749413101230215,0.5377091414897813,0.09944066620151724,0.6338147451111275,0.3348698798446646,0.6434104195120077,0.5874267274585762
FTNT,0.061378763166949436,0.2749882918930734,0.19023626721809772,0.4675451255093413,0.4383348981304625,0.28023920367957467,0.5893816838511857,0.2651376802327474,0.2993918155447377,0.6301600527698369,0.03780852838073259,0.6881829257999589,0.27094361330178685,0.238078168628523,0.40411255663080603,0.32872172320999976,0.5438759501030236,0.4874397856228481,0.43564540468627155,0.36161885356804696,0.3460787532256735,0.3726805902610598,0.2364583975034751,0.3723639232664932,0.303824449965698,0.3740990136526787,0.26649503877311526,0.1671039230626835,0.5596844710819848,1,0.5434823240800375,0.20575999760219213,0.047827927028901845,0.4921818002026099,0.573905203560879,0.32756830665679404,0.35024396551525316,0.34867236195297147,0.5498280047333151,0.3283631629530683,0.5307247733635598,0.5447686064522526,0.6548938730695123,0.39963526870247573,0.5514799797100689,0.3855258254290106,0.4017145511465559,0.3218174187024435,0.42358754162527473,0.4832990766592814,0.2911351618150689,0.46877072797109426,0.5800445261426176,0.4797543992863671,0.44133317033890573,0.39013492657711046,0.5698552733959154,0.34319652856905725,0.3922796676050926,0.473524168078144,0.3093299649520455,0.04171015312368207,0.43584194154730177,0.286022000198762,0.35825271721216667,0.43915701598482315,0.5876889789208642,0.2506209689388586,0.3999225436047902,0.563624114026763,0.44499932216382987,0.396460441253658,0.44068312278035404,0.26942362256743413,0.44606324527096575,0.6012903916964255,0.2415172653619998,0.30143552295937187,0.41045712933985057,0.28569005607808423,0.4892936824789149,0.5848626588163853,0.41588428278644746,0.5193570890291838,0.40330135589664123,0.32700493965922073,0.6684728606201749,0.5795724086282023,0.4613943884627089,0.44829883674171284,0.3461336705515906,0.10889802254663637,0.5868559851975079,0.4076838514160732,0.5333081236108396,0.3577052669635329,0.6147210659833913,0.35760083634027096,0.48815581560542726,0.14558932065709937,0.5202566856396702,0.38467406234293844,0.6512688954167599,0.48342847262180266
MSFT,0.11156981483087423,0.32348844207374905,0.22394611556768598,0.4828842109407253,0.41300129687297843,0.28024164747458435,0.7078142108143383,0.526563210677746,0.3790642374447688,0.5391491430102695,0.14874962955041934,0.6511237079840805,0.34328698420324366,0.19555332900027367,0.5013416740727912,0.23952053714479138,0.7327912510864388,0.5400842564396868,0.3722366808853157,0.3516683278850699,0.3265314657934607,0.42269067767341145,0.2669858945623025,0.4124730052139486,0.4216070496902158,0.5967034698661686,0.40255043894921155,0.23840803331035654,0.5319779538075179,0.6652924527170565,1,0.27418323355806257,0.09318486914548635,0.6236894667410963,0.6408880180757452,0.5291655471788683,0.42391919703888237,0.5019703578285953,0.5917117942087319,0.5138006032207569,0.6549339095448058,0.5102677277417388,0.6108155432178097,0.4642367934785365,0.674869579768381,0.28667586503085024,0.4599847858115735,0.42829379398524065,0.459411744483415,0.6185695007248019,0.31479340492647834,0.5198257118777269,0.6638617192586298,0.26167839370514495,0.379908612181849,0.41220801453795103,0.55216547444237,0.3687705065247239,0.474128442165195,0.5793028947791573,0.3355171823020157,0.19845958743299652,0.5695953638311791,0.22088625930434183,0.29404807430951685,0.3893893576268716,0.5921191710428768,0.3488272475694318,0.4913589189343207,0.5701327154031506,0.5072162781318438,0.46434306376196044,0.44401039560165395,0.27264701937330293,0.4005478268404821,0.5424923748827222,0.23929001464111221,0.21899782878833374,0.4270769613852187,0.31823865573329213,0.5401450292258966,0.5802780861828987,0.4644168360963013,0.576271452236715,0.4020119957735829,0.4066029140498403,0.662770368726752,0.665545893654251,0.4328920816262919,0.47495699572180006,0.39608599321612287,0.30636469235902886,0.6574583370571491,0.3292046017511332,0.5524014914036778,0.5013633409449503,0.6305458093467478,0.4393462121839895,0.5200299737811579,0.14875143232999816,0.5704240264790298,0.33242019186669136,0.6624697621685202,0.5836158482648879
PAYO,0.018523948951117575,0.1390168669744399,0.19479037755038392,0.3398125337708784,0.45127625692899037,0.15497808778704014,0.3087284082910728,0.23397977806842352,0.130735410448635,0.2899476021090321,0.10294980962435457,0.4783444485641385,0.09914346296259262,-0.15729947823094323,0.19456460175261242,0.2367087633947331,0.1830927261258525,0.33694732157604823,0.2840981090571965,0.25278610094583226,0.3531693021098679,0.4385465532016976,0.19085100105987887,0.17894422016166425,0.33191158561115286,0.16537815063689904,0.04034249333877753,0.25592570047019303,0.3903288841708809,0.41134966118374305,0.23157675372025335,1,0.042663300908917,0.2949923329256223,0.30604707934872544,0.27731408247177086,0.34188286926892975,0.07572021072230152,0.3459809406783579,0.21848028002637912,0.31374047742404093,0.22526875134661786,0.45928950029517884,0.20638420245955377,0.2597353027031912,0.3811012145033199,0.10589923044319831,0.01711363886610378,0.19056510284096076,0.29283781149027804,0.13697687380119986,0.19167358586144717,0.2653345877425221,0.2884867069472656,0.202495272872064,0.13322037251339958,0.3346385252716356,0.18258159491228035,0.21760864682839579,0.3098927069039061,0.09192662929133577,-0.02657414904884395,0.3498823179301971,0.002876121329830718,0.20972813465168283,0.3634950011048435,0.35127198844012986,0.09642508756441928,0.23727156336986663,0.4375168996828626,0.28057009326925025,0.16071334679232976,0.26398181064773113,0.23576284759824925,-0.19567877226475242,0.2845521096276822,0.12430033365700262,0.5834213852052815,0.19928507991767466,0.37475524112394853,0.28470407606152526,0.4205812973620848,0.2418539897333257,0.40322959476363474,0.23632007103671995,0.26186214633293337,0.34588930122356265,0.3970721857853754,0.22912896739217814,0.3831503031438058,0.3166861132429983,0.16053936169903837,0.4326054386907337,0.3763036783700133,0.3326300795497669,0.2515882134241113,0.2846136008563466,0.3171235276883583,0.23965630789955913,0.6072958064871744,0.30113272569573485,0.30990289263629917,0.24573566039153277,0.2313854311027837
SWCH,0.01648343324648293,0.2526405002723896,0.2731317908162201,0.5106870119020389,0.3715873094412317,0.27731108283435796,0.5382109710200345,0.44055357573425963,-0.0323880489169247,0.5468070511962275,-0.054095730271280125,0.5610851183350885,0.2181488742445643,0.1852509942739145,0.42603478464860883,0.1972223125822866,0.49803929467463637,0.4960012774659308,-0.08780249669962359,0.40104480876666554,0.19320677794203234,0.400970565474233,0.34853733281810917,0.29665422730479785,0.24776926648785141,0.40537005835572143,0.34992280430322137,0.16896143348695677,0.5050701816185654,0.5111554199576828,0.6346759320963451,0.2494832333718069,1,0.5004162212416015,0.5688165458639498,0.44121651178095156,0.342110525400947,0.32138247669678316,-0.0453726296746104,0.3593531526090196,0.3896471027670849,0.5031173428514737,0.47130821376312343,0.3320130836109369,0.6329009051926925,0.205861518723752,0.33725805506611356,0.41984101486850955,0.45791501994427447,0.47830071873541047,-0.7678724190332172,0.49382951798173325,0.6277414870753814,0.3056059561828916,-0.5015592164997054,0.3613896494754779,0.4939361914876606,0.34920918755317853,0.45279494314946755,0.41107567419677665,0.28973843106961467,0.11259362520182395,0.444792054392571,0.20700738201162,0.26816314317015666,0.3391091475430996,0.5160690681763835,0.18240793647589842,0.3717224358275871,0.41956626572728845,0.409377266966726,0.3302869184475682,0.3101221583720046,0.13364695780132432,0.31987212144379024,0.5449258371901604,0.22718160157518105,0.12915313518540072,0.348301868742446,0.36240149068460364,0.5093853328796862,0.4738619833702306,0.5596629903620273,0.43782671174587645,0.3031300594843236,0.2403748530671785,0.6301187317010785,0.4914965656574392,0.38531042532591786,0.406957026307365,0.2993840410739683,0.15040144716280965,-0.23160464713354895,0.31901346669124514,0.5289743406831542,0.47871428519572035,0.5997295783083858,0.3135693502466289,0.4630923226058283,0.18272714807604457,0.4846279148430007,0.23155410640747817,0.6133219643269722,0.5008766714518453
WDAY,0.1304865816392254,0.24045861932047455,0.3049336246955788,0.504770489128796,0.5359070407046089,0.13010150912491175,0.6828350672274992,0.4865976854759005,0.44314173079322444,0.6565947104775978,0.11152725458373326,0.6790249169102458,0.1515597159246909,0.2574835850625468,0.2675353381469357,0.3799058375768165,0.5751541451358263,0.5947100837492302,0.5425926791078151,0.4014892185203138,0.19072717310789877,0.38325286095380245,0.2907338120572552,0.33957222344941324,0.38529970238184524,0.5280526734910216,0.34498302050446783,0.27145250234346696,0.5526123031561377,0.5785986171330965,0.7235272017689696,0.24420822387857902,0.08274411577903074,1,0.6274545403314692,0.4058970875616233,0.4620876860952529,0.4295852241387895,0.6027838036861175,0.40612407590640726,0.5436464149725875,0.4857569930088296,0.6509895091702552,0.4375037818790213,0.6909526911204931,0.3807236669918206,0.5720182330374984,0.3714848377602582,0.5361075671710253,0.6732705037051622,0.31016114375771636,0.5375193800618534,0.621663485799261,0.37454084216220823,0.4731890443387702,0.4216625654183551,0.608639853837724,0.45382508180957903,0.3945242318849094,0.6292768525299638,0.2705021372091811,0.12896848198787045,0.4481868496399918,0.251180518248734,0.35959713813869715,0.3932629129874968,0.5217477205141899,0.35824142943646564,0.36893183887302927,0.5585677864668336,0.6295539621695558,0.6698297167199836,0.40456728589474333,0.21844217917233313,0.4901023258570283,0.6410731892973875,0.18986522195860006,0.2966626132901203,-0.16415822810195274,0.3715255038409978,0.5713610030714654,0.6580587383153008,0.5467638282864273,0.5746661915157094,0.46689115322874764,0.42496319823155043,0.7144267666081355,0.6807050157149777,0.5325201003344545,0.5501255205529291,0.3869578163185928,0.14199578563864507,0.6774278526270684,0.2927576817151191,0.5779830263012651,0.5028178939367866,0.6167185042757302,0.5151749126599724,0.5042847878174262,0.1530266212070048,0.580256186066657,0.27255704409014864,0.6716569431142122,0.5350562496292319
CDAY,0.08421829104509634,0.23645738977952133,0.2597725787418192,0.5685771810051583,0.48797348913105687,0.32732500499462636,0.6793180497118698,0.5180138163626771,0.3548421469275554,0.6693188078188596,-0.06074301138848709,0.7087622736158529,0.3481401772148959,0.18617743094236514,0.4283647932067214,0.3094956039958472,0.5924688206451675,0.6268911900188109,0.3279048674125524,0.43240276224824925,0.315867597320861,0.4339901564250528,0.32222922120791936,0.3975963918712221,0.396030870882885,0.4931668957165485,0.42244632034216456,0.25135494687148213,0.5807854819472777,0.6477483627021237,0.67384340488442,0.2705580433606053,0.1496304581929632,0.61302928358538,1,0.4679667608188429,0.4055578851794764,0.30824810046736467,0.5840738883649463,0.43063171804360467,0.5618094709898224,0.5276797029012249,0.6314319409941715,0.24772223062525242,0.6596397818000049,0.4211998135707379,0.44767403168647535,0.48480334145534737,0.5350383977832126,0.5351775757851591,0.31166232855374604,0.5695645398750008,0.6419952679074149,0.4147217013425847,0.32783293295174737,0.4092813980839218,0.5642535495406554,0.36706923454652296,0.5901466699947838,0.539782087757986,0.10342840996447483,-0.03775945440824713,0.49499580385864717,0.24409104637987128,0.32823284002804354,0.38652625807663693,0.612707469718372,0.29423060630987075,0.3682468588005786,0.6358707357809408,0.5614095893652593,0.45077130753515665,0.37582327817326255,0.28508752619715405,0.5112599598650038,0.6539669621972652,0.2675651762525536,0.31006870571231004,0.3614693834104624,0.29564437121804465,0.5549823217911753,0.6447477881638451,0.4519495690229678,0.5451320965425247,0.43816300982055517,0.40339117002947567,0.7097859364540182,0.6402667865278869,0.5382210815251611,0.533797768031707,0.4115154282918613,0.16384108493664742,0.6659883058993605,0.3817286177198119,0.5461084345998644,0.4996522155870296,0.5683899476338906,0.3739517259441908,0.5833362314405346,0.08643742203418767,0.5741413582906466,0.4083651329501611,0.6994878560747972,0.7242676714000497
PINS,0.07370756069650375,0.26001146544111314,0.2769595107495532,0.48358386431427863,0.4946768465103351,0.29923945648666483,0.593755491750643,0.5841525207531463,0.36828778124582895,0.17915581742493009,-0.20765983873700353,0.7155697312669799,0.3494186061163327,0.2925453078095369,0.371722715249282,0.3973551361226452,0.4570466111582716,0.6400228378575469,0.3531042195796469,0.36475722104364605,0.2636091296607143,0.5299068529038625,0.36357207003325515,0.35885443151023083,0.37724545219564726,0.4231103507366445,0.7175834419470491,0.39148942108370705,0.5653114967564488,0.5063669127472931,0.6596868253176887,0.3415503752195269,0.09184457044718765,0.481533596402085,0.5887054685890692,1,0.4720661083271832,0.3147638656241613,0.6669442384721901,0.6760755392496592,0.4729272939358325,0.8505859712664273,0.6440383147850842,0.43991392850649347,0.5778248956757048,0.4319981552299577,0.36779432659850797,0.4550439254520783,0.42935883630108496,0.5160554270223336,0.2350739754956631,0.4893477715681005,0.6062029895182421,0.06673649870202096,0.35155532148135343,0.3569289213770664,0.5429982867336042,0.3294571079558733,0.47279083712338515,0.5036823121090335,0.22580302857571566,0.031085892569616465,0.44919592509010303,0.24325659532882693,0.31930016219380386,0.3389391195246636,0.5401347218897682,-0.4424126337270264,0.3270115776589129,0.669196797743617,0.5180562135382464,0.4198829395844292,0.4455244567364067,0.2826911523596016,0.5145219882788177,0.18119019037369652,0.29571564606628314,0.3108364982022974,0.4408699093273369,0.3250271093174572,0.5360570415711248,0.6009014682542225,0.5218838310699301,0.6185692052195215,0.44587242435727176,0.38820683721598515,0.5842735429406986,0.634890238517406,0.32433058080243554,0.5581741870012179,0.37756196296009215,0.17333230107036746,0.6048186400602481,0.5273168797964057,0.5686556282482174,0.45854106222957575,0.6837077812574521,0.3435600188119108,0.5539253395299825,0.1642239536500807,0.60921335233033,0.44795307000290197,0.7372214393007063,0.6325953773521912
LYFT,0.09720020287125701,0.41964026184406117,0.3214417835021215,0.423564252112907,0.6518756753545363,0.12489116041267712,0.22708241335988383,0.42177038713020454,0.2388560354481615,0.425019326362004,0.021895950519088495,0.5426403323205119,0.24457788711918038,0.3658054056092385,0.3170860878676455,0.36338609365722874,0.32719724365664615,0.4513579397986199,0.26671458880495647,0.1322376392563828,0.2579380268373722,0.7293342983560089,0.329950929086971,0.22565364342334435,0.2075191311421043,0.3721846731691375,0.2822844286690278,0.2865669648372261,0.37428321092531563,0.4084346742014012,0.2847002764502678,0.18121472129476834,0.06904631556285558,0.2818378700140089,0.4072357243146691,0.33494363881695155,1,0.2379860942414685,0.5228058788996495,0.3104775964869423,0.3210198357154982,0.3414132072966335,0.420001400058635,0.31554205012582426,0.3784588029626768,0.33233077248770254,0.20037585628641172,0.267305900741266,0.34111897106389727,0.3108904615785145,0.07192806007853035,0.41874348777888015,0.3323638005180244,0.6392014350935398,0.350950092267746,0.2671924532933134,0.3145314547473307,0.20183506717590075,0.27531458776379064,0.3351632704150388,0.3737477483379914,0.012262697986468677,0.4272988547851595,0.24138179162737666,0.12471241709110088,0.6128991796115302,0.4286040449472303,0.1113097372452234,0.49681464892697286,0.4439909022002724,0.44190771906840864,0.21311490180888315,0.3916419241839486,0.22667935854980026,0.41821029405162063,0.45637909610806204,0.3175807689845168,0.3068799862755763,0.44213123813972505,0.4471409899752293,0.30747133505958724,0.5829582649324526,0.44219359431910515,0.46340654649597324,0.23832061944312977,0.18383288011981816,0.42567573440034945,0.3583890032808979,0.34560537949672393,0.5205240995690994,0.339776929575284,0.10244170338263607,0.5379770259506431,0.2672353742138585,0.263155464368067,0.16110222278019345,0.5642870976947093,0.25944958402379903,0.3953239697287871,-0.08296611245395448,0.47405897947189507,0.3323018223557599,0.480203660407863,0.2690331285645647
EA,0.07128504088766693,0.3125309856585729,0.2588525348574958,0.038612914764074205,0.21666535015517685,0.5053448923302406,0.49911012066822913,0.4481506257240991,0.29335687146793565,0.5213504237775582,0.010175302638648971,0.6113326224384079,0.19853554525911468,0.15449307014135874,0.3750963419971593,0.407349334127115,0.48406639103264026,0.5583622285245539,0.2035922333649116,0.30178029265941203,0.1564987123084543,0.09797556383791498,-0.13330422899559857,0.27968480019829417,0.40676793073388195,0.3475706197505255,0.3479040455945054,0.2194244102827173,0.5219966586214896,0.47609912327327647,0.5015149145783951,0.1970965535067081,0.0567001331228705,0.48903352280802903,0.36173544141428615,0.31253378173325264,0.3064754542916382,1,0.582363443839466,0.3798245760164165,0.42381133319639236,0.3875729095258455,0.5241646508386938,0.6954231091593503,0.6068970434964189,0.2982448675451702,0.43171729040126955,0.4724317834298993,0.4500487054801388,0.5391306233455165,0.24324820949479734,0.3754115216614153,0.5718064736781279,0.273993105383948,0.3026013865739058,0.34010900582815523,0.4898311892964444,0.3381693127455706,-0.06588076678423001,0.47202898410717536,0.22657936204207257,0.10831927069391317,0.24833777402657367,0.2505843254114618,0.2911791619075914,0.22747263137729326,0.45374580402614584,0.2783546339560735,0.31975245575860517,0.4457516147513023,0.40225326007062584,0.4176980933929324,0.414579025030755,0.19559347681552472,0.42761496032200974,0.5113125228404697,0.08634731342434582,0.22262355182978688,0.2689778377921718,-0.05242972386909098,0.42899624476309,0.4277633711345856,0.4673032987455832,0.24930176308295332,0.34039058105823583,0.3840697931807736,0.5458128255374557,0.5562330769996202,0.4691884813289705,0.6412109207283485,0.28273045440527217,0.19700106443899143,0.5426811580603205,0.26165392557979117,0.5146836487207042,0.3827376570868381,0.5552222401188667,0.3075485387047898,0.21074086746462684,0.17397768261451443,0.48014545215858734,0.30331648166263414,0.563331247044071,0.48546720495141094
NET,0.044395959786520285,0.28718909055250613,0.25382107427674394,0.6452573707107963,0.5183533950972337,0.2798068597194152,0.5811092937887,0.4637861837740826,0.358758016701795,0.5565320676161227,-0.04631118581793016,0.779676039669923,0.32436302917613247,0.21119870655724818,0.2443192789872459,0.4143210475571267,0.5037632820240847,0.6611849096978837,0.3877562610956313,0.4020881317291032,0.2615936427922228,0.5497385794941168,0.5049573069268806,0.37667140785017705,0.3867198305037142,0.2584867077686462,0.40090978208164957,0.37137292250919235,0.5674543714586671,0.5259673722711449,0.4911398951294662,0.3342417230989477,-0.14405822247048106,0.5644577373958598,0.7050402537916942,0.46647458051688917,0.48512260159717013,0.353680932749846,1,0.48794038133581646,0.4736024558682028,0.46918069770897214,0.6629188923111271,0.6093470527167869,0.5857466975057748,0.4015108956314847,0.3108888891076378,0.39907452054073445,0.39300748531636376,0.5476516556094039,0.2861768762191834,0.43253644264766433,0.6232051183237967,0.28952053019284657,0.4428123274069884,0.36744670247128874,0.5436170672352448,0.32181787077387947,0.4274930434470365,0.45604218154717024,0.42968816114116537,-0.11095607519492987,0.3182810267995548,0.16663028814637318,0.33966582755045793,0.26608376009700224,0.5308132503575209,0.32163707382752277,0.2698734376047371,0.5439257984267224,0.4895926943349164,0.6757285033084109,0.4406984748376884,0.24021013127646595,0.4879366048188839,0.535120920081785,0.13731514852459228,0.3887435527465144,0.29707479511855145,0.16766561778691624,0.5253222674270404,0.5943374350427391,0.5083094596410384,0.5885336052852506,0.4208599201378921,0.4160776410874622,0.659405006488965,0.638990280665157,0.5151816790591163,0.6060449790491579,0.40272800510260537,0.07824647315360517,0.6928092183173018,0.43735043892630865,0.5662031705467678,0.37956550392196853,0.7956219503250642,0.3348181870870611,0.7098526596096526,0.11350828604600717,0.5543199181982275,0.3117670275647992,0.6507195324171443,0.6105153124367177
SPOT,-0.05707181174465656,0.279485589565076,0.23058385176601742,0.4774806191090169,0.4397788252393336,0.33181372651981184,0.5712916207449004,0.44233597042294875,0.33313936997484145,0.2155423124381456,-0.001382318690025851,0.6464707226406434,0.3049219758038025,0.23232017187804171,0.3663220814727337,0.2996748491735768,0.43591296271714464,0.5812839540749323,0.27812311418055685,0.3554965384277876,0.27934122297245817,0.39228130556857493,0.3121731571330795,0.30059983169060217,0.451922633639175,0.3733049216544467,0.35586699581494413,0.42724624014313606,0.5569967282109745,0.5067878712083762,0.6151910024098768,0.2375856310646748,0.09705701178567516,0.4669497519578523,0.5089538675549927,0.5156466336102271,0.45244846302348857,0.4599089219631342,0.6151449001633188,1,0.5395759751167922,0.3908130127994551,0.6308377657879329,0.46434618971664043,0.5577093386780806,0.32056728732191164,0.40634614345774744,0.4800752749826381,0.3834772821927652,0.48772136970869956,0.1635519044210937,0.5113894393158415,0.520555734863643,0.17263689242458244,0.2924995939272813,0.2792881811966566,0.5392553310242957,0.33404683509784583,0.32812124135528925,0.4047005369038253,0.3146086224390869,0.039073461675314815,0.40451874124375803,0.2723796806988088,0.25763953996004557,0.38675118646002976,0.5750218390307381,0.349349163520768,0.3333449046677024,0.544481016733846,0.46636052404755496,0.47975634961982655,0.5022295499815255,0.2589940887044653,0.4765778662675268,0.060183393286190094,0.1961124820941,0.267984895284917,0.34869711850027224,0.25368226423238643,0.48230564799817954,0.5213172166656947,0.43416252968879493,0.5314976469067196,0.36541036376091024,0.4218183698435844,0.6056728236577514,0.5620723829914254,0.43225741584046484,0.5392744996287061,0.3894938126648518,0.3069349699768792,0.4820309413704378,0.40096525324255206,0.48973009358092223,0.3430004208049271,0.6451666875872921,0.22834767993494084,0.5614074870432982,0.13023765146109198,0.551153038475578,0.4109480980875408,0.5169411331524865,0.5474061857492613
ADSK,0.08297689116403488,0.34948915289286536,0.21670531404430002,0.4420446964710371,0.5201330069988842,0.3374668167313403,0.6750470050924406,0.45222804323500204,0.43399218968001674,0.6917140190526603,0.18810671683779784,0.654494424644631,0.36958125609936937,0.15534659497725692,0.4307379727941688,0.2761485272041352,0.6969201632681966,0.5634621204415476,0.38655840577583644,0.2507189316520606,0.3070824328009654,0.3662841274382532,0.22017654138491144,0.40840876719062696,0.32779628572820807,0.5383624743095777,0.4064259273481826,0.2475666507251631,0.5651037572975222,0.6384411730407554,0.742283543357068,0.3033260328083632,0.07848567057983609,0.6887314410314418,0.5976924025978702,0.4037412200423645,0.4337352901455041,0.49605154588816597,0.5934419812998124,0.46503311797469954,1,0.5362103627525909,0.5991453355358992,0.4367286098812832,0.6959816864150176,0.33106255288472686,0.4423605378652678,0.46065170359249336,0.13299139488205491,0.5995177462701112,0.27904368422055326,0.5311515866143989,0.6435138653213459,0.395363176674287,0.4478320730671171,0.41017262594775855,0.5062794465518777,0.4370253707549917,0.3486329005380528,0.5266242333030993,0.3525639277647002,0.06755656568104589,0.5620057901245482,0.2791024578925859,0.16815057299067795,0.3709836784316103,0.617091046858691,0.34566935599616183,0.40196220849144476,0.5777173432103361,0.47937755265909515,0.47031529243713016,0.5410317953521557,0.40666228039871083,0.4141443211987301,0.663201194495817,0.20190301691490126,0.3411342510998185,0.3210629602965216,0.25608955748030693,0.5273451902570344,0.6430324798093953,0.11249982732507799,0.5739068474312105,0.19838273303723905,0.45224052500535616,0.6719610281344449,0.6962676842524463,0.46644490724128085,0.48396222632348135,0.37421929104379187,0.1794045441778433,0.6461358385192729,0.35772616135727525,0.5413719997144865,0.3808734279265934,0.6318300957293513,0.3746575196938896,0.4509692111668793,0.21985807036844018,0.5746048867452347,0.40086951582510066,0.6550927777551605,0.4954959490847436
AMZN,0.0027216424912734367,0.2471834967838816,0.19667042464591825,0.4533842790802491,0.5101999256159807,0.2682788902791051,0.5120087707722185,0.20922988149784094,0.3621307673723188,0.7275656404394124,-0.2098337054163621,0.6206524199332034,0.28351712430573095,0.06237662304845062,0.35881674727157253,0.2817117241635599,0.5570709987566315,0.588773956098355,0.31760317644113945,0.2780446953495417,0.2936254095811425,0.440924603120037,0.2570308004167698,0.3357498898505293,0.3199844679037868,0.18455018746793334,0.27436260802542833,0.31232779642349157,0.5480556046537647,0.6016631779051468,0.6389270833376619,0.2438891432396691,0.10766769664126492,0.6042088634359012,0.610880192028896,0.7392670562075837,0.43039803977761876,0.3808905525180267,0.5645442180665801,0.4113126905871114,0.5776984722185369,1,0.634418250030837,0.29602162859908115,0.6082345987102316,0.2786010850373239,0.4195047363696737,0.46679598672537953,0.453014727508241,0.5310792852534734,0.26614156235186326,0.6061582082450953,0.6057253761476716,0.38593668015062743,0.42818267672885996,0.3238250590172101,0.5467093610796157,0.4107820973793524,0.4033243155600179,0.41071797932738,0.2372701393439856,-0.011330197440609173,0.3886146397502404,0.20012353727823987,0.3489897198382473,0.3583906400897827,0.5578415517042336,-0.3633391993451873,0.3018029645755368,0.5444152732616031,0.4564798946344992,0.4330403058830327,0.4491772955391844,0.2556438074691228,0.42133665671999126,0.680437164230228,0.27031664850427933,0.34257646351711063,0.35756174794148865,0.29977501101016646,0.46887075222819335,0.5802835752937506,0.4558237770932582,0.5255814509214527,0.4430119895657944,0.45701678561039005,0.6031226714758813,0.6705609359578404,0.4879381161738507,0.45072941991714327,0.401333944164957,0.2089027046399927,0.6355192411856939,0.36258942382601184,0.5492808327006384,0.44709827824098997,0.6273300422676061,0.3050142558169103,0.5163074026256066,0.14575346299149533,0.5602853278058348,0.22456099565858642,0.7614989616749945,0.51290100493467
