,mae,mae_main_etf,r2_score,r2_score_main_etf,shapiro_normal,pearson_normal,ks_normal,chisquare_normal,shapiro_normal_main_etf,pearson_normal_main_etf,ks_normal_main_etf,chisquare_normal_main_etf,n_days_error_bt_mae,n_days_error_bt_main_etf_mae,mean_abs_diff_when_bt_mae,mean_abs_diff_when_bt_main_etf_mae,stock_std,mean,lower_sigma,upper_sigma,lower_two_sigma,upper_two_sigma,r2_score_full,r2_score_main_etf_full
MCFE,0.7617485842204741,0.7783823199540282,-0.001991252559687018,0.00462850239035395,False,False,False,False,False,False,False,False,24,27,2.6842751669571787,2.461108938247164,0.668234280567077,0.05453531131233068,-0.6136989692547463,0.7227695918794077,-1.2819332498218234,1.3910038724464846,0.11684153211445292,0.10410841734636289
LAZR,1.6772706923327108,1.2278335469062007,-0.22873574684411935,0.14529236285716984,False,False,False,False,False,False,False,False,39,37,3.583928538431512,2.974506819701158,1.8469440043295158,-0.060613236680441315,-1.907557241009957,1.7863307676490745,-3.754501245339473,3.63327477197859,,
SNPS,0.4047021247892553,0.4294120057940859,0.09726332764800649,0.14550226506742747,False,False,False,True,False,False,False,True,38,39,0.9295134771885929,0.9597032250288978,0.777488159382582,0.0824789842289388,-0.6950091751536431,0.8599671436115208,-1.472497334536225,1.6374553029941028,0.41100211216589,0.3703130248319828
SABR,0.7922731034447223,0.9320799285135604,0.254724499648302,0.06963706355739285,False,False,False,True,False,False,False,True,38,42,1.7055610912262054,1.8623719746198302,1.216907311793742,-0.06969156493007003,-1.286598876723812,1.147215746863672,-2.503506188517554,2.364123058657414,0.34944423672708047,0.15160814515015109
GDDY,0.4543455365330956,0.46454754113220564,0.0397162531040498,0.067264810128839,False,False,False,False,False,False,False,False,34,36,1.1218936387072358,1.086026575721619,0.6952103111605024,0.04586292761826128,-0.6493473835422411,0.7410732387787636,-1.3445576947027433,1.436283549939266,0.41147524480737085,0.38135937631294015
TWLO,0.7177274687504164,0.7678075933274503,0.1490448011988611,0.17166288694898613,False,False,False,False,False,False,False,False,33,33,1.8014688819201132,1.838752411930504,1.1871516967490188,0.06439542322140612,-1.1227562735276126,1.251547119970425,-2.3099079702766314,2.4386988167194437,0.33092704905905856,0.27425645063567816
UBER,0.8295062305112585,0.8933393633074972,-0.11281745312504876,0.018036273163691274,False,False,False,False,False,False,False,False,34,40,2.0855494338231333,1.9861990501039588,1.0933629699801288,0.16036136480898874,-0.9330016051711401,1.2537243347891176,-2.026364575151269,2.3470873047692464,0.18777479508667572,-0.0026066501521491148
SNOW,0.9861000602384193,0.9297798294454823,-0.15593061000074337,0.07249335014932767,False,False,False,False,False,False,False,True,41,38,2.0752045172233538,2.026062664005179,1.093708754260691,-0.1198460340303249,-1.2135547882910158,0.973862720230366,-2.3072635425517065,2.067571474491057,0.1771320664944922,0.13090353371311347
SE,1.0139442123944076,0.9969737055486404,-0.42035445143855843,0.13092439082347707,False,False,False,False,False,False,False,True,35,42,2.3633969394220338,1.9899121833522582,1.470483189145472,0.19904765878354927,-1.2714355303619227,1.6695308479290212,-2.7419187195073946,3.140014037074493,,
CDAY,0.5340724484131589,0.5606779384954689,0.16147007253566537,0.20292969400738847,False,False,False,True,False,False,False,True,36,33,1.2971317163940497,1.3847044553388645,0.8844359666453216,0.1330858393140336,-0.751350127331288,1.0175218059593552,-1.6357860939766098,1.9019577726046768,0.3841244039116912,0.3574227787899624
ETWO,0.7390186962610718,0.7304692667929832,0.032016093167335,0.058635103150205925,False,False,False,False,False,False,False,False,32,33,1.8613435022434093,1.7969283332782482,0.8610270787363191,-0.02530833236635105,-0.8863354111026702,0.835718746369968,-1.7473624898389892,1.6967458251062872,0.26289601587320766,0.18937026693615622
BSY,0.6560871696981633,0.6733018899257689,-0.07148512032998533,0.034231262640988525,False,False,False,True,False,False,False,True,37,40,1.564108497847298,1.4413880763051048,0.7592501609430945,0.019819846929588943,-0.7394303140135056,0.7790700078726834,-1.4986804749566,1.538320168815778,0.15544018098390078,0.07278262738187813
PANW,0.5621633260370776,0.5792650904685809,0.008147622402374988,0.04074555895177534,False,False,False,False,False,False,False,False,30,32,1.5771980060462052,1.478056289426264,0.7193992174023389,0.06329901534096109,-0.6561002020613779,0.7826982327433,-1.3754994194637167,1.502097450145639,0.4002533520020777,0.33497090498359494
XM,0.7765415545144285,0.8045944878228161,0.038992374670954066,0.0332180950428953,False,False,False,False,False,False,False,False,35,40,1.8500650025097696,1.764625243109738,0.9325885627507207,0.019339273639917564,-0.913249289110803,0.9519278363906383,-1.8458378518615237,1.884516399141359,0.26192927120748577,0.16597207089993848
FTCH,0.9040408500405872,0.9073439213824354,0.21976082952603215,0.21968764292090737,False,False,False,True,False,False,False,True,47,48,1.6678128957763294,1.6347582853148148,1.3041502559015827,0.11514691149775796,-1.1890033444038248,1.4192971673993406,-2.4931536003054076,2.7234474233009234,0.30872223049738545,0.2940028525513657
FLT,0.3975256701920512,0.5649603580578967,0.10101493563461295,0.022527476912471367,False,False,False,False,False,False,False,False,28,46,1.1357900635412874,1.0873291331514594,0.5836816901021215,0.0746517454334126,-0.5090299446687089,0.658333435535534,-1.0927116347708303,1.2420151256376555,0.45679891661782934,0.1471452111473388
LYFT,0.7465077068967895,0.8340681326043068,-0.11367450034885884,0.04772001384886049,False,False,False,False,False,False,False,True,42,42,1.5726679011364082,1.68715296606221,1.0330441423404013,0.0680973795574616,-0.9649467627829397,1.1011415218978629,-1.997990905123341,2.1341856642382644,0.27679441554316797,0.09846964580945572
FSLY,1.278550773366625,1.0957511419795076,-0.10640025213057447,-0.024940312904126127,False,False,False,False,False,False,False,False,22,23,4.4548563997619555,3.946163818866225,1.0829628068855452,-0.06060074731274875,-1.143563554198294,1.0223620595727965,-2.226526361083839,2.105324866458342,,
EBAY,0.46558386970062443,0.5105561783498,0.031453176474156574,0.03799647994063038,False,False,False,False,False,False,False,False,35,37,1.1222530148796626,1.14483620118246,0.6141212100642124,0.004982883581564871,-0.6091383264826475,0.6191040936457772,-1.22325953654686,1.2332253037099896,0.3255774568103824,0.2870358422178071
ZI,1.0373073367536942,0.8497372996392145,-0.31271525205228645,0.08740262965479795,False,False,False,False,False,False,False,False,36,37,2.364526702425084,1.9666011169864068,1.144717838303504,0.04897023986058811,-1.095747598442916,1.193688078164092,-2.24046543674642,2.338405916467596,,
FIVN,0.772784526057489,0.7897030831729792,0.04919614474372547,0.03589132342587975,False,False,False,False,False,False,False,False,27,26,2.416234495770257,2.5241143671559434,1.1249047160298014,0.03412457868064463,-1.0907801373491568,1.159029294710446,-2.215684853378958,2.2839340107402473,0.37475621035653983,0.3800613239411529
NOW,0.47463498323517134,0.4899664212719265,0.004513534287408638,0.06234896366735565,False,False,False,False,False,False,False,False,32,35,1.1995166946043665,1.1598692986249437,0.7662356914795317,0.10171224238600443,-0.6645234490935273,0.8679479338655361,-1.430759140573059,1.634183625345068,0.4140164495449651,0.3712618087271804
