,NTNX,APPS,ORCL,FOUR,CRWD,EBAY,ALIT,MTTR,NLOK,DDOG,PROSY,FSLY,NFLX,FIVN,GOOG,DBX,GDDY,TTD,SPLK,AI,FISV,ETWO,ROKU,SNOW,ZS,MSFT,PLTR,SQ,CTXS,OKTA,CDNS,SE,MCFE,CTSH,GSKY,UBER,FTCH,LYFT,COUP,SWCH,VMW,BSY,TTWO,ADBE,FIS,SNPS,WDAY,PINS,AMZN,NOW,RNG,CERN,TME,PANW,INTU,ETSY,IBM,ZI,RXT,NET,PD,ATVI,ZEN,CDAY,ZM,ACN,U,CRM,BILL,LAZR,NCR,DNB,AKAM,BIGC,SMAR,XM,SPOT,VEEV,XRX,CHWY,ZNGA,SFIX,BMBL,MDB,ADSK,TEAM,GOOGL,DOCU,FTNT,BOX,SABR,ASAN,EA,TWTR,SNAP,PLAN,AFRM,PAYO,TWLO,DT,RIOT,FEYE,DXC,FLT
SQ,0.6247356700536324,0.4188747821454615,0.7668562428349335,0.6225916474948525,0.6977449389659527,0.5742048275530985,0.3979985086141438,0.35873330879019144,0.1319781454806071,0.42647103103773304,0.17345937334567527,0.11843902859523008,0.5523653083415264,0.23061511563490425,1.1444260628007679,1.1435600367896386,0.4017472951100294,0.4109441193184887,0.3734321458988189,0.3733738809344148,0.9219667628890392,0.39005090274133214,0.4948823271340583,0.5220391817732851,0.3883157570375924,1.1441824376765977,0.437171409239866,1,0.08246347339032974,0.567385207691156,0.8266120025597044,0.5299185841428021,0.09687823781338734,0.18009374758500343,0.3239564559278109,0.3639945357868229,0.4760086892813639,0.48007378990671673,0.6478715699488599,0.02679894412519526,0.7451905638885131,0.3752505530899316,0.5654235353035575,1.024176685107832,0.9854876098384228,0.9768958523147458,0.6455620182806576,0.3085366434421174,0.8652849911726521,0.6993072648560333,0.562965303506703,-0.06864839324090184,0.08619592079055258,0.30660632586018155,0.7919143189970993,0.3909259586466488,0.6653747349542162,0.29613216925687647,0.2188441864016539,0.5593890391384948,0.4553100167444525,0.6605113525442868,1.0013181635124901,0.7633730898783454,0.2921903120344676,1.0355364507919427,0.5354126567675482,0.7086439278836414,0.38654343555445225,0.24784701085469008,0.4684255653904468,0.43241427386605225,0.7685710353844445,0.6262159512603926,0.7245457481242105,0.283199322881931,0.39426155308706146,0.4723926799626408,0.7166423098706498,0.29346888610368504,0.24188406491773187,0.29507497510780334,0.6957788626233398,0.3179101442351316,0.6697731126566288,0.20859293731889783,0.9807961909019759,0.690685957432299,1.1601417103056333,0.28479754628638937,0.5267499397542273,0.2980035714788913,0.8182531255589155,0.4025705232730475,0.19590586685102324,0.22580445879029298,0.13231069266401743,0.34404287609036255,0.610923767857284,0.6454814139617171,0.15673885718063685,0.362719171358587,0.36447238292098744,0.2798096035625919
CTXS,-0.04557874106970109,0.07588348055433586,0.1789413822187015,0.10175387797688061,0.12488685968298936,0.7914474853681397,0.06755579381179747,0.06012916421584841,0.07618148244442463,0.08362369931698276,-0.12552705711894188,0.024254136938071356,0.0005489094367436408,0.07151010909115418,0.3557396816387498,0.25452203521971317,0.12910422308337446,0.09838592303319789,0.12405564260391155,0.0880424978085764,0.3505952717390324,0.07746036867320566,0.015405245323291657,0.10532989037515851,0.09990039792106295,0.36250545838924675,0.06223048196515523,0.18060220898192259,1,0.1542639414069832,0.24829738383321182,0.11257518031476331,0.014586517541353431,-0.7290278148275954,0.0691301343665086,0.36439326444522513,0.13210972614720787,0.125304875046282,0.12642588771149538,0.03290794313863965,-0.059154306012839435,0.07349717335539507,0.2073032342348834,0.3093229975057642,0.31760572555404554,0.3049537322238259,0.1698308969609546,0.0326460307583956,0.157683433901106,0.6496163531677206,0.1484652272525691,0.8125742159096249,0.02385171381769931,0.08123905408137493,0.2580487106050876,0.08723964637545761,0.15510873717395693,0.05895708324474597,0.0591181485637043,0.09301170560452743,0.102023322147254,0.18902937636946696,0.21053909444658178,0.16107176777787527,0.07095827737216681,0.2640114378856985,0.10967608248734953,0.23007163504457412,0.07531794873121198,0.05983812603246491,0.12862439018464283,0.04764206605171985,0.12187921309582729,0.12500915935349236,0.16929231711074993,0.01901521841971862,0.06157285055342518,0.1235654173268211,0.1597162986239996,0.0696675964693605,0.03688188787490177,0.06243375070944406,0.15552386941813726,0.08154965925993382,0.21620810182702294,0.0799999621241355,0.32507131443938153,0.16565875674731168,0.27995040153778994,0.08683454004289916,0.1264129667866616,0.06437762567205432,0.3161685152515215,0.13059141973559943,0.058272197956001866,0.0509916674311202,0.02590763963682577,0.03742174897434516,0.1370448594428315,0.1736240493796006,0.020190566656738185,0.0747973734124046,0.06333021471190557,0.07082155339573334
OKTA,0.3526298007024788,0.2792315397302625,0.456396049208077,0.41791120063620213,0.5812272744812957,0.44535636882239277,0.3379956154569183,0.06047343912757358,0.023572946047862302,0.3155895258880921,0.11807669965557245,0.11859993303548692,0.5031830013940284,0.2637914881107724,0.8961397136090765,0.7446634183490688,0.37370294340104226,0.3026716757586511,0.4133337378105458,0.29851792757316903,0.6450065027551979,0.07046210080906118,0.34592320816712374,0.46386799176100724,0.42031418917418034,1.121800054252577,0.320876271642336,0.527491099459527,0.04442667466678354,1,0.7316257854837218,0.37500046058895864,0.08962733629936619,0.2576889485613983,0.16471396103141514,0.25965898319623454,0.4278486264623568,0.36521025293822107,0.4698227308251995,0.018544345400061443,0.5936513158893151,0.1931343500008011,0.5568147346298665,0.9336413596990456,0.6120033499297816,0.8420998586283373,0.6427917911381953,0.2056472764790089,0.618584809387144,0.5272192759929428,0.6142048106057059,0.20996612781676716,0.07161537735064953,0.39238644501447617,0.9463099315148561,0.31593811462580323,0.34972611416505506,0.2713259044727137,0.17560116775625562,0.4273331440690466,0.2987246380387055,0.5249788092664708,0.7731730260873678,0.5751312007284204,0.2918034522298465,0.6105669450407633,0.4180786678758293,0.526586602295437,0.2679977864116932,0.18771969143069642,0.2716451710919789,0.28867151511827094,0.5631574287018527,0.4488263667972199,0.5798973345574505,0.2268284666679858,0.3075988805829237,0.45561214097350067,0.34620520431959084,0.2537735841888975,0.21623972458012175,0.17429675275846132,0.4296621790735912,0.27926910129983373,0.6820397686501692,0.2487179747463607,0.8164821743668291,0.5921070532926811,0.7997853402724833,0.26767259291850765,0.3157724250416913,0.21048349120009308,0.7246011229426937,0.3499727959681196,0.17646556357486695,0.34299990478167686,0.0907168325994999,0.21680676385139708,0.5022177603999254,0.551407790132074,0.07794477204369758,0.25855368681948426,0.19051909645571885,0.17021354527703528
CDNS,0.35295122304221743,0.21867841788416553,0.4189733351659447,0.3026618061997413,0.2928944808379952,0.33507032676353704,0.20477337684903185,0.1453525130225677,0.10355395303376565,0.20587283487993446,0.12199064553854908,0.08492475624417666,0.3466929244353552,0.15347982007009262,0.739298425109,0.4940953917020223,0.25433685349032725,0.2336939157603042,0.3377380194384548,0.21424665596123568,0.8357115284674996,0.19665061197544265,0.208559225306404,0.2616273285788623,0.24762024311771919,1.000014282563877,0.20538659106115595,0.3703913779264658,0.04474036541267802,0.33438045545499534,1,0.25864991005560145,0.07949440998291432,0.23022575287563385,0.14127015159678355,0.23677949178658309,0.2895823372510764,0.22225196507617787,0.345110731818689,0.02298597177764621,0.3544462616941389,0.276074495176811,0.30677556563275526,0.6634560743440756,0.561727980414623,0.6903545353713422,0.5018806139693003,0.1568158686465016,0.46238080990292435,0.44310527040660685,0.33127332387354064,0.15182413937795708,0.03866714004998626,0.20171706152379565,0.6476987655109833,0.22110507343717356,0.22664382765129285,0.1405275830467356,0.09546392444971408,0.29504572884757185,0.24033814241077006,0.40216085932164425,0.5409063033111441,0.49533734401959734,0.18643163342226363,0.6158914978430229,0.2671507242922045,0.4383571578650927,0.18491981811688304,0.1528920857844129,0.21081140743508167,0.2647025529950123,0.45481164750215247,0.33566573553636375,0.4146920508632431,0.17381821447959048,0.25129661696101036,0.34105095651012657,0.3047515006297623,0.16314332617201477,0.12999865305299166,0.15010089903989865,0.3586183315097719,0.17456490126626711,0.4970985054139075,0.17904563100500734,0.635313267815507,0.42856827025091704,0.6056294723258354,0.17080652432825583,0.24830847104956477,0.16619992293840202,0.5803275459046219,0.2563336730879857,0.12917761518354023,0.15098000244084456,0.05825444288368317,0.176281539521294,0.3526344308803538,0.42329206058859475,0.049879971127259545,0.19588428574487404,0.1519724731227267,0.20119050824011145
SE,0.6222999575860381,0.416624038171893,0.8401507566758474,0.5475131670903927,0.6066839892266146,0.5748065011934005,0.5571135356142152,0.34617823268604164,0.1704370861219767,0.27394126543123526,0.25267316989709926,0.12489454638166825,0.6576948832507995,0.16775009244419192,1.2373063757285168,0.9651349098760698,0.44760580312582887,0.45954678203873167,0.3450704490734725,0.3633498988126047,0.6120930807769417,0.33291854219640443,0.39699717788052097,0.42107276592665616,0.43080220484350323,1.2034394959932595,0.4354282484656246,0.6721189081898203,-0.08651455102483985,0.5141015719884644,0.8249566228823967,1,0.07540594341025804,0.4660743574852023,0.3790781144686838,0.30488930409187864,0.5863164707283932,0.41804940657654405,0.5903296042812878,0.07582151232968135,0.6838084677695911,0.2582250206339742,0.6123887783694433,0.9571769264664154,0.9878485918698419,0.8289255699412764,0.591263894632108,0.2894172409915899,0.9110033482422245,0.6829827988091633,0.4393955874755811,-0.2534372976821244,0.15044245142643137,0.3711125070168857,0.915492000855382,0.43221152209835256,0.8078629602444569,0.2993147203354132,0.12123818243757002,0.507570244270341,0.38830835938026814,0.6461339387477731,0.9108578406593963,0.7668676630399757,0.2212150397584721,1.1319200636671582,0.5523533909238328,0.5784760874558732,0.22961609831969412,0.2283771492254526,0.4383310117579479,0.5880086250290445,0.5873894930495848,0.5311006834845095,0.5901786170210379,0.30040061459712786,0.3979080153223101,0.34218078593354634,0.7980221432127708,0.2883624404504125,0.18487134631091698,0.25571707277450517,0.6133750154545119,0.25520036866514473,0.7883583103784929,0.18021307152384047,1.144734390447785,0.6667093332339193,1.0581642359428238,0.3608491984412888,0.5609466710727327,0.2721345034521019,0.7915117854570997,0.4088185743770309,0.2121810281931036,0.18600706388897437,0.12056854192660774,0.22187871247094598,0.6280204199869761,0.7161731368606832,0.1128300874500537,0.32067562975025327,0.3592529578592684,0.22521316694904422
MCFE,0.16523666034197868,0.10178102440131422,0.18600455568914068,0.1264742820916557,0.14716534362568806,0.28740127155999406,0.10923774663205522,0.2217961566204748,0.3160975073745885,0.1389123534410272,0.11782292512592396,-0.06193770397903287,0.2799495101733176,0.06999762201191703,0.3928470409870355,0.39440778424533635,-0.035977867751427105,0.1427883940462282,0.19378978077005055,0.09413752526457783,0.3419943315486918,0.11437183331728631,0.03858788256429274,0.15509527106662138,0.11940706728110481,0.4650345257038917,-0.23215327574293687,0.16700327761462322,0.0026745297268547723,0.17785104067552504,0.28566729085612236,0.14514583627407615,1,0.1292059060466879,0.05816104917792422,0.11805201525515774,0.18221892057169187,0.19086940746499043,0.22473739984607008,0.15619466607251192,0.2375117778825391,0.08333336281584458,0.15527174935568003,0.25408945915560516,0.4529441841694772,0.2970865213674486,0.20203390368156865,0.090741906053259,0.29484942110853146,0.23083691160450415,-0.06013206021116491,1.086723481860713,0.06899779926322959,0.09814099040614314,0.2918670871404797,0.024850284109465014,0.15067720378560212,0.051148011826481626,0.3289425773592621,0.10092563667980127,0.10807867159737168,-0.1801276302123322,0.2884691937750318,0.258474920882189,0.09528455879558093,0.35104658496185775,0.23285868066947524,0.21275688297597536,0.048046908405717695,0.06658523647033615,0.10202871679611046,0.25667147702804777,-0.37091752339699186,0.09880850276437847,0.1863270835188696,0.14573917642753,0.1267562590292364,0.1598113703518234,0.312147175603492,0.057079274240540157,-0.10166787924720619,0.0743613401081935,0.10621553122524217,0.06551280082454125,0.25183025328518005,0.06628533508608694,0.3342475729200744,0.18193733661503145,0.3495149412048579,0.06477651598999928,0.168873712886037,0.09047227629596133,0.4298579917429168,0.11074169134135736,0.08924667996058391,0.09044915188847232,0.019026547442798275,0.6914704900533638,0.1793162356986119,0.25222293531950074,0.03548876678706137,-0.024800906198608315,0.11898039175321422,-0.051159245541045256
CTSH,0.18644692939810717,0.10527679267178938,0.338628968315761,0.2539331738705351,0.13135104231576084,0.18819446576063303,0.1925045163762984,0.09538247341813935,0.1561419574789098,0.08716683802453974,0.13989560133747783,0.16356585653871247,0.11247793337073778,0.08145742043375846,0.43153425885850505,0.2503970315740579,0.2583595572772906,0.11544925846534711,0.12575343999648003,0.11507332942423193,0.49296261228546384,0.11013402055230025,0.10059951122893875,0.14703396390708554,0.10105493212001325,0.5487147081565852,0.09396011912935505,0.20403893532038164,-0.26192438518777783,0.15159593197211682,0.3044254396121149,0.15187016276813287,0.039825280684708766,1,0.13406537044689149,0.17657751350561157,0.15255378919636484,0.345838650910918,0.1755720803616382,0.017147124362348734,0.2900282585207715,0.13966609756392276,0.16437743999291954,0.2927151286175294,0.5566538304271406,0.3166083754664085,0.2434313969177285,0.07558111834190166,0.29384462983402254,0.21306042217392562,0.18135222695110612,-0.254549373767053,0.026320930689514885,0.09117833194653086,0.39226630606269525,0.23349710138298246,0.3549009773351297,0.07381341498792114,0.050318097209817204,0.23562540969491258,0.10736495376073084,0.21158558694905436,0.30666702038602267,0.2565908783881338,0.09162852439102585,0.5303523562081236,0.1491143381906457,0.24472378228178882,0.0867469290308739,0.07065789648457718,0.22443825943001736,0.24618053010513194,0.30209814686415065,0.17919050597711278,0.14403690553647036,0.02978259774751959,0.10338898721935173,0.14862067661838604,0.40137529149687684,0.0635091295463552,-0.022746063922805322,0.08048415392126541,0.196196746964625,0.0736236143084302,0.2893576549953831,0.06048895004624268,0.3977974640230425,0.1981028922935479,0.3888298360436818,0.07693753090813076,0.20795739172836689,0.10110181740435477,0.25779932120129534,0.116869441704837,0.07339119400548966,0.060994917562397666,0.030784363168219395,0.10025038090737484,0.38460849464340424,0.2184165733705495,0.027764228484090502,0.10529325499026691,0.1683081256552112,0.19153247325322476
GSKY,0.2258342940472805,0.17991930236058817,0.44891747125062004,0.22597224080494308,0.27740938678525845,0.28069697925323017,-0.031821936391366566,0.20776076703394233,0.13878188046635415,0.12619489073699314,0.06482357979208822,-0.01862158501418401,0.08796719952616093,0.15497001972365407,0.4935919257503508,0.4280318426696516,0.05467798590205367,0.10169893347849555,0.1263163529378315,0.21101512657302646,0.7201083000570224,0.17061431793671708,0.105209019946103,0.1496887799093573,0.14048503080791663,0.48619391018888125,0.15998324475303,0.35660061382747055,-0.030027274928182066,0.12657640028394154,0.3161832269858505,0.3016030695834896,0.043848319013107685,0.1887335323054762,1,0.1143882619522099,0.188799761465563,0.3214119279341519,0.16171499562824013,0.0625472488818354,0.44432343065655633,0.3028656308451545,-0.049213287740114575,0.2534594304067767,0.5476735435044291,0.32057623420570286,0.22600587195544264,0.14607843756753044,0.3140005698554593,0.3055393756616063,0.03161020264879916,-0.19422802488608737,-0.07304236264437614,0.15678254695359353,0.31664318280979425,0.10323742955787565,0.2726213340190336,0.15509220800392864,0.12112052961889688,0.16174336589907046,0.1726542920738587,0.2359201718313218,0.40452797411889047,0.34425823567849684,0.10742966279318814,0.03785804121984204,0.2709396640429347,0.4363889589692212,0.09438741056389474,0.07372847171576678,0.3068882017571674,0.34973092408277406,0.3296220316697213,0.29284480552886594,0.14788643742021154,0.08054837044129862,0.2095416225701821,0.25312471719875007,0.61255808806431,0.04244835699186053,0.06870009061166907,0.16802502980451636,0.27042072368031267,0.08712305076802797,0.3300906306702905,0.024817370095774584,0.3567053661727457,0.2882433570305707,0.4385925089166562,0.19115149599259176,0.36456826841714063,0.12055091096093949,0.2503292551645701,0.2977180537919168,0.09133238739945403,0.04824566749021818,0.05873107644769301,0.1598721067392769,0.09368705249387853,0.37414095234093425,0.09284896469601947,0.14495111060857582,0.10488447877072159,0.19865244256234052
UBER,0.35988243785436885,0.19986159101637685,0.3664809022056451,0.3674421374983392,0.28929841989996985,0.33847005939926483,0.1723268380525961,0.21929976703851634,0.03363474452659648,0.020774441697559928,0.08045604503808464,0.22418141635217032,0.24382081999104308,0.061206151900058514,0.5305486592998512,0.6174165877386301,0.4648753818087649,0.16782521272830464,0.16444775988163676,0.23712523220270496,0.6307062444743575,0.20430270141701198,0.23984151672841536,0.30843605818576225,0.15794737378735033,0.517499933384517,0.21806779972941379,0.3630281863092393,0.1795871359966627,0.18206976686746512,0.29481893705420087,0.2335753646850784,0.040777488456017794,0.25244529384958275,0.24631761513649164,1,0.29944568607771127,0.8257388950129211,0.30860645889751837,0.08040382337373252,0.45012590256898055,0.23685212556676294,0.23228162595901214,0.34492510306181123,0.6700814709064319,0.37988529564130463,0.24317129257918094,0.14168650500871013,0.4477613974399759,0.33360133256333463,0.34571836358982194,0.18035254861109093,0.09183900984905156,0.12204429963071,0.41465016297774715,0.38249056710475804,0.6972945132097884,0.10397246225205237,0.15276147149198316,0.3278346859877697,0.15249665700658402,0.3225763500916479,0.37480851001249604,0.5080617383696588,0.12525721120334898,0.8818525117347136,0.3021476899889985,0.3194038731154119,0.06742416054406043,0.19335107568586132,0.43342489337656226,0.4300038338266501,0.41804978170973134,0.29582131154121455,0.23698913964885018,0.16158223486591494,0.25645051850704076,0.16535741249733915,0.7638358303807676,0.13060173733082722,-0.03445790855988783,0.18278322614568226,0.42739005368652777,0.10446354452054486,0.327499591157753,0.07197597637210826,0.4888846011299886,0.34060287595686806,0.5724646375594773,0.2116882950522578,0.40685140310035717,0.14598863661132797,0.170302305091767,0.22757884985454885,0.06825342061838914,0.10743435347601818,0.05775524623465979,0.27559269740334486,0.48795280567909033,0.3525061705147967,0.060878406368631365,0.15319743903350427,0.45141337700546114,0.23645387723143665
FTCH,0.4933160028578191,0.3690490569304779,0.7650946191172597,0.5321022172521401,0.46658907715700626,0.5861539451177117,0.5135588978390241,0.26358981788115216,0.06321912899930451,0.25377686468056926,0.25330254080143977,0.14834973778576088,0.47572515902280066,0.2031843809229586,1.040230803607036,0.991412405105227,0.545583900846879,0.40280924696261733,0.30716765835592247,0.36401281939247104,0.6730142930265522,0.4082165578130107,0.383099807352734,0.5374371739366733,0.37538432628237395,1.0763110474271358,0.35034886674579446,0.588692749586024,0.043656211016408264,0.5017097646976503,0.6659594445516802,0.5141608703527893,0.1663788767473493,0.3498807563727365,0.1584106037495745,0.4562742805717887,1,0.5281247141401092,0.47041531871077363,0.10662501982078168,0.47676992338940494,0.26886683226430586,0.6544140433660609,0.7377073733812574,1.0237329754096065,0.7923099021170643,0.6681855682429866,0.2632626921281979,0.8147866177886098,0.6064826579277398,0.5482057305423197,0.15594749070881309,0.1817428578619705,0.3017391166289146,0.7726915087768739,0.3626574669154892,0.48044739549164406,0.27961366837288915,0.2167741611046251,0.44612977607748666,0.31242514415147526,0.5268169077735864,0.8650665955621986,0.7077921094423865,0.25159908101735523,0.9815291598404312,0.5648643506424295,0.5817637318545948,0.2743755192766791,0.29992316632564325,0.4835203818216469,0.6045397209248488,0.6131714231801636,0.5239711171566767,0.5030254321504045,0.41408230017507375,0.36169960389210426,0.44847106393783404,0.7372887974498711,0.2662210946013493,0.14900470236518434,0.26915779003312157,0.5975321296890475,0.26752343445427823,0.6629961163514002,0.2210773324409363,0.9766561324467092,0.5631293825350525,1.0127541947551912,0.2333818410864333,0.48087296782870176,0.26170910696485583,0.6768602601692474,0.34957358623488316,0.1991401937782814,0.21118821404463656,0.09236844150991629,0.30230790318468054,0.5927055886798133,0.6400366797791344,0.12817120628108974,0.2517595738115568,0.5615568033792856,0.3612017601264709
LYFT,0.328965308764826,0.17882085863542874,0.3124167376985965,0.34594734989074816,0.32985418389631416,0.30786185219292683,0.27436820874849027,0.14281940276454308,0.025667932809744377,0.1649751298614957,0.08091798928655486,0.12131593115241572,0.20337652971264378,0.07085110818038438,0.5807289862810342,0.5058029370666274,0.25264259229154273,0.14072407799125902,0.15571241434199204,0.22961703207586742,0.6320184284417087,0.22431404240400762,0.198998440953284,0.3124960553492726,0.2230558325274477,0.4686597367449915,0.25172401872785066,0.3772636803070477,0.05042157933307417,0.23518631982038007,0.26044204805855764,0.24831958506230575,-0.03798673390322547,0.361754437352093,0.24737034621231102,0.5817961795015709,0.3235377809794755,1,0.2466870298230618,0.031214671525121303,0.5951127080696882,0.24789981668830838,0.1661664636391145,0.3624291048691208,0.5752385935403637,0.4543738515300425,0.26429643604612296,0.162816934443347,0.42124982103885183,0.32999333539086034,0.32410754951959136,0.016817339759334724,0.04671081541665428,0.16766021821746638,0.43197969354702903,0.2275252821319372,0.6850131122018138,0.15682442198417465,0.13145434439112733,0.31059916010771366,0.1689097063278327,0.2885369293802873,0.4842502187425332,0.401447499777239,0.13863405142243895,0.7001368808260848,0.3655431131684008,0.3781338183555116,0.10091541650556432,0.14325032357927678,0.5441421299567123,0.572338053860042,0.6523750758034711,0.3642210682332904,0.24330736121044275,0.17841545002638406,0.21044895666413388,0.1346253942146684,0.7700899244440425,0.07318958110090586,0.051578795056512784,0.16927694293721296,0.4372021079631155,0.14587682143636835,0.3441466199616179,0.06741057274831394,0.5855310977911591,0.28057218461940936,0.5464924583513588,0.19363986778152686,0.4673794560331735,0.19143786085306416,0.35486147874458446,0.2650421582402914,0.12922799996522827,0.08891378573620923,0.06342330371572401,0.13114295676124588,0.40010933347946726,0.32820446122547264,0.08414642734252387,0.22072492621561327,0.4066937094939395,0.40844971831265864
COUP,0.42844582584535673,0.26722011919824584,0.4108822221078612,0.38494008696688004,0.43459070556201856,0.3799194710993092,0.30749421418152595,0.17706863431123412,0.048269822104582964,0.2168995524539294,0.11978427299402132,0.10334051486606532,0.3506911754427209,0.16655339925755186,0.8149167451708406,0.6526267634479682,0.2689517491607997,0.29470679097318603,0.3273852783813341,0.2774628022014794,0.42868331465741266,0.20777196342914026,0.2680388354214473,0.2994009391940004,0.3036747989049109,0.8837911777528962,0.30204536593475917,0.4892653326129815,0.066670071364128,0.40411193425259884,0.5972880785595678,0.35238327059153884,0.04766198871436437,0.10802578111582654,0.11064054975927035,0.23981918059923624,0.29363980170001597,0.28185399360060376,1,0.024699394549091314,0.2741250770580633,0.12976332387259695,0.3874418460788465,0.8003147190645296,0.49032399616905703,0.6864286873593957,0.5416195722264432,0.17342945552889974,0.5382193368083176,0.5097478135368141,0.39459558204397555,0.011469239894562826,0.06626770751291172,0.22764825654139495,0.5347487047223619,0.2918069738043037,0.40529752016136794,0.19976824330240917,0.14688554631231368,0.3632073052571218,0.3034085120160999,0.38071965649133677,0.5797383351586662,0.6099162666336694,0.24739273584372778,0.513555951275369,0.3871591569596914,0.5068500639451345,0.2201130134545027,0.1548348655494049,0.23219336582707295,0.1313769815243674,0.4325004247993298,0.42770907929122043,0.5411646263824625,0.14545123787827863,0.2697774855772345,0.38210519345909005,0.21999205977103153,0.2531474187760319,0.15162267527983822,-0.07030675825256665,0.4608323083254612,0.19783837899323783,0.4715042830934007,0.18324033680272797,0.7477991222375133,0.5567933894963804,0.7020584473095045,0.2050426707467614,0.3225986104794846,0.18494273598363398,0.5508759751306378,0.3008212581415431,0.1151980310912294,0.24965165076188955,0.06471568063325693,0.2001721657044789,0.43292050250661457,0.47221726399518743,0.07195583578993868,0.24881326508831503,0.2437810010589876,0.011663464834280771
SWCH,0.1985501605934095,0.09222006368926741,0.22722975689559113,0.14378646013177815,0.16960468905714632,0.1562365138990724,0.11719167812267899,0.07838619623631424,0.06600034947207345,0.07942291710217907,0.04845888945932169,0.05775308383009984,0.12910736611567944,0.07527063907683595,0.3711225801951548,1.0755764141764694,0.18586258405572523,0.136826059392255,0.11857719157332468,0.09726245964392381,0.3263673474585986,0.08120026091262815,0.11476330927711029,0.1795734424689553,0.11673888853931257,0.5273007880259156,0.08661695136183606,0.1760659076175488,0.004574304273270814,0.16831549977976495,0.28360769823397786,0.15539860709034697,0.2261204934778428,0.1260049928404333,0.09743864675605568,0.13229577421811298,0.1490806897072294,0.13692657084314522,0.19519531786706762,1,0.2106293932890063,0.09528877334829425,0.16550154202720094,0.381207001779583,0.38910111778303913,0.36356985290272653,0.22708803708299424,0.09239054910000292,0.2927101011189803,0.18741176881962276,0.18410720492641547,-0.048667044630860606,0.028355851480918032,-0.049586449895020784,0.3321279815032793,0.13378523800623843,0.20700265594405434,0.0750835404355038,0.02711339776242573,-0.05426963841459171,0.13170489004490898,0.23697610612647896,0.28850467024776794,0.26607581969631705,0.07840415137090508,0.3587985681335863,0.13019354942439573,0.24179909388101226,0.06875595857032862,0.04301396335525966,0.12160051908944125,0.13393874804970166,0.24819974385920912,-0.3355513845885783,0.20900791857170364,0.05428261177542022,0.10714832737327905,0.18572367548338797,0.20918499980306896,0.10255701465403445,-1.052105754066277,0.06765985285189652,0.1756198548925703,0.09445374656879145,0.20212772629965317,0.05189562943216599,0.3453337102524356,0.19757947929425176,0.3018154511621315,0.05654006620301069,0.12414915623026983,0.06695687529676825,0.23322891061810952,0.1317383929779674,0.07458975807680433,0.07429905846615695,0.02254395017152337,0.08806212995497535,0.18413441365404135,0.22458015792747343,0.020146754488053607,-0.6840797930187541,0.16506219862001462,0.11731748319942743
VMW,0.22287277399742234,0.10730762731944345,0.3178341530665543,0.15907290873050992,0.1959884109316855,0.08010235315136141,0.1441175900964052,0.10331346222320195,0.06905369044402743,0.10611624252949674,0.060391995318842616,0.02289122475067607,0.149372909334982,0.06749427942079667,0.4015352928298382,0.3151062260441405,0.11786932276934962,0.13278085664126246,0.14066423777195175,0.13679007409170726,0.4125185680211476,0.13523131854138806,0.11785838194752708,0.1456280799188962,0.14068028637870186,0.41805990607273064,0.10326075931902298,0.21302766211289484,-0.004929426685511273,0.17465446217830982,0.24685772931096475,0.15418340686854984,0.036781558192528686,0.12252829054278089,0.11398352700241399,0.16118915836041584,0.16239918690110194,0.21660729418857866,0.15068895100601615,0.015363526332996917,1,0.21574944245543187,0.17212264359923227,0.29467408277106555,0.42610894945256395,0.27600876572334887,-0.06251662443047512,0.0851658960137001,0.27159504946297186,0.1404107709114975,0.19890560381312686,0.04187581320163389,0.042205629159118,0.11551219453543528,0.3344934402556623,0.08579713424495135,0.3627087427117414,0.10372205487519374,0.08693840538864168,0.139275061151264,0.11580871859341668,0.19965518775532629,0.2784629306309151,0.23934845192378115,0.0828779133119403,0.4768190249693158,0.1911617671467382,0.2654945329696647,-0.03529349349900548,0.06465691353760206,0.20903211566443128,0.2271633877628498,0.29890339693170037,0.1996063696097734,0.15925446385900324,0.07275300437343948,0.12951731214061726,0.15446662444476372,0.3087449282739513,0.062058966939937295,0.09016466411393571,0.07872282997704692,0.2440246448032623,0.09637103719132455,0.2553343995812134,0.07544997553515734,0.37237153028823883,0.21108127709215588,0.36587584727068817,0.14310371012187562,0.21174731839399177,0.10476471312986517,0.23155089565522688,0.14027250878076375,0.07566251561119937,0.0037184817831129443,0.0486694887913222,0.12213202112231557,0.1721141840313245,0.20017221069080887,0.03488447159760646,0.12333104175292385,0.1644531820692172,0.18515596094638934
