Date,%Gap_ADI,%Gain_ADI,%YesterdaysGain_ADI,%2DaysGain_ADI,NearSigmaFlag_ADI,NearBollingerBandsFlag_ADI,%Gap_AMKR,%Gain_AMKR,%YesterdaysGain_AMKR,%2DaysGain_AMKR,NearSigmaFlag_AMKR,NearBollingerBandsFlag_AMKR,%Gap_AVGO,%Gain_AVGO,%YesterdaysGain_AVGO,%2DaysGain_AVGO,NearSigmaFlag_AVGO,NearBollingerBandsFlag_AVGO,%Gap_MCHP,%Gain_MCHP,%YesterdaysGain_MCHP,%2DaysGain_MCHP,NearSigmaFlag_MCHP,NearBollingerBandsFlag_MCHP,%Gap_MRVL,%Gain_MRVL,%YesterdaysGain_MRVL,%2DaysGain_MRVL,NearSigmaFlag_MRVL,NearBollingerBandsFlag_MRVL,%Gap_MU,%Gain_MU,%YesterdaysGain_MU,%2DaysGain_MU,NearSigmaFlag_MU,NearBollingerBandsFlag_MU,%Gap_NVDA,%Gain_NVDA,%YesterdaysGain_NVDA,%2DaysGain_NVDA,NearSigmaFlag_NVDA,NearBollingerBandsFlag_NVDA,%Gap_NXPI,%Gain_NXPI,%YesterdaysGain_NXPI,%2DaysGain_NXPI,NearSigmaFlag_NXPI,NearBollingerBandsFlag_NXPI,%Gap_ON,%Gain_ON,%YesterdaysGain_ON,%2DaysGain_ON,NearSigmaFlag_ON,NearBollingerBandsFlag_ON,%Gap_QCOM,%Gain_QCOM,%YesterdaysGain_QCOM,%2DaysGain_QCOM,NearSigmaFlag_QCOM,NearBollingerBandsFlag_QCOM,%Gap_SWKS,%Gain_SWKS,%YesterdaysGain_SWKS,%2DaysGain_SWKS,NearSigmaFlag_SWKS,NearBollingerBandsFlag_SWKS,%Gap_TXN,%Gain_TXN,%YesterdaysGain_TXN,%2DaysGain_TXN,NearSigmaFlag_TXN,NearBollingerBandsFlag_TXN,%Gap_XLNX,%Gain_XLNX,%YesterdaysGain_XLNX,%2DaysGain_XLNX,NearSigmaFlag_XLNX,NearBollingerBandsFlag_XLNX,%Gap_QQQ,%Gain_QQQ,%YesterdaysGain_QQQ,%2DaysGain_QQQ,NearSigmaFlag_QQQ,NearBollingerBandsFlag_QQQ,%Gap_SOXL,%Gain_SOXL,%YesterdaysGain_SOXL,%2DaysGain_SOXL,NearSigmaFlag_SOXL,NearBollingerBandsFlag_SOXL
2019-01-30,0.5772575469149408,2.0616430841753965,-0.3390119314517462,1.7156419366843458,Standard_range,NearSMA20UpperTwoSigma,1.2853457832365756,1.9280156103487882,-0.6385659563843198,1.2771380026430055,Standard_range,NearSMA20UpperTwoSigma,1.3817935470770757,1.6896965591179511,-0.48575884339266256,1.1957298652628716,Standard_range,NearSMA20UpperTwoSigma,0.6919147899593748,1.2580199105223355,-0.9470431604117991,0.2990627585913162,Standard_range,NearSMA20UpperSigma,1.7098807922829913,1.3237820715742865,-1.2527311652445163,0.054467475759239666,Standard_range,NearSMA20UpperTwoSigma,2.4338054620670744,2.2733412749230633,-1.8119811140438153,0.42016764631987913,Above_upper_sigma,NearSMA20UpperTwoSigma,2.332820610217034,4.3996907428548635,-4.6445827537532525,-0.4492392883595038,Above_upper_sigma,NearSMA20LowerSigma,1.0613525598114202,2.3093111806225832,0.09338570889594847,2.4048534561351693,Standard_range,NearSMA20UpperTwoSigma,0.9803949550331222,3.4055819573866017,-1.4242151008071597,1.9328640440719778,Standard_range,NearSMA20UpperTwoSigma,0.566799130866815,1.5586976098837413,-2.4486529990421073,-0.9281224849287818,Standard_range,NearSMA20LowerTwoSigma,1.9849009655759036,3.32680629432506,-1.5820628521864424,1.6921112755918999,Above_upper_sigma,NearSMA20UpperTwoSigma,1.0936586277019187,1.551005109558361,-2.04519071368646,-0.5259066165975887,Standard_range,NearSMA20UpperSigma,1.910598755778888,3.1904176645418056,0.027431217199568526,3.218724052140508,Above_upper_sigma,NearSMA20UpperTwoSigma,1.1326276470319359,2.5437798881292917,-0.9441440012079055,1.57561894170368,Standard_range,NearSMA20UpperSigma,5.395459083659922,8.675658647753004,-4.3214717763859465,3.979270731488825,Above_upper_sigma,AboveSMA20UpperSigma
2019-01-31,-0.2727040365976964,-0.15150138636754032,2.0616430841753965,1.90701827995338,Standard_range,NearSMA20UpperTwoSigma,-0.37830685524083435,0.8827260173603605,1.9280156103487882,2.8277607231204662,Standard_range,NearSMA20UpperTwoSigma,-0.09600832973679815,-0.948972474231567,1.6896965591179511,0.7246893296423169,Standard_range,AboveSMA20UpperSigma,-0.17393389658847855,-0.14908078068357444,1.2580199105223355,1.1070636639349998,Standard_range,NearSMA20UpperSigma,-0.3810647739511634,0.8709844316957929,1.3237820715742865,2.2062964390230713,Standard_range,NearSMA20UpperTwoSigma,-1.5951898106088682,-0.05230245001514805,2.2733412749230633,2.219849811723925,Standard_range,NearSMA20UpperSigma,-0.09462470586654297,4.629158336564308,4.3996907428548635,9.232517730225085,Standard_range,NearSMA20LowerSigma,-0.5357970977686196,-0.7865964794850001,2.3093111806225832,1.5045497406904522,Standard_range,NearSMA20UpperTwoSigma,-0.848303735167129,0.0,3.4055819573866017,3.4055819573866017,Standard_range,NearSMA20UpperTwoSigma,2.053024978246264,-1.2955904622376133,1.5586976098837413,0.24291281007734877,Above_upper_sigma,NearSMA20LowerSigma,-0.36525520800112127,-1.190472504350881,3.32680629432506,2.096729075767224,Standard_range,NearSMA20UpperTwoSigma,-1.0965368643770912,-1.429409725080361,1.551005109558361,0.09942516660547938,Standard_range,NearSMA20UpperSigma,-0.18603746419409942,-0.8327381598897552,3.1904176645418056,2.3311116792995477,Standard_range,NearSMA20UpperTwoSigma,0.6156472220861219,1.496868116828839,2.5437798881292917,4.078725035065842,Standard_range,NearSMA20UpperTwoSigma,-0.3385072966171868,0.07521786548054155,8.675658647753004,8.757402158484764,Standard_range,NearSMA20UpperTwoSigma
2019-02-01,0.31357228067961856,1.6993731486987969,-0.15150138636754032,1.5452971884514202,Standard_range,NearSMA20UpperTwoSigma,0.25000572204589844,1.7500042915344238,0.8827260173603605,2.6481780520810814,Standard_range,NearSMA20UpperTwoSigma,0.33550564640610436,-0.536813584867216,-0.948972474231567,-1.4806918459404577,Standard_range,NearSMA20UpperSigma,0.21151942657180284,1.8663679839973528,-0.14908078068357444,1.7145048073528064,Standard_range,NearSMA20UpperSigma,0.10792525458162519,-0.6476029939916976,0.8709844316957929,0.2177409164472316,Standard_range,NearSMA20UpperTwoSigma,0.23547919862215771,3.6106677376829612,-0.05230245001514805,3.556476819979099,Standard_range,AboveSMA20UpperSigma,0.5217391304347827,0.6817361582880435,4.629158336564308,5.342453141057116,Standard_range,AboveSMA20LowerSigma,0.12639390083242194,1.5741730044789273,-0.7865964794850001,0.7751941355596924,Standard_range,NearSMA20UpperTwoSigma,0.04989182173867193,3.792406620821774,0.0,3.792406620821774,Standard_range,NearSMA20UpperTwoSigma,0.12116593848215261,0.18174505604993493,-1.2955904622376133,-1.1162000777994496,Standard_range,NearSMA20LowerTwoSigma,0.383349912085435,1.2595812669954842,-1.190472504350881,0.054113793991067256,Standard_range,NearSMA20UpperSigma,-0.12911924217713777,1.3011497364153177,-1.429409725080361,-0.1468587495352214,Standard_range,NearSMA20UpperSigma,-0.4198688676544632,0.0714616758223161,-0.8327381598897552,-0.7618715727117081,Standard_range,NearSMA20UpperTwoSigma,-0.49357862332260855,-0.42222091960335134,1.496868116828839,1.0683271068973634,Standard_range,AboveSMA20UpperSigma,0.15973798910644577,3.495250535080933,0.07521786548054155,3.57309745340716,Standard_range,AboveSMA20UpperSigma
2019-02-04,-0.0696237260660379,-0.8354923012094506,1.6993731486987969,0.8496827156631473,Standard_range,NearSMA20UpperTwoSigma,0.3685470725538753,0.9828000040771332,1.7500042915344238,2.7500033378601074,Standard_range,NearSMA20UpperTwoSigma,0.2586119139912576,1.9901793812758786,-0.536813584867216,1.4426822431267474,Standard_range,NearSMA20UpperSigma,-0.1587942817284534,0.8672273856767372,1.8663679839973528,2.7497810239488176,Standard_range,NearSMA20UpperTwoSigma,0.27158738443756836,0.8690920626737567,-0.6476029939916976,0.2158608024636397,Standard_range,AboveSMA20UpperSigma,-0.12626070451294252,-0.3282759051188244,3.6106677376829612,3.270538880367425,Standard_range,NearSMA20UpperTwoSigma,0.44220231364705803,3.074688785743844,0.6817361582880435,3.77738620923913,Standard_range,AboveSMA20LowerSigma,-0.4072405024180606,0.3393613316572831,1.5741730044789273,1.9188764706067993,Standard_range,NearSMA20UpperTwoSigma,1.7788502538699464,3.798081463963489,3.792406620821774,7.734526777688819,Standard_range,NearSMA20UpperTwoSigma,0.20156918542796426,0.16125381046805004,0.18174505604993493,0.3432919373462028,Standard_range,NearSMA20LowerSigma,0.1892906860214244,1.2303997747079791,1.2595812669954842,2.5054789267748396,Standard_range,NearSMA20UpperTwoSigma,-0.009799497053890709,-0.186287690941517,1.3011497364153177,1.112438163674141,Standard_range,NearSMA20UpperSigma,-0.3302938120650276,-1.9460808428431045,0.0714616758223161,-1.876009869003941,Standard_range,AboveSMA20UpperSigma,0.01791506709083276,1.242162955486708,-0.42222091960335134,0.8146973640297286,Standard_range,NearSMA20UpperTwoSigma,0.22697277320222584,1.5070436299539904,3.495250535080933,5.054969115574794,Standard_range,NearSMA20UpperTwoSigma
2019-02-05,-0.16047747002230858,0.7021109318590066,-0.8354923012094506,-0.1392474521320758,Standard_range,NearSMA20UpperSigma,-0.24331456343007174,0.7299204865363118,0.9828000040771332,1.7198941491848838,Standard_range,NearSMA20UpperTwoSigma,-0.0587989361239221,-0.7790662778288423,1.9901793812758786,1.1956082870192133,Standard_range,NearSMA20UpperSigma,-0.375399831817032,0.799220172052174,0.8672273856767372,1.6733786139328004,Standard_range,NearSMA20UpperTwoSigma,-0.9693069904893261,0.4846534952446727,0.8690920626737567,1.3579576429770719,Standard_range,NearSMA20UpperSigma,-0.5827198761668315,-0.25336277103002813,-0.3282759051188244,-0.5808069472190196,Standard_range,NearSMA20UpperTwoSigma,0.32176632919626946,0.5161578698655778,3.074688785743844,3.6067169037509124,Standard_range,BelowSMA20UpperSigma,-0.14655835162409775,1.7361904943761652,0.3393613316572831,2.0814437852152703,Standard_range,NearSMA20UpperTwoSigma,-0.7874019226144758,1.3432098477495849,3.798081463963489,5.192307515962583,Standard_range,NearSMA20UpperTwoSigma,0.0805009390880721,2.0929783543369584,0.16125381046805004,2.2576071721536484,Standard_range,NearSMA20LowerSigma,0.5209020640329037,1.4558518737871764,1.2303997747079791,2.704164446670315,Standard_range,NearSMA20UpperTwoSigma,0.4027465819489271,0.5108021880923133,-0.186287690941517,0.3235629355493203,Standard_range,NearSMA20UpperSigma,0.18208664679714578,1.0378791336170328,-1.9460808428431045,-0.9283996762172586,Standard_range,NearSMA20UpperSigma,0.13566668388789593,0.884799156963824,1.242162955486708,2.1379527598087953,Standard_range,NearSMA20UpperTwoSigma,0.1699380079708698,1.3952252697338072,1.5070436299539904,2.9232955532388294,Standard_range,NearSMA20UpperTwoSigma
2019-02-06,0.6474118685260666,2.0019941291657997,0.7021109318590066,2.718161280660855,Standard_range,NearSMA20UpperTwoSigma,0.4830913423070096,4.227057883540929,0.7299204865363118,4.987832531546953,Standard_range,NearSMA20UpperTwoSigma,1.2111070421006944,2.2999968352141202,-0.7790662778288423,1.5030120576509942,Standard_range,AboveSMA20UpperSigma,6.319080095171293,7.292167047815609,0.799220172052174,8.149667689893667,Above_upper_sigma,AboveSMA20UpperTwoSigma,1.2861724173671734,2.036447327023614,0.4846534952446727,2.5309705354175236,Standard_range,NearSMA20UpperTwoSigma,2.6162118921470623,5.4610149459203425,-0.25336277103002813,5.1938159960969665,Above_upper_sigma,NearSMA20UpperTwoSigma,0.893628786370131,2.034013413691881,0.5161578698655778,2.560670003866351,Standard_range,BelowSMA20UpperSigma,2.4933511228543073,2.4490238661230928,1.7361904943761652,4.227734080067891,Above_upper_sigma,NearSMA20UpperTwoSigma,1.6453410610594799,4.2961634831465085,1.3432098477495849,5.697079821877138,Standard_range,NearSMA20UpperTwoSigma,0.4139544379412225,0.7293493696500197,2.0929783543369584,2.8375928484212465,Standard_range,NearSMA20LowerSigma,7.8594013858058105,11.492895553125585,1.4558518737871764,13.116066962175344,Above_upper_sigma,AboveSMA20UpperTwoSigma,1.8960149014781496,4.065679900817871,0.5108021880923133,4.597249670804391,Above_upper_sigma,NearSMA20UpperTwoSigma,0.6127232696044944,2.964491968477911,1.0378791336170328,4.033138945653529,Standard_range,NearSMA20UpperSigma,0.023392706079302168,-0.2981900897362762,0.884799156963824,0.5839706838274116,Standard_range,NearSMA20UpperTwoSigma,3.642933639952619,8.035627142115832,1.3952252697338072,9.542967512318027,Standard_range,NearSMA20UpperTwoSigma
2019-02-07,-1.0643530205130207,-1.7381177082703338,2.0019941291657997,0.22907940641790234,Standard_range,NearSMA20UpperSigma,-0.4634989724518524,-2.549249873828779,4.227057883540929,1.5700497419493125,Standard_range,NearSMA20UpperTwoSigma,-1.2128475461252308,-2.5777471262640668,2.2999968352141202,-0.33703839337384256,Standard_range,NearSMA20UpperSigma,-1.86988939043434,-1.388419995147804,7.292167047815609,5.802501147296354,Standard_range,NearSMA20UpperTwoSigma,-5.567233835721994,-3.7289966264774628,2.036447327023614,-1.7684883515785492,Below_lower_sigma,BelowSMA20UpperSigma,-1.7100170439422433,-5.154141055044923,5.4610149459203425,0.025405477525599508,Standard_range,NearSMA20UpperTwoSigma,-1.2222190308415033,-3.647060020297181,2.034013413691881,-1.687228296623539,Standard_range,BelowSMA20UpperSigma,-5.429958689860041,-1.8604582456303813,2.4490238661230928,0.5430025540379685,Below_lower_sigma,NearSMA20UpperSigma,-1.884313369527808,-2.497807635613158,4.2961634831465085,1.691045948012892,Below_lower_sigma,NearSMA20UpperTwoSigma,-0.5283691802909454,-1.0763194784420191,0.7293493696500197,-0.35482023812343666,Standard_range,NearSMA20LowerSigma,0.42508041087923343,-3.6958375163326154,11.492895553125585,7.372299291227632,Standard_range,AboveSMA20UpperTwoSigma,-1.2960225763578914,-2.4605584748147233,4.065679900817871,1.5050829946447348,Below_lower_sigma,NearSMA20UpperTwoSigma,-1.163904997577394,-1.3476794708790736,2.964491968477911,1.5768606479238019,Standard_range,NearSMA20UpperSigma,-0.8738009945057801,-1.3429559509410078,-0.2981900897362762,-1.6371414791220544,Standard_range,NearSMA20UpperSigma,-3.6577321205909104,-6.67863665052864,8.035627142115832,0.8203201521740158,Standard_range,NearSMA20UpperTwoSigma
2019-02-08,-1.1726128762620764,0.09938001216853104,-1.7381177082703338,-1.6404650376917855,Standard_range,NearSMA20UpperSigma,-1.1890538598069247,-0.3567150239654618,-2.549249873828779,-2.896871340495873,Standard_range,NearSMA20UpperSigma,-0.6540599017345085,1.8469661779854287,-2.5777471262640668,-0.7783910658547266,Standard_range,BelowSMA20UpperSigma,-1.5215128222254044,-0.749399381176143,-1.388419995147804,-2.1274145654721837,Standard_range,NearSMA20UpperTwoSigma,-1.6366570556967466,0.3273293300170343,-3.7289966264774628,-3.4138733961342345,Below_lower_sigma,BelowSMA20UpperSigma,-4.012193469273331,-2.0314860725290367,-5.154141055044923,-7.080921469882222,Below_lower_sigma,BelowSMA20UpperSigma,-1.8382793981400258,0.5087505150695293,-3.647060020297181,-3.156863941865809,Below_lower_sigma,AboveSMA20LowerSigma,-2.303542257199132,-3.548992727395344,-1.8604582456303813,-5.343423445192077,Below_lower_sigma,NearSMA20UpperSigma,-1.8876407923323544,-1.8426959434252106,-2.497807635613158,-4.29447657906236,Below_lower_sigma,AboveSMA20UpperSigma,-0.6132493833283313,-0.5143389227641894,-1.0763194784420191,-1.5851224711952887,Standard_range,NearSMA20LowerSigma,-1.3364349810181855,0.18391555955006403,-3.6958375163326154,-3.5187191770307753,Standard_range,NearSMA20UpperTwoSigma,-1.3576002829031641,0.6643582104287648,-2.4605584748147233,-1.812547186635791,Below_lower_sigma,NearSMA20UpperSigma,-1.1798117550334342,0.8515914626854273,-1.3476794708790736,-0.5075647315120166,Standard_range,NearSMA20UpperSigma,-0.8738044689033344,0.1961611124267933,-1.3429559509410078,-1.1494291958469822,Standard_range,NearSMA20UpperSigma,-4.549433308440181,-0.4111938338071042,-6.67863665052864,-7.062368342246389,Below_lower_sigma,NearSMA20UpperSigma
2019-02-11,1.6578954763137717,1.0126045955265983,0.09938001216853104,1.1129909342653828,Above_upper_sigma,NearSMA20UpperSigma,0.0,1.1933105779209376,-0.3567150239654618,0.8323388358414628,Standard_range,NearSMA20UpperSigma,0.12405908958602799,0.6057081211768328,1.8469661779854287,2.4638615232977084,Standard_range,NearSMA20UpperSigma,0.3889673076835794,1.773247177010674,-0.749399381176143,1.0105590924632897,Standard_range,NearSMA20UpperTwoSigma,0.48939725706868326,3.5889063040622697,0.3273293300170343,3.92798317703933,Standard_range,NearSMA20UpperSigma,0.051831628090548705,0.0,-2.0314860725290367,-2.0314860725290367,Standard_range,NearSMA20UpperSigma,-1.201321995878881,-1.1608296159536682,0.5087505150695293,-0.6579848275343828,Standard_range,AboveSMA20LowerSigma,0.0457101069030631,1.9883416995703007,-3.548992727395344,-1.6312171301385625,Standard_range,NearSMA20UpperSigma,0.6868114353584357,1.8315000720495702,-1.8426959434252106,-0.044944848907127806,Standard_range,NearSMA20UpperSigma,0.5169980449392417,1.0737739226419762,-0.5143389227641894,0.5539121626511475,Standard_range,NearSMA20LowerSigma,0.14686421236888175,0.15909589386187145,0.18391555955006403,0.3433040555153527,Standard_range,NearSMA20UpperTwoSigma,0.1530330253894411,0.20085995059103343,0.6643582104287648,0.8665525905930128,Standard_range,NearSMA20UpperSigma,0.43099468136794306,1.0642968233695678,0.8515914626854273,1.9249517469404422,Standard_range,NearSMA20UpperSigma,0.36188930896223936,-0.0949238635660015,0.1961611124267933,0.10105104515406227,Standard_range,NearSMA20UpperSigma,1.5461600388272696,1.4319503590039528,-0.4111938338071042,1.0148684336174456,Standard_range,NearSMA20UpperSigma
2019-02-12,1.3562626569218226,2.270267870853822,1.0126045955265983,3.30586130317145,Standard_range,NearSMA20UpperSigma,-4.481122420749435,5.18868582322566,1.1933105779209376,6.443913537930233,Below_lower_sigma,BelowSMA20UpperSigma,1.0626696151201251,1.3310653603242488,0.6057081211768328,1.944835852486737,Standard_range,NearSMA20UpperTwoSigma,1.3826476726529868,2.8664602945155737,1.773247177010674,4.690536897778877,Standard_range,NearSMA20UpperTwoSigma,1.3123360105634079,1.8372724172546446,3.5889063040622697,5.492116706922563,Standard_range,NearSMA20UpperTwoSigma,2.099527009202339,4.717469176891597,0.0,4.717469176891597,Above_upper_sigma,NearSMA20UpperSigma,1.0583838061161646,3.2229438846429272,-1.1608296159536682,2.024701381570756,Standard_range,AboveSMA20LowerSigma,1.1204481792717087,4.459387514771533,1.9883416995703007,6.536397075843468,Standard_range,NearSMA20UpperSigma,1.2589959061471256,2.203236403601493,1.8315000720495702,4.075088751970447,Standard_range,AboveSMA20UpperSigma,0.9246456601910126,1.6328899989343164,1.0737739226419762,2.7241974685702783,Standard_range,AboveSMA20LowerSigma,1.0019640284845657,2.126106513959443,0.15909589386187145,2.2885849559841542,Standard_range,NearSMA20UpperTwoSigma,1.1168367173416303,1.6036657797993084,0.20085995059103343,1.807746852683292,Standard_range,NearSMA20UpperTwoSigma,1.4360326405280879,2.8720586410262476,1.0642968233695678,3.9669226932775685,Standard_range,NearSMA20UpperSigma,0.7304103508959827,1.478625643356419,-0.0949238635660015,1.3822982112020659,Standard_range,NearSMA20UpperSigma,3.758890286788081,6.3052219309341435,1.4319503590039528,7.827459938014105,Standard_range,NearSMA20UpperTwoSigma
