Date,%Gap_XOM,%Gap_CVX,%Gap_SLB,%Gap_BKR,%Gap_HAL,%Gap_NOV,%Gap_FTI,%Gap_HP,%Gap_COP,%Gap_EOG,%Gap_OXY,%Gap_CNQ,%Gap_PXD,%Gap_HES,%Gap_FANG,%Gap_CLR,%Gap_MRO,%Gap_DVN,%Gap_APA,%Gap_COG,%Gap_XEC,%Gap_MUR,%Gap_MGY,%Gap_EQT,%Gap_MTDR,%Gap_CNX,%Gap_PDCE,%Gap_XOP,%Gap_XLE,%Gap_XLF,%Gap_DIA,%Gap_SPY
2019-01-03,0.4448235725840142,0.3342624528203307,0.29570055939662976,0.19002810915507443,0.21978525629244303,0.5413742704723695,-0.4547742291451491,0.10405668648165742,0.25244532141954806,-0.011038666993813126,0.2903230728641633,0.0,0.49888172280020787,0.3787875024959444,0.5040912847990113,-0.023828221523729765,0.13586619379453377,0.17234346016887228,0.03688760109441329,0.1274916210006779,-0.3189296218455446,0.24927073827626395,0.0,0.05025240740469175,0.12445835808018099,0.257516631998747,-0.03287386211951075,0.07328160404588635,0.2907010686957847,-0.7493767766253396,-0.9041826383411458,-0.779437607054893
2019-01-04,1.4864421484116195,1.5750198851241002,1.861704232305333,2.056433803508609,2.064140768942023,2.140074788844652,3.68129069947295,1.8518505289578304,1.4474131898709421,1.9228584017635701,1.6982316661101087,2.12254986471728,2.338016221453475,2.6185435865390048,1.7782851698730475,2.2474586057520964,2.3939834761246335,2.6360498291576984,2.2075068974722356,1.368698090929938,2.0375134515268503,2.438027059083954,1.9503570233760807,1.8633572258699664,2.762087417629634,2.264810446422608,1.9702862674097936,2.6199227840532857,1.7271156712371438,1.7035759213314527,1.4467178729872727,1.3840504201712176
2019-01-07,0.14054599012864671,0.21656547954381056,0.30698114969646856,-0.09106808401090996,0.7389130327547866,0.11223601630859362,0.383140304242203,0.44898208306761656,0.2509801528033088,0.6068991758271511,0.5378898236235075,0.3094774565782914,0.17230634268971926,0.2626455464848614,0.7305147150047431,0.5535872472203435,0.8436087977168256,0.6919010110112317,0.1765577152118329,0.9511510103134696,0.5236352014363207,0.19523325212394077,1.5151540693756314,-1.8954960581788223,0.11743129541222752,-1.6556275705983468,1.9871646104308607,1.047855931551298,0.7516298162146627,-0.20610529240496972,0.23902917940566273,0.11886487280926587
2019-01-08,1.4261805373837682,1.0154991697443616,1.4936577450038573,1.241688231125632,1.4573215848068628,1.6588568316441739,2.211985116241267,2.013026435017327,1.1659017638842364,1.21680404177881,1.271711619314035,0.9645061700005407,1.4825641111412742,1.7126141949280134,1.5200284806948363,1.3324609580973086,1.6645341279561081,1.301774827377413,1.0715501647848988,0.7893665827443971,0.994569057631799,1.6890616005532857,2.766135081848132,0.6079069940465227,2.1358126219055134,1.6142034198806074,1.51824951171875,1.857477965968945,1.3989504810718871,0.9057196585524273,1.0961938410792074,0.9591958465958469
2019-01-09,0.7773425200957339,0.8231241173584678,1.4507012027317998,1.2494654328588601,1.5068445726461637,1.716743438133809,3.985684021239798,1.7647088742723513,1.1660447816518755,1.319097760167195,0.7539706251279072,1.2677676335035652,1.272853444049335,1.3820173060415517,1.953314065143604,1.23666950423742,1.6795880915399228,1.526423908582205,1.362396492557467,0.49140392652943077,1.7499633691759113,1.3549138670923278,2.054231704459701,0.5896753299033376,1.9576764375732347,1.5199966430664062,2.1751847554741874,1.639898568371397,1.3392123157841682,0.24681766601876023,0.42451013559555745,0.30767168233188524
2019-01-10,-0.4832898135465265,-0.6709583555747768,-0.7517006805867344,-0.6473872163847915,-0.8333333333333334,-0.9164618300690368,-0.6108165064176948,-1.2707839876811864,-0.8728280335541819,-1.1795602072204587,0.04560471245600324,-1.2420019853080313,-1.1521793456625942,-0.9569368893470853,-1.4982661863508486,-1.2923741535837503,-1.369006331875367,-1.0065823834680365,-1.944265617637278,-0.29349976396061217,-1.1206471449952515,-1.5591019085035465,-0.5686486280454147,-0.5009943823037969,-1.7712569707269463,-0.7905093344740093,-1.2338483323923388,-1.0474622023427975,-0.7556289629230443,-0.5730633970511126,-0.5357436753334315,-0.6628644598156612
2019-01-11,-0.27759135206842883,-0.39664782754247047,-1.2965207580888523,-0.8993618346488047,-1.2309720044849568,-1.2865119481530118,-1.675482855902799,-1.3155510155845036,-0.9714507482959986,-1.2711885606499658,-0.8007233112977062,-1.040507945868439,-0.9432734261642838,-1.8094368192518626,-0.829169203987343,-1.2322031445035213,-1.1009192720251224,-1.8638328695431485,-1.0012902942812314,-0.49751589990911627,-1.5043962139751959,-0.25380600078988497,-0.967741042344511,-1.1622104039646455,-1.9716950629853953,-0.638467082290098,-1.2945055006719768,-1.0409879544790213,-0.5129844330633853,-0.49100178646135595,-0.4708353678385417,-0.46353993525860016
2019-01-14,-0.7111016837005414,-1.0662916010969679,-1.5333090048146156,-1.0389600309733902,-1.6286644546393367,-1.7176227740173915,-1.6371655116654067,-0.8235048178847971,-1.1598081791614905,-1.249095747047828,-1.1627971281585965,-1.067743040530035,-0.9561308758645422,-1.696896672746238,-1.5081649546945146,-1.4652021275834999,-1.5518370217421271,-1.8588761751611564,-1.6077170220805344,-1.116627189230753,-1.3590021132040584,-1.4184436548301413,-0.7401328430694238,-1.0800255848757465,-2.0165428468016406,-0.7154225209357289,-1.310689993175135,-1.31578823536055,-0.9514597138490986,-0.9795909025231041,-0.812911525487037,-0.8186058942122323
2019-01-15,0.44673978374185874,0.23272657840097397,1.2584715914913418,0.516354735005323,0.7573247806407941,0.8205120380108174,1.2837467652990402,1.634414689773666,0.6553883572254354,0.46695672977095726,0.3507101572390481,0.8412565506681511,0.9447869754931395,1.554806296945593,0.6410852121808828,0.366778833309987,0.9475655038105404,0.8788671821391123,1.900533670956779,-0.2027544094482121,0.9995852185271317,0.9002242028949632,0.32520293685162754,0.5290942672387061,1.1609461978742777,-0.07775486372059018,0.3574588411547317,0.854701604963019,0.5496284339366714,-0.4053521733298233,0.0,0.16317538371940682
2019-01-16,-0.34882099398228433,-0.6154142209270493,-0.5273279344823191,-0.39096503387573733,-0.3953899101321554,-0.1023499824069699,-0.2642040134492779,-0.6180895675780748,-0.4391957002705339,0.18298944858030486,-0.01525413209400851,-0.4987509482383491,0.11186720511427076,0.057890350199811515,-0.25712243307136284,-0.789752281612442,-0.758053607943342,-0.87121039984747,0.9448794868048943,-0.12096282346674055,-0.3409710870711418,-0.3707767025102402,-0.24310966450758104,0.0,-1.080807969752591,-0.1548023037582592,-0.14925145391210146,-0.06499986176836568,-0.11276338185683824,1.165130263715271,0.2992026356920468,0.18435969176016037
