,GDX,GLD
AU,1.1800340041769979,2.3827898594825476
WPM,1.0102505447664658,1.7652180030718052
HL,1.2402477192330643,2.2098175677711067
EQX,0.760438773521136,1.495917744049465
AEM,0.8508297475659394,1.6484157890312208
SSRM,1.0401104767147622,1.9107470698498088
KL,1.042612530327588,1.8897830015826438
PVG,0.9914164481168883,1.9349882046783626
NEM,0.7528368400305752,1.3823203592061575
AGI,0.9982591685510176,1.9304035954729528
KGC,1.1185304535942204,2.0949170213830746
