Date,%Gap_MCD,%Gain_MCD,%YesterdaysGain_MCD,%2DaysGain_MCD,NearSigmaFlag_MCD,NearBollingerBandsFlag_MCD,%Gap_CAKE,%Gain_CAKE,%YesterdaysGain_CAKE,%2DaysGain_CAKE,NearSigmaFlag_CAKE,NearBollingerBandsFlag_CAKE,%Gap_SBUX,%Gain_SBUX,%YesterdaysGain_SBUX,%2DaysGain_SBUX,NearSigmaFlag_SBUX,NearBollingerBandsFlag_SBUX,%Gap_SPY,%Gain_SPY,%YesterdaysGain_SPY,%2DaysGain_SPY,NearSigmaFlag_SPY,NearBollingerBandsFlag_SPY,%Gap_DIA,%Gain_DIA,%YesterdaysGain_DIA,%2DaysGain_DIA,NearSigmaFlag_DIA,NearBollingerBandsFlag_DIA
2019-01-30,0.4117033581481658,-0.21957177389519827,-0.7788713981654394,-0.9967329903153235,Standard_range,BelowSMA20UpperSigma,0.13360359272963376,0.578931913641913,-2.1568663301865545,-1.5904212040646886,Standard_range,BelowSMA20UpperSigma,0.10441481782260224,1.6557288114452753,0.20926664642045126,1.8684603460232552,Standard_range,NearSMA20UpperTwoSigma,0.641586279150624,1.5830768961627284,-0.13269869978646026,1.44827747391844,Standard_range,NearSMA20UpperSigma,1.0988551033602336,1.819212014071297,0.24887825179978296,2.072617888928232,Standard_range,AboveSMA20UpperSigma
2019-01-31,-0.836223929544792,-1.6449388913927838,-0.21957177389519827,-1.860898843784659,Standard_range,AboveSMA20LowerSigma,0.08855638067048817,-0.6420126468578278,0.578931913641913,-0.06679754931819187,Standard_range,BelowSMA20UpperSigma,0.044018750733972364,-0.014676648578900758,1.6557288114452753,1.6408091573672992,Standard_range,NearSMA20UpperTwoSigma,-0.026151734117725686,0.8782443461558946,1.5830768961627284,2.4752245256544723,Standard_range,NearSMA20UpperSigma,-0.4916443215077816,-0.02398175727485265,1.819212014071297,1.7947939777869146,Standard_range,NearSMA20UpperSigma
2019-02-01,0.4306993386947633,-1.15225280940784,-1.6449388913927838,-2.778237846211508,Standard_range,NearSMA20LowerSigma,-0.5793273842303581,0.20053509457652569,-0.6420126468578278,-0.44276501294987164,Standard_range,AboveSMA20LowerSigma,0.6604005756867519,-0.04402521215964715,-0.014676648578900758,-0.058695399312873126,Standard_range,NearSMA20UpperTwoSigma,0.08150306622924011,0.048162444463366774,0.8782443461558946,0.9268297745647315,Standard_range,NearSMA20UpperTwoSigma,0.2198956750739269,0.1439311599949715,-0.02398175727485265,0.119914885498686,Standard_range,NearSMA20UpperTwoSigma
2019-02-04,0.32253964548010183,0.469670566614647,-1.15225280940784,-0.6879940350919718,Standard_range,NearSMA20LowerTwoSigma,0.2890754945279254,2.2014628349926744,0.20053509457652569,2.4064126351474195,Standard_range,AboveSMA20LowerSigma,-0.11745974209039808,-0.7781511885881912,-0.04402521215964715,-0.8218338180361396,Standard_range,NearSMA20UpperTwoSigma,0.018509884255612945,0.7035451061470882,0.048162444463366774,0.7520463951314779,Standard_range,NearSMA20UpperTwoSigma,-0.019962892291077474,0.7345942303038038,0.1439311599949715,0.8795827002957076,Standard_range,NearSMA20UpperTwoSigma
2019-02-05,0.09011752146392932,0.011266838702957404,0.469670566614647,0.48099032234278016,Standard_range,BelowSMA20LowerSigma,0.34812848259208184,0.8920797553945681,2.2014628349926744,3.1131813946607476,Standard_range,NearSMA20UpperSigma,0.2663514357779532,2.071610637620027,-0.7781511885881912,1.2773391862322763,Standard_range,NearSMA20UpperSigma,0.17650058884025682,0.4191846904899633,0.7035451061470882,1.1256789500127116,Standard_range,NearSMA20UpperTwoSigma,0.41217234303441536,0.6499680334667711,0.7345942303038038,1.389336891443241,Standard_range,NearSMA20UpperTwoSigma
2019-02-06,-0.011265569429420821,-0.782798102778428,0.011266838702957404,-0.7716194606750804,Standard_range,BelowSMA20LowerSigma,-0.15095901754719648,-0.5822740219603979,0.8920797553945681,0.30461138476333965,Standard_range,NearSMA20UpperSigma,0.3624340856997692,-0.18845733643236534,2.071610637620027,1.8792491989587534,Standard_range,NearSMA20UpperTwoSigma,-0.11351063773914702,-0.13182565400755242,0.4191846904899633,0.28680644352267304,Standard_range,NearSMA20UpperTwoSigma,-0.1299424406719659,-0.035443217160213016,0.6499680334667711,0.6142944467249846,Standard_range,NearSMA20UpperTwoSigma
2019-02-07,-0.10216408404130492,-0.510837742024775,-0.782798102778428,-1.2896370166503568,Standard_range,NearSMA20LowerTwoSigma,-0.39045620636369427,-0.08676160987841243,-0.5822740219603979,-0.6685304415234538,Standard_range,NearSMA20UpperSigma,-0.3631082142927983,0.42120685832164173,-0.18845733643236534,0.23195572666321304,Standard_range,NearSMA20UpperSigma,-0.6599647493651215,-0.9532799292480909,-0.13182565400755242,-1.0838489157543894,Standard_range,NearSMA20UpperSigma,-0.57903700672643,-0.7759882060082506,-0.035443217160213016,-0.8111563879834703,Standard_range,NearSMA20UpperSigma
2019-02-08,-0.29095989866938277,-0.30237265117979656,-0.510837742024775,-0.8116657595807844,Standard_range,NearSMA20LowerTwoSigma,-0.15197501679800152,0.17368218404745994,-0.08676160987841243,0.08676988471009595,Standard_range,NearSMA20UpperSigma,-0.5351500576342609,0.8822687528731612,0.42120685832164173,1.3071917876907335,Standard_range,NearSMA20UpperSigma,-0.5145534067755482,0.12215390329902524,-0.9532799292480909,-0.8322904945920084,Standard_range,NearSMA20UpperSigma,-0.5518060434013405,-0.23024477424322315,-0.7759882060082506,-1.0044463079583958,Standard_range,NearSMA20UpperSigma
2019-02-11,0.2804037156875894,-0.2804037156875894,-0.30237265117979656,-0.5819285027182547,Standard_range,NearSMA20LowerTwoSigma,0.0,-1.1270057751243372,0.17368218404745994,-0.9552809993214543,Standard_range,NearSMA20UpperSigma,0.35842293906810035,0.3440829588093638,0.8822687528731612,1.2293874481120615,Standard_range,NearSMA20UpperTwoSigma,0.26990460421983625,0.055456758903912676,0.12215390329902524,0.17767840479858218,Standard_range,NearSMA20UpperSigma,0.3183144077887579,-0.15120359372036368,-0.23024477424322315,-0.38110022959057777,Standard_range,NearSMA20UpperSigma
2019-02-12,0.30414254332831625,-0.16641414855630363,-0.2804037156875894,-0.4463512327879113,Standard_range,BelowSMA20LowerSigma,0.32880650896742364,0.8110538256138113,-1.1270057751243372,-0.3250925729645605,Standard_range,BelowSMA20UpperSigma,0.3571938957429416,-0.3429030877192906,0.3440829588093638,0.0,Standard_range,NearSMA20UpperTwoSigma,0.6651460878814246,1.285940081707992,0.055456758903912676,1.3421099813026662,Standard_range,NearSMA20UpperSigma,0.7093324149116079,1.4306193922704207,-0.15120359372036368,1.2772526506164836,Standard_range,NearSMA20UpperSigma
