Date,%Gap_PYPL,%Gap_SQ,%Gap_AMZN,%Gap_EBAY,%Gap_MELI,%Gap_CRM,%Gap_ADBE,%Gap_INTU,%Gap_ATVI,%Gap_NTES,%Gap_WDAY,%Gap_ADSK,%Gap_TEAM,%Gap_EA,%Gap_VEEV,%Gap_CERN,%Gap_SNPS,%Gap_CDNS,%Gap_TTWO,%Gap_SSNC,%Gap_SE,%Gap_OKTA,%Gap_WORK,%Gap_DOCU,%Gap_DDOG,%Gap_COUP,%Gap_ZEN,%Gap_MOMO,%Gap_HUBS,%Gap_CDAY,%Gap_PLAN,%Gap_SWI,%Gap_AYX,%Gap_ZNGA,%Gap_BILI,%Gap_HUYA,%Gap_NET,%Gap_NUAN,%Gap_SMAR,%Gap_MDLA,%Gap_VRNT,%Gap_BB,%Gap_SVMK,%Gap_MDRX,%Gap_SAIL,%Gap_CHNG,%Gap_AVYA,%Gap_GOOG,%Gap_GOOGL,%Gap_FB,%Gap_TCEHY,%Gap_NFLX,%Gap_BIDU,%Gap_SPOT,%Gap_TWTR,%Gap_TME,%Gap_SNAP,%Gap_ROKU,%Gap_PINS,%Gap_IQ,%Gap_WB,%Gap_YNDX,%Gap_YY,%Gap_QQQ,%Gap_XLK,%Gap_DIA,%Gap_XLF,%Gap_SPY
2019-09-20,-1.328687924628614,-0.05081954924146693,0.011526815124897062,0.37128144929785967,-0.05643399172992419,0.7096330042825936,0.12088328453588022,-0.014805580686783702,0.05454025615266446,-0.39449340704880076,0.11577917209809403,-0.1564776930000979,0.8523006134275966,0.5115803935662657,0.27132142382528124,-0.3398394738423256,-0.014587815757778611,0.5977309277102307,0.7504487432501779,0.21760754107176317,-0.03129962016602783,0.8405823638473869,0.5054474011892433,0.5681827760158731,2.7696429737897277,0.941758269332252,0.21974944106006766,0.5775552281285448,-0.16067837959248796,0.6178792994156493,4.803923064587163,-0.05204748573509676,0.6482447544169951,-0.16339464430834527,-0.06622667966358413,0.0,0.7999979654947916,0.058826250749513836,-1.0495491636902827,-0.06657941795645506,-0.08726490993354555,-0.26420053464973803,0.1636698678143918,0.09623941171422265,-0.5321751811588848,0.0,0.5830944590780573,-0.4512731790807441,-0.4125114310040363,0.2734849448459857,-0.34754755887215416,-2.2121410338005063,0.30620937304809576,-0.3135295373921295,0.5357548115567999,0.49999782017300376,0.0,-4.762257310695355,0.2986070152967473,0.2633025013787851,0.263106797240849,0.1869650037174131,1.7825607872035327,0.14001466375671856,0.3238663405809275,0.22786658570305737,0.1557796743953293,0.22155744789621323
2019-09-23,0.08601296617941298,-1.3483125321875393,-0.9564383250534997,0.024772847824600513,-0.6679149114384606,-0.6765483713946072,-0.7124648124345798,-0.2934757592832144,-0.5295783596034842,-0.8499112584536659,-0.02286594538649465,-0.5738813388806573,-0.12420411705263258,-0.47618399781214815,0.2472733443250727,-0.33606567610880383,-0.589451108578244,-0.7877658773404678,-1.0340003599653123,-0.2986888136854035,0.0,0.25432991122133264,-0.6306730369252007,-0.4475322559718259,1.1894890374152667,1.323655389836965,-0.5290954239483049,-1.105440485098007,0.006232543525752727,-0.1734441195731538,-1.5094325227557488,0.1578983507658306,1.3055280836553158,-0.16233364111002335,-0.13106459674763316,-1.3629812489425948,1.1071932766107522,-0.5382760895780692,-1.3760396171139877,-0.3984091497005836,-0.6432952290224535,-0.7957552133036808,-0.11062200137202802,-0.5504538352495189,0.2427147385177846,-0.2265840898021241,-0.67437084828962,-0.3195347328150707,-0.26588984112813996,-0.31063884622887045,-0.4442333988203069,-0.8864243384984051,-0.6371298735331544,0.14084987791072154,0.13879568338277085,-1.4727526538200135,0.05867559269958025,0.4627487143711522,-0.8272667295843478,-0.43173189822766866,-0.6272277655716537,1.4257710791348845,-1.1070706436932045,-0.029410575008768133,0.01245266206070264,-0.3714020427112349,-0.49857332631348245,-0.24474017343290733
2019-09-24,0.28541818096827914,0.15856264138356574,0.2974254398818257,0.34791099356078503,0.45361903572617174,-0.23924677128352023,0.7713322203099644,0.654278723280669,0.7936513524432439,0.899886653286858,0.32100749119525435,0.37409420652692044,0.3664077205040834,-0.10185218355089178,0.6221736413991757,0.5116932157542935,0.6418239945263782,1.0156103631161733,0.31018800543676633,0.24057523920439447,0.43157586397195685,0.26636108445684464,-1.0761598945526722,0.2789837485137859,-0.2769379316756144,1.1863202456654338,0.5049842971597177,0.6624410545791543,0.9022443455084939,0.48383976942010987,0.9318644390887769,0.43501863165410865,0.2283655885987694,0.32467502308325397,0.0,1.3313561050813627,2.624051376112076,0.06049220181685843,0.27180777621346514,0.39591171675285897,0.5826973410835956,-15.978698395871593,0.11062200137208694,-0.09017338813562209,0.38967326366476945,-0.22778840392863228,-0.09407552939016968,0.4837783977207238,0.4300722323616008,0.6209122994557912,-0.27991354064514085,-1.2861060676291833,0.22467101823607935,-0.6167255951285303,0.7607146340067314,0.5970143730110731,3.387849855572918,0.949982878806308,0.7355551573839914,0.7190219099290671,0.37839038539108066,0.3552912478084451,0.14516153643208166,0.45669035022965876,0.6583017826779676,0.3935358382160615,0.28439362279694613,0.40240509755422393
2019-09-25,-0.33755048247143626,-0.1391336192255435,0.33015428530856183,-1.6178037970893553,-0.5136795479792857,0.0,-0.20920002997207957,-0.19634491948878882,-0.12972515939934776,-0.8133743781815105,0.005975622919975387,-0.18775482473624283,0.31638527177695014,-0.26705231573593957,-0.4758451076071887,-0.5561318200342782,-0.3077360654258406,0.04603863967292118,-0.8554522538858378,-0.3022928545152693,-0.8957155617254674,-0.2832316801016239,-0.8620722256998297,0.03240514803644542,0.2898506496263381,-0.5989696332247534,-0.32608406079508034,0.0,-0.35633497247091145,0.22185718352554137,0.7013997262897604,-0.8130163668080413,-0.7975201932193926,-0.33167463069042463,-0.5479446686014496,-0.6805304347211438,0.8208598928495514,-0.37083170883419225,-0.026311372455797698,0.03312430839662191,0.38937704303958953,0.0,-0.2848959500520255,-0.18450606533335964,-0.4036323155289746,0.3831432184220215,-0.5819633091627933,-0.24123399627527098,-0.19042019590285475,0.09377657220324694,-0.8043533212818863,0.4399270953639868,0.33808198851673454,0.08561512971604586,0.21728671310122927,-0.8371431314875163,0.9976417829320542,1.342605434210049,-0.14755040437758762,0.29155186892922336,-0.06577237205751436,-0.2776964142797441,-0.8093062403004642,-0.10108125773918601,-0.1379663937289882,0.16046298982072138,0.21536060526895032,0.030417527757412327
2019-09-26,0.27847216941329267,2.614942125935867,-0.3132852538757858,-0.38226686917095765,0.06704389085493459,-0.3725781448149691,0.37126439335653477,0.2439642361418731,-0.4004321286948374,0.22237304453089768,0.011768603932078188,-0.386618797901712,-0.0545959961746127,-0.02048206865609839,1.8351518278957972,0.3370888410130437,0.050224065230878676,0.13610157420729385,-0.07072959714048885,-0.3160178629995265,-0.4315641047320021,0.6136212077999667,-1.407829746012987,-0.47915546100624007,2.127659574468085,0.37304841035032854,0.1498645886441558,-0.6588835721013637,0.1631534340342405,-0.11927944235343921,-0.6914711217243021,0.15923931211532857,0.2177908346737594,-0.1655588097323412,0.3357907045513714,0.0,0.0,-0.3656341979936712,-0.07859256152986058,-1.6634058428571161,-0.06773916541082846,0.897660904071239,-0.22831572193035,-0.5509680231873173,0.20324698962625407,0.7961737615806695,-0.5628467804992386,-0.365823133387364,-0.3049847453741351,-0.8041582035898054,-0.23668277898483725,0.630788830116877,3.0155626284955646,-0.18609475421372063,-0.28235042796417115,-0.5335342639847446,-0.46756236617346864,0.17873453109799978,0.2950937731646818,-0.8460215589568686,0.32091935343413747,-0.38377026152740773,0.4978477598971605,-0.13152356775659277,-0.03718242338051964,0.1595159933150886,-0.14240268889302576,0.0033632705427129204
2019-09-27,0.30607334814311804,0.2960531372277754,0.4690106182174144,-0.5395660183771972,0.9038722348751542,0.5120118143936639,0.28892827288420525,0.5932100312451241,-0.018447318342473006,0.0,0.20063680338695428,0.2012395372841793,0.062413664866616696,0.41398663332009755,-0.006473365652795507,0.23404919731759305,0.18473390414111204,0.24030644084515076,0.2524254187094521,0.019478513883773394,-0.030804237309641092,0.26441743360348263,-0.5302648534464066,0.5129022246429323,1.726268178168007,0.7108001860067222,0.5939454658966691,-0.030169950867088097,0.24641048406702865,0.6956836902550685,0.0,0.41862857745132726,-0.036023878960316356,0.5000034968058269,0.19973190450661174,0.30325976592536746,-0.7161094379126288,0.3080721583680915,0.0,0.4745742021981052,0.3657090491958389,-0.36697213993499966,0.7054610833044668,0.5576158426217771,0.30801527053900224,0.32336266954799153,-0.29154259555302314,0.13049848138550427,0.043461428105384385,0.21098488786007377,-0.047631476456742684,1.0899681530508176,0.39973176945387157,0.4647168069787838,0.14137930073650323,0.3069835968746123,-0.11764975155101104,-0.009671479765935425,-0.10956457347105165,0.17321412918078422,0.5002164952721564,0.02765312893782876,0.929216192800578,0.1848087631759788,0.0,0.2603323701061911,0.8226089310306152,0.2794567583385943
2019-09-30,0.46967061767787593,0.34567750530478397,0.08925434559571262,0.5212425553998362,0.7977557926590311,-0.20909049647877648,0.0,0.11778470143932024,0.5159499973611306,1.0280396123287783,0.20753401493180912,0.3788160634405768,-0.3007356911798667,0.18814707705744446,-0.1203422465348176,0.0,0.24226309081590625,0.3374252009210505,-0.008068190797757597,-0.07890531054187744,2.596972406960481,-0.1545372967826833,3.1278356788851234,-0.03298228556229001,1.1465724407690754,0.6568115895687582,-0.12486676609153367,2.1780919927340032,-0.03335538025235274,-0.1428273764977269,-0.17053510257437177,-2.598089900639864,-0.15069096030279025,0.17122862642811312,0.9769737897287089,4.060281479636288,0.05482581692610895,0.0,-0.24868791379688399,-0.25445181476495443,0.13964011259388087,0.0,-0.29499198913610275,0.281952368450968,-0.16043147284231452,-0.25466666936525084,0.0,-0.33630143353829345,-0.43639429006245356,0.43477639025140036,2.4700468361615022,0.3497086341388089,1.0275673598804504,-0.16927549503548955,0.26602325129565946,0.5434758866634952,-0.1248467989523632,-0.34088264003674523,-0.49056287081736444,1.5051173438500467,2.154880136729713,0.11344559679946234,2.5882358464720023,0.4063489877539712,0.4266486729506809,0.1940443860590496,0.2493754741191872,0.19296118347872918
2019-10-01,0.3957946487149415,0.5649692813732369,0.5812493517315579,0.025659662257386768,-0.12335916040032698,0.7073585519323071,0.9918516685520361,0.6580431615907698,0.7936545694913594,-0.05259575831690134,0.0647214674077719,0.5416405337084427,-0.12755393733677536,-0.010225042181209253,-0.11789110727101423,0.2933909095039852,0.20400639657331515,0.40859055021928575,-0.11169570267978465,0.05817098986697454,0.2261702523382237,0.0,1.4327861742379486,0.17764956977459687,1.002654538831672,-0.038591532709201695,0.6037355351102384,0.3873493899501187,0.4023485310308172,0.3443426925674453,0.08510833090924202,1.4634067168028635,-0.1489375981149153,0.0,0.14164630259047437,0.08460430744522855,0.807752401698086,0.4291841435672624,-0.08326056151331217,-1.4217987069247255,0.1402427817502341,0.38095201764787945,0.058480869349410096,0.45537516228968233,0.32102442069519,0.8278177326266521,0.7820222967760027,0.0,0.11055043399967153,0.6008490871674597,0.2161906084043719,-0.10088521732231068,0.03892654213288699,2.991231282552083,0.29125953801609633,-0.07831032516334939,1.518991910729336,0.1965378774014065,0.41587410143693465,0.061997702431152615,0.22346027736557264,0.7712095707174397,0.07113803281697995,0.36544804318013185,0.44703913548812024,0.21547555748036673,0.46428271702357704,0.3268528680837866
2019-10-02,-0.7022346915783786,-0.6490370257122113,-0.4557390066213288,-0.49300061466708506,0.1853132178156615,-1.103666365947268,-0.5610351022099774,-0.41240877345196736,-1.8903591137153293,-0.2854380844136394,-1.0785867399373064,-1.1804276586718687,-0.8932107595892197,-0.7751937984496124,-1.7485041730556712,-0.4447011954263684,-0.8015380194498779,-0.9036666549423203,-0.5207119029972576,-0.41915986201303024,-0.8628969314912577,-1.4659120808873125,-2.623525839318852,-0.14780777383813054,-2.2846550943581323,-1.4174287097316625,-1.1965379693806404,-1.3990477691056367,-1.326611881714624,-0.6081553631099699,-0.9680115320737459,-0.7510697115483195,-0.8507092191499736,-0.5190347529303004,-0.797105861095692,-1.4931756548434203,-2.078387044527076,-0.999995714552777,-1.0755637278031176,-0.8708805133100581,-0.7681557611899974,-1.3592266090314067,-0.23068578532494335,-0.8506630740727485,-0.5991318447426384,-0.4926142702246141,-0.5905459334988622,-0.673802612371595,-0.7877280265339968,-0.5517326853837445,-1.325938387488455,-2.214556539085926,-1.127452476351869,0.6221157114475028,-0.32298402016205535,-0.8573628786544336,-1.5463963770208624,-1.4550760171551107,-1.8161162947180651,-0.4396965734218397,-0.08976865865026666,-0.25891874837098927,-1.4345690990433826,-0.6781674819706672,-0.6643253790502828,-0.5423738009063303,-0.6202118834013628,-0.5933673074345335
2019-10-03,-0.19051683045294948,-0.99867222125853,-0.013423794316690395,-0.31438024008708343,-0.22239370562434366,-0.15254556846553632,0.09750609842279306,-0.3916373520609353,-0.11483516419334494,0.5112486282339376,0.10856277499594166,-0.32904034776879193,0.2769212987991183,-0.7639270246187002,0.1257794548371756,-0.2705144314685117,0.3000593823412392,0.0,0.00835242063351389,-0.4102579752604167,0.06651299623097251,2.0279487840050554,-0.3841235655810437,1.1356195860224616,0.25723447821472495,0.1633753265410232,-0.20054346733207026,-0.5214668003136729,0.15296335292747137,-0.587870224049973,0.4835191663805101,-0.2783922027244077,0.4034564602320553,0.17451574190910119,0.362320217708627,0.0867992605050853,-1.3333306796308877,0.0674324270619204,-0.16797696315933816,0.0,0.02328961088909321,0.19920774740700797,0.11688223086874919,-0.3879724561108645,0.614528562546385,-0.6700161349879066,-0.5946523162470765,0.2864107751121932,0.46012646638107735,0.555556235277585,0.7301027888695508,-0.0932731414910973,-0.26311076323757426,0.08779497171330009,-0.2770796177269843,0.0,-1.4864882715781012,1.3545111600523068,-0.3017726254822916,-0.06361468646287928,0.7058319358269225,0.617111098157577,0.43274735382026186,-0.010868933512221663,-0.03832240644440191,-0.1572582311252374,-0.1489791991025445,-0.0867874755671856
